codes_include_history,bm_voltage,2nd_air_monitor,2nd_air_monitor_1,2nd_air_monitor_cmpl,2nd_air_monitor_ena,4wd_switch,a_c_monitor,a_c_monitor_1,a_c_monitor_cmpl,a_c_monitor_ena,a_c_signal,a_f_heater_duty_b1s1,a_f_heater_duty_b2s1,a_t_oil_temperature_1,a_t_oil_temperature_2,accel_fully_close_learn_1,accel_fully_close_learn_2,accel_sens_no_1_volt,accel_sens_no_2_volt,accel_sensor_out_no_1,accel_sensor_out_no_2,accelerator_idle_position,accelerator_position,acis_vsv,act_vsv,actuator_power_supply,af_lambda_b1s1,af_lambda_b2s1,afs_current_b1s1,afs_current_b2s1,afs_voltage_b1s1,afs_voltage_b2s1,all_cylinders_misfire_count,atmosphere_pressure,av_engine_speed_of_all_cyl,battery_voltage,calculate_load,cancel_switch,cat_ot_mf_f_c_cylinder_1,cat_ot_mf_f_c_cylinder_2,cat_ot_mf_f_c_cylinder_3,cat_ot_mf_f_c_cylinder_4,cat_ot_mf_f_c_cylinder_5,cat_ot_mf_f_c_cylinder_6,cat_ot_mf_f_c_history,catalyst_monitor,catalyst_monitor_1,catalyst_monitor_cmpl,catalyst_monitor_ena,catalyst_ot_mf_f_c,catalyst_temp_b1s1,catalyst_temp_b1s2,catalyst_temp_b2s1,catalyst_temp_b2s2,closed_throttle_position_switch,complete_parts_monitor,component_monitor_cmpl,component_monitor_ena,coolant_temp,cylinder_1_misfire_count,cylinder_2_misfire_count,cylinder_3_misfire_count,cylinder_4_misfire_count,cylinder_5_misfire_count,cylinder_6_misfire_count,cylinder_number,destination,dist_batt_cable_disconnect,distance_from_dtc_cleared,egr_vvt_monitor,egr_vvt_monitor_1,egr_vvt_monitor_cmpl,egr_vvt_monitor_ena,electrical_load_signal_1,electrical_load_signal_2,engine_run_time,engine_speed,engine_speed_of_cyl_1,engine_speed_of_cyl_2,engine_speed_of_cyl_3,engine_speed_of_cyl_4,engine_speed_of_cyl_5,engine_speed_of_cyl_6,engine_type,evap_purge_vsv,evap_monitor,evap_monitor_1,evap_monitor_cmpl,evap_monitor_ena,evap_purge_flow,evap_purge_vsv_1,evap_system_vent_valve,fc_tau,fuel_cut_condition,fuel_pump_speed_control,fuel_pump_speed_status,fuel_system_monitor,fuel_system_monitor_cmpl,fuel_system_monitor_ena,fuel_system_monitor_result,fuel_system_status_1,fuel_system_status_2,heated_cat_monitor_cmpl,heated_cat_monitor_ena,heated_catalyst_monitor,heated_catalyst_monitor_1,heater_monitor_cmpl,heater_monitor_ena,idle_fuel_cut,ig_off_elapsed_time,ign_advance,ignition_trig_count,immobiliser_communication,initial_engine_coolant_temp,initial_intake_air_temp,injection_volum_cylinder1,injector_port,intake_air,knock_correct_learn_value,knock_feedback_value,lock_up,long_ft_b1s1,long_ft_b2s1,maf,mil,mil_on_run_distance,misfire_load,misfire_margin,misfire_monitor,misfire_monitor_cmpl,misfire_monitor_ena,misfire_rpm,model_code,model_year,neutral_position_switch_signal,number_of_emission_dtc,o2_heater_b1s2,o2_heater_b2s2,o2_heater_curr_val_b1s2,o2_heater_curr_val_b2s2,o2s_b1s2,o2s_b2s2,o2s_impedance_b1s2,o2s_impedance_b2s2,o2s_a_fs_heater_monitor,o2s_a_fs_heater_monitor_1,o2s_a_fs_monitor,o2s_a_fs_monitor_1,o2s_a_fs_monitor_cmpl,o2s_a_fs_monitor_ena,obd_requirements,open_side_malfunction,power_steering_signal,purge_cut_vsv_duty,purge_density_learn_value,res_acc_switch,running_time_from_mil_on,set_coast_switch,shift_status,shift_switch_status_2_range,shift_switch_status_3_range,shift_switch_status_d_range,shift_switch_status_l_range,shift_switch_status_r_range,shift_switch_status_4_range,short_ft_b1s1,short_ft_b2s1,slt_solenoid_status,slu_solenoid_status,spd_nt,spd_sp2,st1,starter_signal,stop_light_switch,system_guard,system_identification,target_air_fuel_ratio,tc_and_te1,tc_terminal,throttle_fully_close_learn,throttle_idle_position,throttle_motor_current,throttle_motor_duty,throttle_motor_duty_close,throttle_motor_duty_open,throttle_position_command,throttle_position_no_1,throttle_position_no_2,throttle_require_position,throttle_sens_open_pos_1,throttle_sens_open_pos_2,throttle_sensor_2_volt,throttle_sensor_position,throttle_sensor_volt,time_after_dtc_cleared,total_ft_1,total_ft_2,transfer_l4,transmission_type,transmission_type2,vacuum_pump,vapor_pressure_calculated,vapor_pressure_pump,vehicle_load,vehicle_speed,vn_turbo_type,vvt_aim_angle_1,vvt_aim_angle_2,vvt_change_angle_1,vvt_change_angle_2,vvt_control_status_1,vvt_control_status_2,vvt_ocv_duty_1,vvt_ocv_duty_2,warmup_cycle_cleared_dtc,vehicle,condition,scan_date,source_file,predicted_condition
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.237,,,,,,,,,,,37.5,35.938,72.5,71.375,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.999,0.996,-0.008,-0.016,3.283,3.274,0,14.55,51199.219,13.964,27.059,,,,,,,,,,,,,,976.46,651.38,976.46,651.38,,,,,150.8,0,0,0,0,0,0,6,,0,0,,,,,,,391,1135.75,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,498,,56.75,59,0.004,2666,59,21,-3,,0,0,7.35,,0,0,57,,,,0,,2011,,0,,,0.972,0.962,0.66,0.72,52.199,53.82,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.989,,,0.684,,0.859,16.863,13,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.218,,,,,,,,,,,37.5,37.5,73.625,72.5,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.992,0.996,-0.027,0,3.254,3.298,0,14.55,51199.219,13.964,26.667,,,,,,,,,,,,,,974.66,654.08,974.66,654.08,,,,,152.6,0,0,0,0,0,0,6,,0,0,,,,,,,402,1123.25,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,363,,56.75,59,0.004,2655,59,21,-3,,0,0,7.31,,0,0,61,,,,0,,2011,,0,,,0.972,0.957,0.68,0.72,52.199,53.496,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.99,,,0.684,,1.25,16.863,18,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.211,,,,,,,,,,,37.5,37.5,73.625,72.5,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.995,0.997,-0.016,0,3.269,3.303,0,14.55,51199.219,13.964,26.667,,,,,,,,,,,,,,974.48,654.26,974.48,654.26,,,,,152.6,0,0,0,0,0,0,6,,0,0,,,,,,,403,1115.5,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,387,,56.75,59,0.004,2663,59,21,-3,,0,0,7.28,,0,0,49,,,,0,,2011,,0,,,0.972,0.962,0.68,0.72,52.523,53.172,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1100,0,,,,,,0.994,,,0.684,,1.25,16.863,19,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
0,14.219,,,,,,,,,,,37.5,37.5,73.625,72.5,19.531,39.551,15.686,31.765,0.781,1.582,,0,,,,0.998,0.998,-0.008,0.004,3.283,3.308,0,14.55,51199.219,13.964,26.667,,,,,,,,,,,,,,974.48,654.26,974.48,654.26,,,,,152.6,0,0,0,0,0,0,6,,0,0,,,,,,,403,1115.5,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,16,410,,56.75,59,0.004,2684,59,21,-3,,0,0,7.34,,0,0,49,,,,0,,2011,,0,,,0.972,0.962,0.68,0.72,52.848,53.496,,,,,,,,,,0,0,,0,,,,,,,,,0,4.688,,,1050,0,,,,,,0.993,,,0.684,,1.172,16.863,17,0,0.84,0.84,2.441,0.84,0.918,2.031,49.02,0,16.863,8,0,0,,,,,14.682,14.682,16.471,0,,0,0,0,0,,,0,0,0,toyota,unknown,11/3/25,TOYOTA_989347712041_20251103170557.csv,good
