"A/C Compressor Active","A/C Pressure[psi]","Accelerator Pedal Sensor, Analog[V]","Accelerator Pedal Sensor, PWM[%]","Adaptation Throttle","Air Mass, Correction Factor","Ambient Air Pressure[psi]","Ambient Air Temperature[degree F]","Battery Voltage[V]","Boost Pressure[psi]","Brake Light Switch","Brake Pedal Position (From BCM)[%]","Camshaft Shifting Angle Deviation (Exhaust)[deg]","Camshaft Shifting Angle Deviation (Inlet)[deg]","Camshaft Shifting Angle, Exhaust[deg]","Camshaft Shifting Angle, Inlet[deg]","Condition Automatic Transmission","Cruise -","Cruise +","Cruise Control Resume","Engine Coolant Level Switch","Engine Coolant Temperature[degree C]","Engine Cooling Fan[%]","Evap-Flow[kg/h]","Exhaust Camshaft Adaptation[deg]","Exhaust Camshaft Reset Valve[%]","Fuel Pressure[kPa]","Fuel Pressure, Nominal Value[kPa]","Fuel Pump Relay","Fuel Pump, Duty Cycle[%]","Fuel Temperature[degree C]","Idlespeed, Deviation From Nominal[rpm]","Ignition Angle[deg BTDC]","Injection Time, Bank 1[ms]","Inlet Camshaft Adaptation (6-Cyl)[deg]","Inlet Camshaft Reset Valve[%]","Intake Air Temperature[degree C]","Lambda Control, Bank 1","Leakage Air Through Throttle Blade","Long-Term Fuel Trim Lower Part Load, Bank 1","Long-Term Fuel Trim Upper Part Load, Bank 1","Mass Air Flow[kg/h]","Misfire Counter","Misfire Counter 1 (5 Cyl)","Misfire Counter 2 (5 Cyl)","Misfire Counter 3 (5 Cyl)","Misfire Counter 4 (5 Cyl)","Misfire Counter 5 (5 Cyl)","Nominal Camshaft Shifting Angle, Exhaust[deg]","Nominal Camshaft Shifting Angle, Inlet[deg]","Nominal Throttle Angle[%]","Oil Level[%]","Oil Pressure Switch","Oxygen Front Sensor, Bank 1","Oxygen Rear Sensor, Bank 1[V]","Purge Valve, Dutycycle[%]","Short-Term Fuel Trim Idle, Bank 1[%]","Short-Term Fuel Trim, Bank 1","Throttle Angle[%]","Throttle Position Sensor, Potentiometer 1[V]","Throttle Position Sensor, Potentiometer 1[%]","Throttle Position Sensor, Potentiometer 2[V]","Throttle Position Sensor, Potentiometer 2[%]","Turbo Control Valve Dutycycle[%]","Vehicle Speed[km/h]"
"Off","105.098","0.83","16.54","OK","0.94","9.75","68.45","14.22","10","Off","0","0.04","0.09","1.27","0.11","On","Off","Off","Off","Off","192.65","22.75","3.08","1.20","43.92","59.73","60","On","45.68","141.8","-930","39.75","1.98","-1.74","7.84","90.05","C/L","0.20","1.04","1.00","29","0","0","0","0","0","0","8","0","3.61","79.68","Off","0.97","0.12","0","2.76","1.05","3.14","0.7","5.10","4.21","5.49","0","34.797"
"On","111.166","0.41","7.99","OK","0.93","9.75","68.45","14.01","9.8","Off","0","0.24","0.17","1.99","-0.01","On","Off","Off","Off","Off","192.65","22.75","0.03","1.20","45.49","59.817","60","On","44.59","141.8","-620","19.50","1.26","-1.74","7.84","88.7","C/L","0.50","1.04","1.00","16.30","1","0","1","0","0","0","4","0","8.48","79.68","Off","0.97","0.74","74.60","2.76","1.00","10.59","0.83","3.92","4.3","2.75","0","29.204"
"Off","101.05","0.41","8.01","OK","0.94","9.75","67.1","14.22","9.8","Off","0","-0.11","0.14","5.31","0.09","On","Off","Off","Off","Off","191.3","22.75","0.58","1.20","41.96","60.6","60","On","44.63","141.8","-280","9.75","2.68","-1.74","7.84","91.4","C/L","0.60","1.04","1.00","18.30","1","0","1","0","0","0","8.50","0","1.64","79.68","Off","1.01","0.68","12.11","2.76","0.94","11.37","1.02","11.76","3.97","11.76","0","24.855"
"Off","94.982","1","20.03","OK","0.94","9.75","67.1","14.08","10.7","Off","0","-0.16","-0.28","-0.06","1.93","On","Off","Off","Off","Off","189.95","22.75","1.72","1.20","44.71","59.85","60","On","46.02","141.8","-900","35.25","4.20","-1.74","7.84","88.7","C/L","0.60","1.04","1.00","57.90","1","0","1","0","0","0","0.50","0","12.12","79.68","Off","1.01","0.15","82.80","2.76","1.02","8.24","0.83","7.06","4.25","3.92","0","29.826"
"Off","107.121","0.76","15.17","OK","0.94","9.75","68.45","14.22","9.8","Off","0","2.03","0","10.35","-0.09","On","Off","Off","Off","Off","189.95","22.75","1.28","1.20","41.57","59.937","60","On","45.33","140","-730","37.50","3.49","-1.74","7.84","90.05","C/L","0.60","1.04","1.00","51","1","0","1","0","0","0","2.50","0","10.45","79.68","Off","1.03","0.1","76.16","2.76","1.01","6.27","0.79","5.10","4.23","5.10","0","29.826"
"Off","92.96","0.69","13.71","OK","0.93","9.75","68.45","14.15","9.8","Off","0","-0.05","0.08","9.25","0.09","On","Off","Off","Off","Off","189.95","22.75","1.99","1.20","44.31","60.1","60","On","45.41","140","-640","36.75","2.94","-1.74","7.84","88.7","C/L","0.60","1.04","1.00","30.30","1","0","1","0","0","0","9","0","3.33","79.68","Off","1.03","0.11","42.57","2.76","1.05","5.10","0.84","6.67","4.19","5.49","0","29.826"
"On","103.074","0.62","12.49","OK","0.94","9.75","68.45","14.15","9.8","Off","0","2.30","-0.19","4.50","-0.06","On","Off","Off","Off","Off","189.95","22.75","1.99","1.20","45.10","59.784","60","On","45.45","140","-660","20.25","2.29","-1.74","7.84","86","C/L","0.70","1.04","1.00","26.30","0","0","1","0","0","0","6.50","0","5.52","79.68","Off","0.99","0.19","66.40","2.76","1.06","3.92","0.72","3.53","4.28","3.53","0","29.826"
"Off","92.96","0.71","14.06","OK","0.94","9.75","68.45","14.22","9.8","Off","0","0.10","0.03","5.67","-0.12","On","Off","Off","Off","Off","189.95","22.75","2.36","1.20","42.35","59.666","60","On","45.01","138.2","-650","37.50","2.53","-1.74","7.84","87.35","C/L","0.70","1.04","1.00","48.60","0","0","1","0","0","0","2.50","0","9.37","79.68","Off","1.02","0.1","78.90","2.76","1.06","9.41","0.93","9.41","4.17","6.27","0","31.69"
"Off","88.912","0.44","8.54","OK","0.94","9.75","68.45","14.22","9.8","Off","0","-0.66","0.06","9.53","0.13","On","Off","Off","Off","Off","189.95","7.84","0","1.20","47.45","60.285","60","On","44.68","138.2","-310","1.50","2.20","-1.74","7.84","86","C/L","0.80","1.04","1.00","16.20","0","0","1","0","0","0","8","0","2.97","79.68","Off","0.98","0.12","17.19","2.76","0.99","2.35","0.68","2.35","4.32","2.35","0","7.456"
"On","121.281","0.41","8.03","OK","0.94","9.75","68.45","13.94","9.7","On","27.45","-0.67","0.16","8.88","0.08","On","Off","Off","Off","Off","189.95","22.75","0.13","1.20","43.92","59.643","60","On","45.26","138.2","0","15.75","2.01","-1.74","7.84","88.7","C/L","0.90","1.04","1.00","11.40","0","0","1","0","0","0","7.50","3.50","8.37","79.68","Off","1.03","0.8","0","2.72","0.92","8.63","0.9","8.63","4.1","8.63","0","6.835"
"Off","94.982","0.79","15.83","OK","0.93","9.75","68.45","14.15","10","Off","0","0.13","0.06","0.61","0.16","On","Off","Off","Off","Off","189.95","22.75","0","1.20","44.31","60.1","60","On","46.10","136.4","-1000","37.50","3.62","-1.74","7.84","90.05","C/L","0.80","1.04","1.00","40.20","0","0","1","0","0","0","9","0","3.91","79.68","Off","1.02","0.73","0","2.72","0.95","2.75","0.69","2.75","4.3","2.75","0","16.156"
"On","119.259","0.51","10.43","OK","0.93","9.75","68.45","14.08","9.8","Off","0","-0.03","0.11","8.69","0.17","On","Off","Off","Off","Off","189.95","22.75","0","1.20","45.49","59.709","60","On","45.42","136.4","-190","11.25","1.60","-1.74","7.84","91.4","C/L","1","1.04","1.00","9.50","0","0","1","0","0","0","8.50","0","2.25","79.68","Off","1.00","0.1","2.73","2.67","1.00","1.18","0.66","1.96","4.33","2.35","0","11.185"
"Off","92.96","0.41","8.03","OK","0.93","9.75","68.45","14.01","9.7","On","25.10","0.02","0.11","9.06","0.11","On","Off","Off","Off","Off","191.3","22.75","0","1.20","42.35","60.045","60","On","44.81","136.4","20","9.00","2.18","-1.74","7.84","92.75","C/L","0.80","1.04","1.00","11.40","0","0","1","0","0","0","9","0","2.17","79.68","Off","0.98","0.54","0","2.67","0.96","1.96","0.66","1.96","4.34","1.96","0","0"
"Off","90.936","0.41","8.01","OK","0.93","9.75","68.45","14.01","9.7","On","25.10","-0.34","0.12","8.80","0.13","On","Off","Off","Off","Off","191.3","22.75","0","1.20","43.92","61.058","60","On","45.25","136.4","0","13.50","2.52","-1.74","7.84","92.75","C/L","0.80","1.04","1.00","14.90","0","0","1","0","0","0","9","0","2.86","79.68","Off","1.02","0.75","9.76","2.67","0.90","2.75","0.69","2.75","4.31","2.75","0","0"
"On","123.304","0.41","8.01","OK","0.93","9.75","68.45","14.36","9.7","On","25.10","-0.19","0.31","8.91","0.05","On","Off","Off","Off","Off","191.3","22.75","0","1.20","45.88","60.285","60","On","43.94","136.4","50","6.75","2.18","-1.74","7.84","95.45","C/L","0.70","1.04","1.00","11.80","0","0","1","0","0","0","9","0","2.24","79.68","Off","0.98","0.11","0","2.62","1.01","1.96","0.66","1.96","4.34","1.96","0","0"
"Off","97.005","0.41","8.01","OK","0.93","9.75","68.45","14.08","9.7","On","25.10","-0.08","0.12","9.20","0.08","On","Off","Off","Off","Off","191.3","22.75","0.01","1.20","44.71","59.654","60","On","44.55","136.4","10","13.50","1.93","-1.74","7.84","98.15","C/L","0.50","1.04","1.00","11.50","0","0","1","0","0","0","9","0","2.17","79.68","Off","0.99","0.73","4.30","2.62","0.99","2.35","0.69","2.75","4.27","5.88","0","0"
"On","107.121","0.77","15.52","OK","0.93","9.75","68.45","14.22","10.1","Off","0","0.19","-0.56","0.03","0.25","On","Off","Off","Off","Off","191.3","22.75","0.27","1.20","7.84","59.426","60","On","46.49","136.4","-1040","35.25","4.97","-1.74","45.10","98.15","C/L","0.50","1.04","1.00","71.90","0","0","1","0","0","0","0.50","0","11.50","79.68","Off","0.97","0.29","72.26","2.62","1.07","12.16","1.04","12.55","3.95","12.55","0","19.884"
"Off","105.098","0.9","18.03","OK","0.93","9.75","68.45","14.15","10.1","Off","0","-0.03","0.08","1.24","0.17","On","Off","Off","Off","Off","191.3","22.75","2.92","1.20","44.31","59.784","60","On","45.79","136.4","-930","39.00","2.50","-1.74","7.84","98.15","C/L","0.50","1.04","1.00","39.50","0","0","1","0","0","0","8","0","1.96","79.68","Off","1.04","0.74","26.95","2.62","1.05","2.35","0.66","2.35","4.35","1.96","0","22.369"
"Off","90.936","0.41","8.01","OK","0.93","9.75","68.45","14.22","9.7","On","23.53","0.05","0.12","9.22","0.03","On","Off","Off","Off","Off","189.95","22.75","0.69","1.20","43.92","60.274","60","On","44.36","134.6","-100","8.25","1.31","-1.74","7.84","98.15","C/L","0.90","1.04","1.00","30.80","0","0","1","0","0","0","0.50","0","15.47","79.68","Off","1.01","0.8","42.96","2.62","0.97","16.08","1.2","16.86","3.78","18.82","12.87","19.262"
"On","129.374","1.06","21.41","OK","0.94","9.75","68.45","14.15","11.6","Off","0","-0.21","0.87","-0.25","10.19","On","Off","Off","Off","Off","191.3","22.75","2.41","1.20","45.10","59.784","60","On","46.21","134.6","-960","36.00","3.79","-1.74","7.84","94.1","C/L","1","1.04","1.00","76.30","0","0","1","0","0","0","0","0","13.03","79.68","Off","0.99","0.23","99.60","2.62","1.04","12.16","1.04","11.76","3.99","10.98","0","29.826"
"Off","92.96","0.84","16.69","OK","0.94","9.75","68.45","14.22","10.1","Off","0","-1.02","0.02","10.28","0.05","On","Off","Off","Off","Off","191.3","22.75","0","1.20","34.51","60.078","60","On","45.30","134.6","-770","38.25","2.96","-1.74","7.84","94.1","C/L","1","1.04","1.00","38.40","0","0","1","0","0","0","3","0","5.64","79.68","Off","1.00","0.75","0","2.62","0.93","3.53","0.73","3.92","4.27","3.92","0","31.069"
"Off","88.912","0.65","12.98","OK","0.93","9.75","68.45","14.36","9.8","Off","0","0.80","0.05","2.44","0.05","On","Off","Off","Off","Off","191.3","22.75","0","1.20","43.14","60.198","60","On","45.07","134.6","-640","37.50","2.26","-1.74","7.84","90.05","C/L","1","1.03","1.00","29.90","0","0","1","0","0","0","2.50","0","7.00","79.68","Off","0.99","0.48","0","2.62","0.98","3.14","0.74","4.71","4.24","6.27","0","29.826"
"On","125.328","0.77","15.30","OK","0.93","9.75","67.1","14.15","10","Off","0","-0.84","-0.16","3.31","0.03","On","Off","Off","Off","Off","191.3","22.75","0","1.20","41.96","59.676","60","On","45.50","134.6","-800","35.25","4.04","-1.74","7.84","88.7","C/L","1","1.03","1.00","50.50","0","0","1","0","0","0","5","0","6.24","79.68","Off","0.99","0.54","0","2.62","1.00","4.31","0.78","5.88","4.17","7.06","0","31.69"
"Off","90.936","0.88","17.79","OK","0.93","9.75","67.1","14.15","10","Off","0","-0.45","0.06","1.99","0.13","On","Off","Off","Off","Off","191.3","22.75","0","1.20","45.88","60.045","60","On","45.55","134.6","-770","38.25","2.10","-1.74","7.84","87.35","C/L","1","1.02","1.00","19.80","0","0","1","0","0","0","2","0","2.03","79.68","Off","1.88","0.32","0","2.62","1.00","1.96","0.65","1.96","4.34","1.96","0","31.069"
"Off","88.912","0.58","11.45","OK","0.93","9.75","67.1","14.5","9.8","Off","0","-0.77","0.12","4.50","0.09","On","Off","Off","Off","Off","191.3","22.75","0","1.20","46.27","59.469","60","On","45.12","134.6","-300","2.25","2.21","-1.74","7.84","87.35","C/L","1","1.02","1.00","16.30","0","0","1","0","0","0","8","0","2.87","79.68","Off","0.94","0.86","3.12","2.62","0.97","2.35","0.67","2.35","4.33","1.96","0","10.563"
"Off","101.05","0.41","8.01","OK","0.93","9.75","67.1","13.87","9.7","On","28.63","0.34","0.25","9.27","0.17","On","Off","Off","Off","Off","191.3","22.75","0.09","1.20","43.53","60.285","60","On","45.02","134.6","0","11.25","2.01","-1.74","7.84","88.7","C/L","0.90","1.02","1.00","11.40","0","0","1","0","0","0","9","0","2.15","79.68","Off","0.99","0.82","7.81","2.62","1.02","1.96","0.66","1.96","4.34","1.96","0","0"
"Off","94.982","0.41","8.01","OK","0.93","9.75","68.45","13.94","9.7","On","25.49","-0.06","0.22","9.24","0.16","On","Off","Off","Off","Off","191.3","22.75","0.43","1.20","45.88","59.774","60","On","43.78","134.6","0","11.25","2.00","-1.74","7.84","91.4","C/L","0.60","1.02","1.00","14","0","0","1","0","0","0","9","0","2.86","79.68","Off","0.93","0.86","28.51","2.62","0.94","2.75","0.68","2.75","4.31","2.75","0","0"
"On","117.236","0.65","13.69","OK","0.93","9.75","68.45","14.22","9.8","Off","0","1.40","0.08","2.53","-0.07","On","Off","Off","Off","Off","191.3","22.75","2.58","1.20","47.84","59.752","60","On","45.53","132.8","-830","36.00","3.38","-1.74","7.84","92.75","C/L","0.70","1.02","1.00","56.80","0","0","1","0","0","0","1","0","10.39","79.68","Off","0.98","0.2","99.60","2.62","1.04","6.67","0.79","4.31","4.25","4.31","0","16.777"
"Off","97.005","0.64","12.76","OK","0.93","9.75","68.45","14.08","9.8","Off","0","2.72","-0.19","4.49","0.05","On","Off","Off","Off","Off","191.3","22.75","2.98","1.20","50.20","59.85","60","On","45.31","132.8","-690","37.50","1.63","-1.74","7.84","95.45","C/L","0.70","1.02","1.00","18.60","0","0","1","0","0","0","2","0","11.08","79.68","Off","0.98","0.71","76.16","2.62","0.98","10.59","0.98","10.59","4.03","10.59","0","22.369"
"Off","86.89","0.88","17.70","OK","0.93","9.75","68.45","14.22","10.6","Off","0","-0.16","-0.21","-0.18","6.63","On","Off","Off","Off","Off","189.95","22.75","2.42","1.20","45.10","60.546","60","On","46.17","132.8","-910","36.00","3.56","-1.74","7.84","91.4","C/L","0.80","1.02","1.00","46.10","0","0","1","0","0","0","9","0","3.62","79.68","Off","1.03","0.71","35.15","2.62","0.95","2.75","0.67","2.35","4.33","2.35","0","29.204"
"Off","105.098","0.81","16.14","OK","0.93","9.75","68.45","14.15","9.8","Off","0","0.37","0.05","1.97","0.02","On","Off","Off","Off","Off","189.95","22.75","0.59","1.20","42.75","60.306","60","On","44.74","134.6","-570","0","1.25","-1.74","7.84","92.75","C/L","0.80","1.02","1.00","14.10","1","0","1","0","0","1","4.50","0","3.91","79.68","Off","1.02","0.72","31.64","2.62","1.00","6.67","0.85","7.06","4.15","7.06","0","28.583"
"Off","86.89","0.66","13.16","OK","0.93","9.75","68.45","14.15","9.8","Off","0","-0.13","0.05","7.14","0.05","On","Off","Off","Off","Off","191.3","22.75","0.26","1.20","45.10","59.752","60","On","44.48","134.6","-110","5.25","1.38","-1.74","7.84","91.4","C/L","0.80","1.02","1.00","8.90","0","0","1","0","0","1","9","0","1.29","79.68","Off","1.00","0.6","0","2.62","0.99","1.18","0.63","1.18","4.36","2.35","0","19.884"
"On","92.96","0.41","8.01","OK","0.93","9.75","67.1","14.15","9.7","On","24.71","0.05","0.22","7.91","0.28","On","Off","Off","Off","Off","191.3","22.75","0","1.20","44.71","59.97","60","On","44.52","134.6","-130","6.75","2.10","-1.74","7.84","91.4","C/L","1.10","1.02","1.00","19.10","0","0","1","0","0","1","9.50","0","2.73","79.68","Off","0.99","0.58","0","2.58","0.96","1.96","0.66","1.96","4.33","2.35","0","0"
"Off","101.05","0.41","8.01","OK","0.93","9.75","68.45","13.8","9.7","On","21.96","-0.01","0.12","9.14","0.25","On","Off","Off","Off","Off","192.65","22.75","0","1.20","45.10","60.306","60","On","45.16","132.8","10","13.50","1.89","-1.74","7.84","92.75","C/L","0.90","1.02","1.00","11.60","0","0","1","0","0","1","9","0","4.11","79.68","Off","1.01","0.11","0","2.53","0.95","9.41","0.94","9.41","4.06","9.80","0","4.35"
"Off","92.96","0.87","17.39","OK","0.93","9.75","68.45","14.15","10.1","Off","0","-0.08","0.03","0.61","0.09","On","Off","Off","Off","Off","192.65","22.75","0","1.20","42.75","59.556","60","On","46.70","132.8","-1280","34.50","5.16","-1.74","41.57","92.75","C/L","0.80","1.03","1.00","100.10","0","0","1","0","0","1","0","6","15.30","79.68","Off","0.99","0.74","0","2.53","0.99","12.16","1.06","12.55","3.92","13.33","0","22.991"
"On","129.374","0.9","17.90","OK","0.94","9.75","68.45","14.29","10.3","Off","0","0.02","0.22","0.64","0.14","On","Off","Off","Off","Off","191.3","22.75","0","1.20","43.14","60.252","60","On","45.47","132.8","-510","36.75","1.89","-1.74","7.84","94.1","C/L","0.90","1.03","1.00","11","0","0","1","0","0","1","8.50","0","1.54","79.68","Off","1.02","0.37","0","2.53","1.00","1.18","0.64","1.18","4.37","1.18","0","22.369"
"Off","88.912","0.41","8.01","OK","0.94","9.75","68.45","14.01","9.7","On","22.35","-0.12","0.23","9.22","0.09","On","Off","Off","Off","Off","191.3","22.75","0","1.20","44.71","60.014","60","On","44.60","134.6","-70","9.00","1.59","-1.74","7.84","95.45","C/L","1","1.03","1.00","9.20","0","0","1","0","0","1","9","0","2.21","79.68","Off","1.02","0.75","0","2.53","0.99","1.18","0.64","1.18","4.36","1.57","0","6.214"
"Off","86.89","0.41","7.99","OK","0.94","9.75","68.45","14.08","9.7","On","19.61","-0.02","0.22","9.31","0.08","On","Off","Off","Off","Off","192.65","22.75","0","1.20","45.10","58.622","60","On","44.79","132.8","-30","12.00","2.57","-1.74","7.84","92.75","C/L","0.80","1.03","1.00","15.70","0","0","1","0","0","1","9","0","2.88","79.68","Off","0.97","0.21","0","2.48","0.95","2.75","0.68","2.75","4.31","2.75","0","0"
"On","123.304","0.41","8.01","OK","0.94","9.75","68.45","14.43","9.7","On","21.57","-0.49","0.16","9.30","0.11","On","Off","Off","Off","Off","192.65","22.75","0","1.20","45.49","60.045","60","On","44.31","132.8","20","13.50","1.95","-1.74","7.84","94.1","C/L","0.90","1.03","1.00","25.50","0","0","1","0","0","1","2.50","0","12.90","79.68","Off","1.03","0.09","5.86","2.39","1.02","14.12","1.16","16.08","3.8","18.43","9.75","10.563"
"Off","94.982","1.14","22.97","OK","0.94","9.75","68.45","14.22","11.7","Off","0","-0.41","0.03","-0.37","10.91","On","Off","Off","Off","Off","192.65","22.75","0.40","1.20","7.84","59.666","60","On","47.21","132.8","-1280","38.25","3.56","-1.74","7.84","95.45","C/L","0.80","1.03","1.00","43.10","0","0","1","0","0","1","3","0","8.41","79.68","Off","1.01","0.73","41.01","2.39","0.96","5.49","0.72","3.14","4.3","3.14","0","28.583"
"On","115.212","0.68","13.40","OK","0.94","9.75","68.45","14.15","9.8","Off","0","-0.19","-0.17","4.13","-0.04","On","Off","Off","Off","Off","191.3","22.75","2.63","1.20","44.31","59.73","60","On","45.29","132.8","-790","37.50","2.69","-1.74","7.84","92.75","C/L","0.80","1.03","1.00","41.20","0","0","1","0","0","1","3","0","7.39","79.68","Off","0.98","0.11","78.90","2.39","1.01","7.45","0.85","7.45","4.14","7.45","0","32.311"
"Off","88.912","0.75","14.98","OK","0.93","9.75","68.45","14.15","9.9","Off","0","0.67","0.02","9.38","0","On","Off","Off","Off","Off","191.3","22.75","2.03","1.20","41.57","59.926","60","On","45.11","132.8","-820","37.50","1.71","-1.74","7.84","91.4","C/L","0.80","1.03","1.00","27.50","0","0","1","0","0","1","0.50","0","9.84","79.68","Off","0.98","0.15","99.60","2.39","0.99","7.84","0.88","7.84","4.15","6.67","0","35.418"
"Off","84.867","0.67","12.45","OK","0.94","9.75","67.1","14.29","9.8","Off","0","-0.47","0.12","8.77","0.13","On","Off","Off","Off","Off","189.95","22.75","2.45","1.20","43.53","59.763","60","On","45.06","132.8","-900","39.00","1.97","-1.74","7.84","86","C/L","0.80","1.03","1.00","18.50","0","0","1","0","0","2","3","0","18.78","79.68","Off","1.01","0.81","0","2.39","0.97","14.90","1.15","14.90","3.91","9.80","0","35.418"
"On","121.281","0.75","14.81","OK","0.94","9.75","67.1","14.29","10.1","Off","0","-7.91","0.19","8.52","0.03","On","Off","Off","Off","Off","189.95","22.75","0","1.20","45.10","59.937","60","On","45.89","132.8","-950","38.25","2.17","-1.74","7.84","86","C/L","0.80","1.03","1.00","33","1","0","1","0","0","2","3.50","0","9.02","79.68","Off","0.96","0.17","0","2.39","0.98","8.24","0.89","8.24","4.11","8.24","0","37.282"
"Off","86.89","0.76","15.23","OK","0.93","9.75","67.1","14.22","9.9","Off","0","-1.55","0.17","5.17","0.08","On","Off","Off","Off","Off","189.95","22.75","0","1.20","44.71","60.48","60","On","45.01","132.8","-950","38.25","1.68","-1.74","7.84","86","C/L","0.80","1.02","1.00","35","1","0","1","0","0","2","5.50","0","6.64","79.68","Off","0.97","0.22","0","2.39","0.99","6.67","0.83","6.27","4.17","6.67","0","36.04"
"Off","86.89","0.71","14.03","OK","0.93","9.75","67.1","14.15","9.8","Off","0","0","0.17","5.77","0.09","On","Off","Off","Off","Off","189.95","22.75","0","1.20","44.31","60.132","60","On","44.44","132.8","-840","16.50","1.73","-1.74","7.84","83.3","C/L","0.90","1.02","1.00","17.50","1","0","1","0","0","2","1","0","3.07","79.68","Off","1.02","0.13","0","2.39","1.07","2.75","0.69","2.75","4.31","2.75","0","31.69"
"On","119.259","0.41","8.01","OK","0.93","9.75","67.1","14.15","9.7","On","25.49","-0.39","0.09","5.71","0.16","On","Off","Off","Off","Off","189.95","22.75","0.06","1.20","45.49","60.252","60","On","44.49","132.8","-60","2.25","1.49","-1.74","7.84","83.3","C/L","1","1.02","1.00","18.60","1","0","1","0","0","2","0","8.50","17.73","79.68","Off","1.03","0.12","9.37","2.39","1.05","18.82","1.29","18.82","3.72","18.43","18.33","22.369"
"Off","88.912","1.14","23.05","OK","0.94","9.75","67.1","14.22","11.9","Off","0","-0.22","2.16","-0.14","2.64","On","Off","Off","Off","Off","189.95","22.75","1.74","1.20","44.31","60.111","60","On","46.84","132.8","-1030","35.25","4.69","-1.74","49.41","86","C/L","1","1.02","1.00","72.80","0","0","1","0","0","2","0","6","16.03","79.68","Off","0.98","0.16","99.60","2.39","1.06","20.39","1.32","20","3.72","17.65","0","34.797"
"Off","84.867","1.15","23.12","OK","0.94","9.75","67.1","14.08","11.6","Off","0","-0.08","-0.18","0.44","13.89","On","Off","Off","Off","Off","189.95","22.75","0.56","1.20","7.84","60.676","60","On","46.54","132.8","-1050","38.25","3.15","-1.74","7.84","83.3","C/L","1","1.02","1.00","77.40","0","0","1","0","0","2","0","16.50","20.76","79.68","Off","0.97","0.14","99.60","2.39","1.07","18.82","1.28","18.43","3.86","14.90","11.31","42.253"
"Off","107.121","1.13","22.85","OK","0.95","9.75","65.75","14.29","11.7","Off","0","-0.10","-0.04","-0.09","16.09","On","Off","Off","Off","Off","191.3","22.75","0.25","1.20","7.84","59.752","60","On","48.19","132.8","-1280","29.25","6.27","-1.74","39.22","87.35","C/L","1","1.02","1.00","124.70","0","0","1","0","0","2","0","15","17.75","79.68","Off","0.98","0.31","99.60","2.39","1.04","18.04","1.26","18.04","3.74","18.04","0","53.438"
"Off","84.867","1.11","22.54","OK","0.95","9.75","65.75","14.15","11.8","Off","0","0.06","-0.25","0.06","13.39","On","Off","Off","Off","Off","192.65","22.75","0.35","1.20","7.84","60.448","60","On","47.46","132.8","-1160","31.50","5.84","-1.74","46.67","83.3","C/L","1","1.02","1.00","100.00","0","0","1","0","0","2","0","3","13.44","79.68","Off","0.97","0.83","99.60","2.39","0.91","12.94","1.07","12.94","3.93","12.94","0","59.652"
"Off","84.867","1","20.10","OK","0.96","9.75","65.75","14.22","11.3","Off","0","-0.03","0.01","0.03","9.08","On","Off","Off","Off","Off","192.65","22.75","0.20","1.20","7.84","60.165","60","On","47.46","132.8","-1280","33.00","6.29","-1.74","42.35","80.6","C/L","1","1.02","1.00","102.10","0","0","1","0","0","2","0","6.50","14.51","79.68","Off","0.98","0.57","0","2.39","0.98","14.12","1.01","12.55","3.93","13.73","0","62.758"
"Off","101.05","1.03","20.74","OK","0.96","9.75","65.75","14.15","11.4","Off","0","-0.06","-0.12","0.05","8.99","On","Off","Off","Off","Off","192.65","22.75","0","1.20","7.84","60.405","60","On","46.91","129.2","-1280","37.50","4.48","-1.74","7.84","84.65","C/L","1","1.02","1.00","74.50","0","0","1","0","0","2","0.50","0","12.16","79.68","Off","0.99","0.56","0","2.39","1.00","11.76","1.02","9.80","4.07","9.41","0","64.001"
"Off","84.867","0.89","18.26","OK","0.96","9.75","65.75","14.29","11","Off","0","-0.05","-0.09","-0.12","10.58","On","Off","Off","Off","Off","192.65","7.84","0","1.20","7.84","59.578","60","On","47.52","129.2","-1280","33.75","5.95","-1.74","40","80.6","C/L","1","1.02","1.00","102.20","0","0","1","0","0","2","0","3","13.44","79.68","Off","1.01","0.22","0","2.39","0.98","10.98","1.01","11.37","3.98","11.76","0","66.487"
"Off","84.867","0.84","16.59","OK","0.97","9.75","65.75","14.29","10.2","Off","0","0.05","0.12","1.25","0.19","On","Off","Off","Off","Off","192.65","7.84","0","1.20","44.71","60.1","60","On","45.86","129.2","-1280","42.00","3.44","-1.74","7.84","77.9","C/L","1","1.02","1.00","93.00","0","0","1","0","0","2","0.50","0","12.34","79.68","Off","1.01","0.72","0","2.39","0.96","11.76","1","10.98","4","10.98","0","64.001"
"On","117.236","0.79","15.72","OK","0.96","9.75","65.75","14.22","10.2","Off","0","0.16","0.23","0.86","0.17","On","Off","Off","Off","Off","191.3","7.84","0","1.20","43.92","60.034","60","On","46.10","127.4","-1280","41.25","3.48","-1.74","7.84","80.6","C/L","1","1.02","1.00","68.30","0","0","1","0","0","2","1","0","11.10","79.68","Off","0.99","0.19","0","2.39","0.99","10.98","1","10.98","3.99","11.37","0","62.137"
