"A/C Compressor Active","A/C Pressure[psi]","Accelerator Pedal Sensor, Analog[V]","Accelerator Pedal Sensor, PWM[%]","Adaptation Throttle","Air Mass, Correction Factor","Ambient Air Pressure[psi]","Ambient Air Temperature[degree F]","Battery Voltage[V]","Boost Pressure[psi]","Brake Light Switch","Brake Pedal Position (From BCM)[%]","Camshaft Shifting Angle Deviation (Exhaust)[deg]","Camshaft Shifting Angle Deviation (Inlet)[deg]","Camshaft Shifting Angle, Exhaust[deg]","Camshaft Shifting Angle, Inlet[deg]","Condition Automatic Transmission","Cruise -","Cruise +","Cruise Control Resume","Engine Coolant Level Switch","Engine Coolant Temperature[degree C]","Engine Cooling Fan[%]","Evap-Flow[kg/h]","Exhaust Camshaft Adaptation[deg]","Exhaust Camshaft Reset Valve[%]","Fuel Pressure[kPa]","Fuel Pressure, Nominal Value[kPa]","Fuel Pump Relay","Fuel Pump, Duty Cycle[%]","Fuel Temperature[degree C]","Idlespeed, Deviation From Nominal[rpm]","Ignition Angle[deg BTDC]","Injection Time, Bank 1[ms]","Inlet Camshaft Adaptation (6-Cyl)[deg]","Inlet Camshaft Reset Valve[%]","Intake Air Temperature[degree C]","Lambda Control, Bank 1","Leakage Air Through Throttle Blade","Long-Term Fuel Trim Lower Part Load, Bank 1","Long-Term Fuel Trim Upper Part Load, Bank 1","Mass Air Flow[kg/h]","Misfire Counter","Misfire Counter 1 (5 Cyl)","Misfire Counter 2 (5 Cyl)","Misfire Counter 3 (5 Cyl)","Misfire Counter 4 (5 Cyl)","Misfire Counter 5 (5 Cyl)","Nominal Camshaft Shifting Angle, Exhaust[deg]","Nominal Camshaft Shifting Angle, Inlet[deg]","Nominal Throttle Angle[%]","Oil Level[%]","Oil Pressure Switch","Oxygen Front Sensor, Bank 1","Oxygen Rear Sensor, Bank 1[V]","Purge Valve, Dutycycle[%]","Short-Term Fuel Trim Idle, Bank 1[%]","Short-Term Fuel Trim, Bank 1","Throttle Angle[%]","Throttle Position Sensor, Potentiometer 1[V]","Throttle Position Sensor, Potentiometer 1[%]","Throttle Position Sensor, Potentiometer 2[V]","Throttle Position Sensor, Potentiometer 2[%]","Turbo Control Valve Dutycycle[%]","Vehicle Speed[km/h]"
"Off","50.475","1.02","20.59","OK","0.95","9.75","52.25","14.5","11.3","Off","0","-0.52","-0.21","-0.37","8.17","On","Off","Off","Off","Off","185.9","7.84","1.82","2.37","7.84","60.014","60","On","49.01","71.6","-1170","33.00","6.40","-1.19","43.14","60.35","C/L","0","1.07","1.00","96.70","0","0","0","0","0","0","0","10.50","13.69","79.68","Off","0.99","0.73","99.60","3.61","0.98","12.16","1.08","14.51","3.86","14.51","0","59.03"
"Off","50.475","1.01","20.30","OK","0.95","9.75","52.25","14.5","11","Off","0","-0.50","-0.06","-0.40","6.28","On","Off","Off","Off","Off","187.25","7.84","2.02","2.37","7.84","59.97","60","On","48.45","73.4","-1190","33.75","5.44","-1.19","43.53","60.35","C/L","0","1.07","1.00","87.50","0","0","0","0","0","0","0","5.50","13.90","79.68","Off","1.02","0.7","99.60","3.61","1.00","13.73","1.08","13.73","3.92","13.73","0","57.166"
"Off","50.475","1.01","20.39","OK","0.95","9.75","53.6","14.43","11.1","Off","0","-0.49","-0.02","-0.37","5.69","On","Off","Off","Off","Off","188.6","7.84","2.03","2.37","7.84","60.045","60","On","48.42","73.4","-1150","33.75","5.31","-1.19","43.14","60.35","C/L","0","1.07","1.00","85.30","0","0","0","0","0","0","0","5.50","13.95","79.68","Off","1.00","0.28","99.60","3.61","1.04","14.12","1.09","13.73","3.91","13.73","0","57.788"
"Off","50.475","1.02","20.56","OK","0.95","9.75","53.6","14.36","11.2","Off","0","-0.52","0.03","-0.42","6.09","On","Off","Off","Off","Off","191.3","7.84","2.32","2.37","43.14","60.6","60","On","47.97","75.2","-1160","36.00","5.02","-1.19","45.10","60.35","C/L","0","1.07","1.00","101.40","0","0","0","0","0","0","0","8","14.54","79.68","Off","1.02","0.33","99.60","3.61","1.04","14.12","1.04","12.16","3.97","12.94","0","57.166"
"Off","50.475","0.98","19.66","OK","0.96","9.75","53.6","14.36","10.9","Off","0","-0.41","-0.15","-0.37","3.16","On","Off","Off","Off","Off","192.65","7.84","2.16","2.37","7.84","60.382","60","On","48.64","75.2","-1100","33.00","6.09","-1.19","43.53","60.35","C/L","0","1.07","1.00","95.50","0","0","0","0","0","0","0","11.50","16.72","79.68","Off","0.98","0.55","99.60","3.61","1.03","15.29","1.16","15.69","3.85","15.29","0","56.545"
"Off","50.475","1.1","22.17","OK","0.96","9.75","53.6","14.5","11.7","Off","0","-0.44","1.54","-0.47","7.78","On","Off","Off","Off","Off","191.3","7.84","1.80","2.37","7.84","60.014","60","On","48.52","75.2","-1130","33.75","5.74","-1.19","44.31","60.35","C/L","0","1.07","1.00","91.80","0","0","0","0","0","0","0","7","14.20","79.68","Off","0.99","0.6","99.60","3.61","1.01","14.12","1.1","14.12","3.9","14.12","0","57.166"
"Off","50.475","1.03","20.69","OK","0.96","9.75","53.6","14.5","11","Off","0","-0.42","1.11","-0.39","2.25","On","Off","Off","Off","Off","188.6","7.84","2.76","2.37","43.14","60.198","60","On","47.33","75.2","-1150","39.00","3.53","-1.19","7.84","60.35","C/L","0","1.07","1.00","67","0","0","0","0","0","0","0","0","12.16","79.68","Off","0.99","0.58","99.60","3.61","1.02","11.76","1.02","11.76","3.99","11.76","0","57.166"
"Off","50.475","0.91","18.27","OK","0.96","9.75","53.6","14.64","10.4","Off","0","-0.23","-0.08","0.24","-0.03","On","Off","Off","Off","Off","187.25","7.84","1.87","2.37","7.84","59.535","60","On","48.75","77","-1140","33.00","5.93","-1.19","43.53","60.35","C/L","0","1.07","1.00","93.40","0","0","0","0","0","0","0","9","14.73","79.68","Off","0.97","0.26","99.60","3.61","1.04","14.51","1.12","14.51","3.89","14.51","0","57.166"
"Off","50.475","0.91","18.35","OK","0.96","9.75","53.6","14.36","10.5","Off","0","-0.31","0","-0.12","0.08","On","Off","Off","Off","Off","187.25","7.84","2.59","2.37","41.18","60.034","60","On","47.97","77","-1160","36.75","4.42","-1.19","7.84","60.35","C/L","0","1.07","1.00","83.80","0","0","0","0","0","0","0","2.50","12.92","79.68","Off","0.98","0.39","99.60","3.61","0.98","12.94","1.06","12.94","3.94","11.37","0","57.788"
"Off","50.475","0.83","16.64","OK","0.96","9.75","53.6","14.43","10.3","Off","0","-0.80","0.05","0.24","0.06","On","Off","Off","Off","Off","187.25","7.84","3.15","2.37","42.75","60.405","60","On","47.71","77","-1150","39.75","3.23","-1.19","7.84","60.35","C/L","0","1.07","1.00","56.80","0","0","0","0","0","0","0.50","0","11.47","79.68","Off","0.98","0.55","64.84","3.61","0.98","5.88","0.74","3.53","4.29","3.53","0","55.923"
"Off","50.475","0.41","8.02","OK","0.96","9.75","53.6","14.43","10","Off","0","0.19","0.20","0.20","0.08","On","Off","Off","Off","Off","188.6","7.84","0","2.37","7.84","59.09","60","On","48.42","78.8","-1040","33.00","5.88","-1.19","43.53","60.35","C/L","0","1.07","1.00","93.20","0","0","0","0","0","0","0","2.50","12.40","79.68","Off","0.99","0.23","3.52","3.61","1.00","12.55","1.05","12.55","3.95","12.55","0","55.923"
"Off","50.475","0.94","18.84","OK","0.96","9.75","53.6","14.43","10.5","Off","0","-0.20","0.05","-0.11","0.03","On","Off","Off","Off","Off","188.6","7.84","0.90","2.37","40.39","60.024","60","On","48.36","78.8","-1160","36.00","4.64","-1.19","7.84","60.35","C/L","0","1.07","1.00","58.20","0","0","0","0","0","0","1","0","10.19","79.68","Off","0.98","0.26","58.98","3.61","1.01","10.20","0.96","10.20","4.07","9.02","0","57.166"
"Off","50.475","0.81","16.23","OK","0.96","9.75","53.6","14.64","10.1","Off","0","-0.36","-0.03","1.17","0.06","On","Off","Off","Off","Off","188.6","7.84","0.49","2.37","41.18","59.958","60","On","47.45","78.8","-1150","39.00","3.56","-1.19","7.84","59","C/L","0","1.07","1.00","62.80","0","0","0","0","0","0","1","0","9.55","79.68","Off","1.01","0.66","0","3.61","0.95","9.41","0.93","9.02","4.09","9.02","0","57.166"
"Off","50.475","0.77","15.04","OK","0.95","9.75","53.6","14.36","10","Off","0","0.31","-0.02","7.02","-0.03","On","Off","Off","Off","Off","188.6","7.84","0","2.37","40.39","60.111","60","On","46.82","80.6","-1110","41.25","2.25","-1.19","7.84","59","C/L","0","1.07","1.00","52.70","0","0","0","0","0","0","1.50","0","9.43","79.68","Off","1.03","0.55","0","3.61","0.96","9.41","0.94","9.80","4.07","9.80","0","55.923"
"Off","50.475","0.78","15.55","OK","0.95","9.75","53.6","14.5","10","Off","0","0.05","0.02","1.85","0.03","On","Off","Off","Off","Off","188.6","7.84","0","2.37","40.39","59.535","60","On","46.73","80.6","-1110","40.50","2.97","-1.19","7.84","59","C/L","0","1.07","1.00","48.20","0","0","0","0","0","0","1.50","0","8.69","79.68","Off","1.00","0.54","0","3.61","0.95","8.63","0.9","8.63","4.1","8.63","0","55.923"
"Off","50.475","0.78","15.56","OK","0.95","9.75","53.6","14.43","10","Off","0","-0.17","0.09","1.77","-0.03","On","Off","Off","Off","Off","188.6","7.84","0","2.37","40.78","59.73","60","On","47.17","80.6","-1080","40.50","2.94","-1.19","7.84","57.65","C/L","0","1.07","1.00","48.30","0","0","0","0","0","0","1.50","0","8.56","79.68","Off","1.01","0.7","0","3.61","0.98","8.24","0.89","8.63","4.11","8.63","0","54.059"
"Off","50.475","0.78","15.56","OK","0.95","9.75","53.6","14.36","10","Off","0","-0.22","0.09","1.71","0.05","On","Off","Off","Off","Off","188.6","7.84","0","2.37","41.96","59.784","60","On","47.57","80.6","-1060","38.25","3.75","-1.19","7.84","57.65","C/L","0","1.06","1.00","56.80","0","0","0","0","0","0","1","0","9.61","79.68","Off","0.99","0.31","0","3.61","1.00","9.41","0.92","9.02","4.1","8.63","0","54.681"
"Off","50.475","0.76","15.21","OK","0.94","9.75","53.6","14.43","10","Off","0","-1.66","0.09","3.41","0.02","On","Off","Off","Off","Off","188.6","7.84","0","2.37","36.08","60.154","60","On","47.18","82.4","-1050","39.75","3.06","-1.19","7.84","57.65","C/L","0","1.06","1.00","49.10","0","0","0","0","0","0","1","0","10.89","79.68","Off","0.98","0.15","0","3.61","1.01","10.59","0.98","10.98","4.03","10.59","0","53.438"
"Off","50.475","0.87","17.38","OK","0.94","9.75","53.6","14.43","10.2","Off","0","-0.51","0.09","1.08","0.13","On","Off","Off","Off","Off","187.25","7.84","0","2.37","40.39","60.231","60","On","46.81","82.4","-1050","40.50","2.32","-1.19","7.84","59","C/L","0","1.05","1.00","35.40","0","0","0","0","0","0","7.50","0","4.54","79.68","Off","1.01","0.75","0","3.61","0.95","4.31","0.74","4.31","4.26","4.31","0","52.817"
"Off","50.475","0.63","12.61","OK","0.94","9.75","53.6","14.36","9.8","Off","0","4.12","0.09","5.86","0.06","On","Off","Off","Off","Off","187.25","7.84","0","2.37","41.96","59.883","60","On","46.97","82.4","-1000","39.00","3.28","-1.19","7.84","57.65","C/L","0","1.05","1.00","44.10","0","0","0","0","0","0","1.50","0","8.03","79.68","Off","0.98","0.79","0","3.61","0.97","7.84","0.87","7.84","4.13","7.84","0","51.574"
"Off","50.475","0.75","14.95","OK","0.94","9.75","53.6","14.43","9.9","Off","0","-1.08","0.19","2.27","0.28","On","Off","Off","Off","Off","187.25","7.84","0","2.37","41.57","60.459","60","On","46.67","82.4","-940","39.00","1.89","-1.19","7.84","57.65","C/L","0","1.05","1.00","37.10","0","0","0","0","0","0","1.50","0","7.87","79.68","Off","0.97","0.11","0","3.61","1.00","8.63","0.9","8.63","4.1","9.41","0","50.331"
"Off","50.475","0.8","16.07","OK","0.94","9.75","53.6","14.36","10","Off","0","-0.26","0.27","2.33","0.13","On","Off","Off","Off","Off","187.25","7.84","0","2.37","40.39","59.991","60","On","46.79","84.2","-930","24.00","2.30","-1.19","7.84","57.65","C/L","0","1.04","1.00","34.70","0","0","0","0","0","0","6","0","5.53","79.68","Off","1.01","0.74","0","3.61","0.97","3.53","0.7","3.53","4.3","4.71","0","49.71"
"Off","50.475","0.8","16.12","OK","0.94","9.75","53.6","14.43","9.9","Off","0","-0.31","0.17","1.05","0.24","On","Off","Off","Off","Off","187.25","7.84","0.06","2.37","41.96","59.926","60","On","46.16","84.2","-890","1.50","1.23","-1.19","7.84","57.65","C/L","0","1.04","1.00","13.10","0","0","0","0","0","0","0","0","2.42","79.68","Off","5.86","0.02","0","3.61","1.00","10.20","1.07","16.08","3.77","19.22","27.30","47.224"
"Off","50.475","1.04","20.96","OK","0.94","9.75","53.6","14.43","11","Off","0","-0.49","0.03","-0.42","5.82","On","Off","Off","Off","Off","187.25","7.84","0.01","2.37","7.84","59.676","60","On","48.04","84.2","-910","33.00","5.21","-1.19","39.61","59","C/L","0","1.04","1.00","76.40","0","0","0","0","0","0","0.50","0","9.86","79.68","Off","1.00","0.41","9.76","3.61","1.02","12.94","1.04","10.20","4.05","10.20","0","49.71"
"Off","50.475","0.88","17.67","OK","0.94","9.75","53.6","14.36","10.3","Off","0","-0.35","0.22","0.09","0.17","On","Off","Off","Off","Off","187.25","7.84","0.64","2.37","7.84","59.883","60","On","47.31","84.2","-870","33.75","4.76","-1.19","43.53","59","C/L","0","1.04","1.00","65.60","0","0","0","0","0","0","0","0","11.51","79.68","Off","0.99","0.57","83.59","3.61","1.00","7.84","0.87","7.84","4.13","8.24","0","47.224"
"Off","50.475","0.82","16.46","OK","0.94","9.75","53.6","14.43","10","Off","0","-0.53","0.14","1.02","0.09","On","Off","Off","Off","Off","187.25","7.84","1.63","2.37","47.06","60.002","60","On","47.06","84.2","-950","37.50","3.31","-1.19","7.84","59","C/L","0","1.04","1.00","45.80","0","0","0","0","0","0","2","0","2.70","79.68","Off","0.91","0.13","0","3.61","0.97","2.75","0.66","1.96","4.35","1.96","0","42.253"
"Off","50.475","0.41","8.02","OK","0.94","9.75","53.6","14.43","9.8","On","20.39","-0.75","-0.08","3.74","-0.06","On","Off","Off","Off","Off","188.6","7.84","0","2.37","42.35","62.775","60","On","10.00","86","-290","4.50","2.02","-1.19","7.84","57.65","O/L","0","1.04","1.00","12.50","0","0","0","0","0","0","1.50","0","9.05","79.68","Off","0.95","0.06","0","3.61","0.99","9.41","0.93","9.02","4.18","4.31","0","34.175"
"Off","50.475","0.51","10.60","OK","0.94","9.75","53.6","14.5","9.8","Off","0","0.35","0.12","1.20","0.09","On","Off","Off","Off","Off","188.6","7.84","0.54","2.37","43.53","59.436","60","On","47.11","86","-920","39.00","2.36","-1.19","7.84","57.65","C/L","0","1.04","1.00","29.70","0","0","0","0","0","0","5.50","0","6.45","79.68","Off","1.03","0.77","59.37","3.61","0.99","6.27","0.82","6.27","4.19","6.27","0","34.797"
"Off","50.475","0.72","14.34","OK","0.94","9.75","53.6","14.36","9.9","Off","0","-0.64","0.08","0.97","0","On","Off","Off","Off","Off","188.6","7.84","0","2.37","42.35","60.72","60","On","46.29","86","-360","-0.75","1.30","-1.19","7.84","57.65","C/L","0.10","1.04","1.00","11.60","0","0","0","0","0","0","7.50","0","1.78","79.68","Off","1.03","0.66","0","3.61","0.99","1.57","0.64","1.57","4.36","1.57","0","29.826"
"Off","50.475","0.41","8.00","OK","0.94","9.75","53.6","14.15","9.8","On","29.41","-0.53","0.17","9.27","0.06","On","Off","Off","Off","Off","188.6","7.84","0","2.37","43.14","60.328","60","On","45.61","86","-80","6.75","1.43","-1.19","7.84","57.65","C/L","0","1.04","1.00","13.30","0","0","0","0","0","0","9","0","2.29","79.68","Off","1.01","0.61","0","3.61","0.96","1.57","0.63","2.35","4.31","3.53","0","16.156"
"Off","52.498","0.76","15.21","OK","0.94","9.75","53.6","14.43","9.8","Off","0","-3.31","-0.06","9.83","0","On","Off","Off","Off","Off","188.6","7.84","0.05","2.37","43.92","60.405","60","On","45.95","86","-140","-0.75","1.89","-1.19","7.84","57.65","C/L","0","1.04","1.00","9.50","0","0","0","0","0","0","8.50","0","2.43","79.68","Off","1.01","0.59","5.08","3.61","0.97","1.57","0.66","2.35","4.34","2.35","0","14.292"
"Off","50.475","0.41","8.02","OK","0.94","9.75","53.6","14.36","9.8","On","20","-0.42","0.19","8.83","0.14","On","Off","Off","Off","Off","188.6","7.84","0.14","2.37","43.14","60.188","60","On","46.28","86","0","8.25","1.64","-1.19","7.84","57.65","C/L","0","1.04","1.00","9.30","0","0","0","0","0","0","9","0","1.63","79.68","Off","1.03","0.11","8.59","3.61","1.06","1.57","0.64","1.57","4.37","1.57","0","9.321"
"Off","50.475","0.41","8.00","OK","0.94","9.75","53.6","14.5","9.7","Off","0","0.20","0.02","9.25","0.08","On","Off","Off","Off","Off","188.6","7.84","0.34","2.37","38.82","60.459","60","On","45.96","86","20","9.00","1.81","-1.19","7.84","57.65","C/L","0","1.04","1.00","9.80","0","0","0","0","0","0","9","0","1.94","79.68","Off","0.98","0.15","16.01","3.61","1.08","1.96","0.65","1.96","4.36","1.57","0","4.35"
"Off","50.475","0.41","8.02","OK","0.94","9.75","53.6","14.36","9.7","Off","0","-0.24","-0.03","10.05","-0.03","On","Off","Off","Off","Off","188.6","7.84","0.59","2.37","43.92","60.274","60","On","45.84","86","10","9.75","1.94","-1.19","7.84","57.65","C/L","0","1.04","1.00","10.70","0","0","0","0","0","0","9","0","2.12","79.68","Off","0.99","0.23","19.53","3.61","1.08","2.75","0.68","2.75","4.31","2.75","0","0.621"
"Off","50.475","0.41","8.02","OK","0.94","9.75","53.6","14.43","9.8","On","28.24","-0.03","0.19","9","0.16","Off","Off","Off","Off","Off","189.95","7.84","0.51","2.37","43.53","59.904","60","On","46.17","87.8","10","13.50","1.63","-1.19","7.84","57.65","C/L","0","1.04","1.00","9.10","0","0","0","0","0","0","9","0","1.55","79.68","Off","1.01","0.8","16.01","3.61","1.02","1.18","0.63","1.57","4.37","1.57","0","0"
