"Acceleration Pedal Position[%]","Battery Voltage[V]","Cruise Control Active","Engine Coolant Temperature[degree F]","Engine Running Status ECM","Engine Speed[rpm]","Engine Torque[lb-ft]","Expected Gear Ratio","Gear Ratio","Gear Selector Position","Gear Selector Position A","Gear Selector Position B","Gear Selector Position C","Gear Selector Position PA","Ignition Status ECM","In Rpm Speed NC Sensor[rpm]","Kick Down Status","Lever Unit AW55 GT","Lever Unit PRND43L","Oil Temperature[degree C]","Quick Shift Function From GSM On/Off","Quick Shift Gear Change From GSM","Quick Shift Mode","Solenoid S1 & S2 Current[mA]","Solenoid S1 Status","Solenoid S2 Status","Solenoid S3 Current[mA]","Solenoid S3 Status","Solenoid S4 & S5 Current[mA]","Solenoid S4 Status","Solenoid S5 Status","Solenoid SLS Current[A]","Solenoid SLT Current[A]","Solenoid SLU Current[A]","Torque Control[Nm]","Torque Limitation Requested[Nm]","Torque Reduction When Changing Gear[Nm]","Vehicle Speed ABS[km/h]","Vehicle Speed SP Sensor[km/h]","Winter Mode Status"
"8","13.53","Cruise Not Active","194","Engine Running","2002","22.146","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1996","Not Active","D","D","123.8","Off","No Gear Change","Normal","882","Off","On","3","Off","843","On","Off","0.57","0.82","1","377.22","377.22","11.811","62.137","63.38","Off"
"9","13.55","Cruise Not Active","194","Engine Running","1973","49.459","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1974","Not Active","D","D","123.8","Off","No Gear Change","Normal","878","Off","On","3","Off","843","On","Off","0.6","0.87","1","377.22","377.22","60.532","62.137","62.758","Off"
"4","13.46","Cruise Not Active","192.2","Engine Running","1962","22.146","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1964","Not Active","D","D","125.6","Off","No Gear Change","Normal","878","Off","On","3","Off","843","On","Off","0.6","0.88","1","377.22","377.22","28.052","61.516","62.137","Off"
"8","13.57","Cruise Not Active","190.4","Engine Running","1957","39.863","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1951","Not Active","D","D","125.6","Off","No Gear Change","Normal","873","Off","On","3","Off","843","On","Off","0.52","0.79","1","377.22","377.22","42.077","61.516","61.516","Off"
"14","13.51","Cruise Not Active","190.4","Engine Running","1958","76.035","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1963","Not Active","D","D","125.6","Off","No Gear Change","Normal","873","Off","On","3","Off","843","On","Off","0.59","0.83","1","377.22","377.22","78.249","62.137","62.137","Off"
"6","13.59","Cruise Not Active","188.6","Engine Running","1964","28.79","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1958","Not Active","D","D","125.6","Off","No Gear Change","Normal","868","Off","On","3","Off","843","On","Off","0.6","0.86","1","377.22","377.22","31.743","60.894","62.137","Off"
"5","13.55","Cruise Not Active","188.6","Engine Running","1941","39.863","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1938","Not Active","D","D","125.6","Off","No Gear Change","Normal","868","Off","On","3","Off","843","On","Off","0.5","0.77","1","377.22","377.22","53.15","61.516","61.516","Off"
"17","13.48","Cruise Not Active","188.6","Engine Running","1964","95.228","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1961","Not Active","D","D","125.6","Off","No Gear Change","Normal","868","Off","On","3","Off","833","On","Off","0.39","0.69","1","377.22","377.22","91.537","62.758","62.137","Off"
"0","13.38","Cruise Not Active","188.6","Engine Running","1981","-9.597","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1968","Not Active","D","D","125.6","Off","No Gear Change","Normal","863","Off","On","3","Off","838","On","Off","0.55","0.81","1","377.22","377.22","-9.597","60.894","62.137","Off"
"0","13.57","Cruise Not Active","188.6","Engine Running","1953","4.429","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1922","Not Active","D","D","125.6","Off","No Gear Change","Normal","863","Off","On","3","Off","838","On","Off","0.47","0.73","1","377.22","377.22","8.858","61.516","60.894","Off"
"31","13.57","Cruise Not Active","188.6","Engine Running","1959","171.262","1.02","1.02","D","High","Low","Low","High","Ignition Is On","1974","Not Active","D","D","125.6","Off","No Gear Change","Normal","863","Off","On","3","Off","843","On","Off","0.38","0.66","1","377.22","377.22","171.262","63.38","62.758","Off"
"10","13.48","Cruise Not Active","188.6","Engine Running","2014","60.532","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2016","Not Active","D","D","125.6","Off","No Gear Change","Normal","858","Off","On","3","Off","838","On","Off","0.6","0.87","1","377.22","377.22","75.296","63.38","64.001","Off"
"15","13.57","Cruise Not Active","188.6","Engine Running","2021","78.987","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2019","Not Active","D","D","125.6","Off","No Gear Change","Normal","858","Off","On","3","Off","838","On","Off","0.54","0.81","1","377.22","377.22","76.773","64.001","64.001","Off"
"17","13.55","Cruise Not Active","188.6","Engine Running","2034","81.202","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2037","Not Active","D","D","125.6","Off","No Gear Change","Normal","853","Off","On","3","Off","838","On","Off","0.48","0.75","1","377.22","377.22","81.202","64.623","64.623","Off"
"18","13.57","Cruise Not Active","188.6","Engine Running","2060","90.06","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2061","Not Active","D","D","125.6","Off","No Gear Change","Normal","853","Off","On","3","Off","838","On","Off","0.37","0.68","1","377.22","377.22","87.846","65.865","65.244","Off"
"15","13.53","Cruise Not Active","188.6","Engine Running","2095","58.318","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2093","Not Active","D","D","125.6","Off","No Gear Change","Normal","848","Off","On","3","Off","833","On","Off","0.59","0.87","1","377.22","377.22","66.438","65.865","66.487","Off"
"13","13.48","Cruise Not Active","188.6","Engine Running","2096","65.7","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2101","Not Active","D","D","125.6","Off","No Gear Change","Normal","848","Off","On","3","Off","838","On","Off","0.33","0.58","1","377.22","377.22","67.176","67.108","66.487","Off"
"25","13.59","Cruise Not Active","190.4","Engine Running","2155","143.211","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2167","Not Active","D","D","125.6","Off","No Gear Change","Normal","848","Off","On","3","Off","838","On","Off","0.49","0.75","1","377.22","377.22","129.185","68.972","68.351","Off"
"20","13.53","Cruise Not Active","190.4","Engine Running","2190","80.464","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2188","Not Active","D","D","125.6","Off","No Gear Change","Normal","843","Off","On","3","Off","838","On","Off","0.5","0.77","1","377.22","377.22","73.82","68.972","69.594","Off"
"19","13.59","Cruise Not Active","190.4","Engine Running","2205","97.442","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2210","Not Active","D","D","125.6","Off","No Gear Change","Normal","848","Off","On","3","Off","838","On","Off","0.43","0.71","1","377.22","377.22","111.468","70.836","70.215","Off"
"23","13.51","Cruise Not Active","192.2","Engine Running","2245","84.155","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2256","Not Active","D","D","125.6","Off","No Gear Change","Normal","843","Off","On","3","Off","833","On","Off","0.57","0.83","1","377.22","377.22","83.417","71.458","71.458","Off"
"14","13.55","Cruise Not Active","192.2","Engine Running","2259","63.485","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2259","Not Active","D","D","127.4","Off","No Gear Change","Normal","843","Off","On","3","Off","833","On","Off","0.6","0.88","1","377.22","377.22","66.438","70.836","71.458","Off"
"9","13.55","Cruise Not Active","192.2","Engine Running","2252","42.077","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2250","Not Active","D","D","127.4","Off","No Gear Change","Normal","838","Off","On","3","Off","833","On","Off","0.54","0.79","1","377.22","377.22","43.554","70.836","71.458","Off"
"17","13.44","Cruise Not Active","192.2","Engine Running","2264","80.464","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2268","Not Active","D","D","127.4","Off","No Gear Change","Normal","838","Off","On","3","Off","833","On","Off","0.59","0.86","1","377.22","377.22","76.035","71.458","72.079","Off"
"15","13.51","Cruise Not Active","192.2","Engine Running","2273","70.867","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2276","Not Active","D","D","127.4","Off","No Gear Change","Normal","838","Off","On","3","Off","833","On","Off","0.6","0.88","1","377.22","377.22","71.605","72.079","72.079","Off"
"13","13.44","Cruise Not Active","192.2","Engine Running","2280","63.485","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2282","Not Active","D","D","127.4","Off","No Gear Change","Normal","838","Off","On","3","Off","833","On","Off","0.6","0.88","1","377.22","377.22","64.223","72.079","72.079","Off"
"12","13.55","Cruise Not Active","192.2","Engine Running","2285","54.627","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2282","Not Active","D","D","127.4","Off","No Gear Change","Normal","833","Off","On","3","Off","833","On","Off","0.6","0.88","1","377.22","377.22","57.58","72.079","72.079","Off"
"11","13.46","Cruise Not Active","192.2","Engine Running","2277","52.412","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2279","Not Active","D","D","127.4","Off","No Gear Change","Normal","833","Off","On","3","Off","833","On","Off","0.58","0.85","1","377.22","377.22","55.365","72.079","72.079","Off"
"14","13.61","Cruise Not Active","192.2","Engine Running","2291","90.06","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2294","Not Active","D","D","127.4","Off","No Gear Change","Normal","838","Off","On","3","Off","833","On","Off","0.4","0.69","1","377.22","377.22","98.919","73.322","72.7","Off"
"20","13.51","Cruise Not Active","192.2","Engine Running","2327","90.799","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2332","Not Active","D","D","127.4","Off","No Gear Change","Normal","833","Off","On","3","Off","828","On","Off","0.6","0.86","1","377.22","377.22","90.799","73.322","73.943","Off"
"13","13.55","Cruise Not Active","192.2","Engine Running","2329","60.532","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2330","Not Active","D","D","127.4","Off","No Gear Change","Normal","828","Off","On","3","Off","828","On","Off","0.54","0.8","1","377.22","377.22","61.271","73.322","73.943","Off"
"17","13.57","Cruise Not Active","190.4","Engine Running","2327","82.678","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2334","Not Active","D","D","127.4","Off","No Gear Change","Normal","833","Off","On","3","Off","828","On","Off","0.55","0.82","1","377.22","377.22","83.417","73.322","73.943","Off"
"17","13.46","Cruise Not Active","190.4","Engine Running","2341","82.678","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2341","Not Active","D","D","127.4","Off","No Gear Change","Normal","828","Off","On","3","Off","833","On","Off","0.59","0.87","1","377.22","377.22","83.417","73.943","73.943","Off"
"14","13.53","Cruise Not Active","190.4","Engine Running","2335","67.176","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2337","Not Active","D","D","127.4","Off","No Gear Change","Normal","828","Off","On","3","Off","828","On","Off","0.6","0.87","1","377.22","377.22","70.129","73.322","73.943","Off"
"12","13.55","Cruise Not Active","190.4","Engine Running","2335","53.889","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2331","Not Active","D","D","127.4","Off","No Gear Change","Normal","823","Off","On","3","Off","828","On","Off","0.6","0.87","1","377.22","377.22","61.271","73.322","73.943","Off"
"12","13.55","Cruise Not Active","190.4","Engine Running","2326","54.627","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2326","Not Active","D","D","127.4","Off","No Gear Change","Normal","828","Off","On","3","Off","833","On","Off","0.55","0.81","1","377.22","377.22","62.009","73.322","73.943","Off"
"21","13.59","Cruise Not Active","190.4","Engine Running","2341","121.065","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2346","Not Active","D","D","127.4","Off","No Gear Change","Normal","828","Off","On","3","Off","833","On","Off","0.44","0.72","1","377.22","377.22","119.588","74.564","74.564","Off"
"23","13.61","Cruise Not Active","190.4","Engine Running","2376","106.301","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2375","Not Active","D","D","129.2","Off","No Gear Change","Normal","828","Off","On","3","Off","828","On","Off","0.53","0.79","1","377.22","377.22","95.966","75.186","75.186","Off"
"16","13.59","Cruise Not Active","190.4","Engine Running","2387","73.082","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2382","Not Active","D","D","129.2","Off","No Gear Change","Normal","823","Off","On","3","Off","828","On","Off","0.59","0.87","1","377.22","377.22","73.82","75.186","75.807","Off"
"13","13.59","Cruise Not Active","190.4","Engine Running","2379","53.15","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2376","Not Active","D","D","129.2","Off","No Gear Change","Normal","823","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","56.841","74.564","75.186","Off"
"14","13.57","Cruise Not Active","190.4","Engine Running","2373","78.987","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2375","Not Active","D","D","129.2","Off","No Gear Change","Normal","823","Off","On","3","Off","828","On","Off","0.49","0.76","1","377.22","377.22","87.846","75.186","75.186","Off"
"18","13.48","Cruise Not Active","190.4","Engine Running","2398","62.009","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2393","Not Active","D","D","129.2","Off","No Gear Change","Normal","823","Off","On","3","Off","828","On","Off","0.55","0.81","1","377.22","377.22","56.103","74.564","75.807","Off"
"0","13.53","Cruise Not Active","190.4","Engine Running","2351","-17.717","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2336","Not Active","D","D","129.2","Off","No Gear Change","Normal","823","Off","On","3","Off","828","On","Off","0.55","0.81","1","377.22","377.22","-17.717","72.7","73.943","Off"
"0","13.55","Cruise Not Active","190.4","Engine Running","2292","-17.717","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2279","Not Active","D","D","129.2","Off","No Gear Change","Normal","823","Off","On","3","Off","828","On","Off","0.6","0.85","1","377.22","377.22","-17.717","70.836","72.079","Off"
"8","13.51","Cruise Not Active","190.4","Engine Running","2251","38.386","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2249","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","33.957","70.836","71.458","Off"
"6","13.48","Cruise Not Active","190.4","Engine Running","2239","28.052","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2230","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","25.099","70.215","70.836","Off"
"12","13.59","Cruise Not Active","190.4","Engine Running","2218","53.889","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2213","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","823","On","Off","0.6","0.88","1","377.22","377.22","50.198","69.594","70.215","Off"
"7","13.57","Cruise Not Active","190.4","Engine Running","2207","33.219","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2200","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","828","On","Off","0.55","0.82","1","377.22","377.22","29.528","68.351","69.594","Off"
"7","13.44","Cruise Not Active","190.4","Engine Running","2173","45.768","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2171","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","828","On","Off","0.6","0.87","1","377.22","377.22","56.841","68.351","68.972","Off"
"8","13.55","Cruise Not Active","188.6","Engine Running","2175","31.743","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2171","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","36.91","68.351","68.972","Off"
"14","13.57","Cruise Not Active","188.6","Engine Running","2168","98.181","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2167","Not Active","D","D","129.2","Off","No Gear Change","Normal","823","Off","On","3","Off","833","On","Off","0.46","0.73","1","377.22","377.22","90.799","68.972","68.972","Off"
"23","13.51","Cruise Not Active","188.6","Engine Running","2205","114.421","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2210","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","823","On","Off","0.46","0.74","1","377.22","377.22","114.421","70.215","70.215","Off"
"22","13.44","Cruise Not Active","188.6","Engine Running","2247","109.992","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2248","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","828","On","Off","0.49","0.76","1","377.22","377.22","110.73","71.458","71.458","Off"
"21","13.61","Cruise Not Active","188.6","Engine Running","2276","104.086","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2283","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","828","On","Off","0.59","0.85","1","377.22","377.22","104.824","72.079","72.079","Off"
"12","13.57","Cruise Not Active","188.6","Engine Running","2283","45.768","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2282","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","49.459","71.458","72.079","Off"
"9","13.57","Cruise Not Active","188.6","Engine Running","2265","38.386","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2260","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","31.004","70.836","71.458","Off"
"13","13.57","Cruise Not Active","188.6","Engine Running","2248","70.867","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2249","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","828","On","Off","0.33","0.57","1","377.22","377.22","68.653","72.079","71.458","Off"
"28","13.61","Cruise Not Active","188.6","Engine Running","2313","169.786","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2319","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","828","On","Off","0.36","0.67","1","377.22","377.22","149.855","74.564","73.943","Off"
"25","13.57","Cruise Not Active","188.6","Engine Running","2370","128.447","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2381","Not Active","D","D","129.2","Off","No Gear Change","Normal","818","Off","On","3","Off","828","On","Off","0.6","0.83","1","377.22","377.22","127.709","74.564","75.186","Off"
"0","13.59","Cruise Not Active","188.6","Engine Running","2355","-18.455","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2342","Not Active","D","D","129.2","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.55","0.82","1","377.22","377.22","-18.455","72.7","73.943","Off"
"0","13.55","Cruise Not Active","190.4","Engine Running","2297","-16.979","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2284","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.6","0.87","1","377.22","377.22","-16.24","71.458","72.7","Off"
"11","13.53","Cruise Not Active","190.4","Engine Running","2268","51.674","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2271","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.55","0.82","1","377.22","377.22","52.412","72.079","72.079","Off"
"19","13.59","Cruise Not Active","190.4","Engine Running","2291","62.747","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2289","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","64.223","72.079","72.7","Off"
"11","13.61","Cruise Not Active","190.4","Engine Running","2288","42.077","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2274","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.55","0.81","1","377.22","377.22","33.219","70.836","72.079","Off"
"0","13.61","Cruise Not Active","190.4","Engine Running","2241","-18.455","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2232","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.55","0.81","1","377.22","377.22","-18.455","69.594","70.836","Off"
"0","13.55","Cruise Not Active","190.4","Engine Running","2191","-17.717","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2187","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.54","0.81","1","377.22","377.22","-17.717","68.972","68.972","Off"
"10","13.61","Cruise Not Active","190.4","Engine Running","2187","39.125","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2185","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.52","0.78","1","377.22","377.22","40.601","68.972","68.972","Off"
"17","13.63","Cruise Not Active","190.4","Engine Running","2198","84.893","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2201","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","81.94","68.972","69.594","Off"
"6","13.51","Cruise Not Active","190.4","Engine Running","2186","29.528","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2185","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","25.099","68.351","68.972","Off"
"10","13.57","Cruise Not Active","190.4","Engine Running","2176","51.674","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2174","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","53.889","68.351","68.972","Off"
"14","13.59","Cruise Not Active","188.6","Engine Running","2181","36.91","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2169","Not Active","D","D","131","Off","No Gear Change","Normal","809","Off","On","3","Off","828","On","Off","0.57","0.84","1","377.22","377.22","29.528","67.73","68.972","Off"
"0","13.57","Cruise Not Active","188.6","Engine Running","2143","-16.979","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2133","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.55","0.82","1","377.22","377.22","-16.979","66.487","67.73","Off"
"5","13.53","Cruise Not Active","188.6","Engine Running","2104","25.099","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2105","Not Active","D","D","131","Off","No Gear Change","Normal","809","Off","On","3","Off","828","On","Off","0.41","0.7","1","377.22","377.22","24.361","67.108","66.487","Off"
"23","13.55","Cruise Not Active","188.6","Engine Running","2140","125.494","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2151","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.5","0.75","1","377.22","377.22","121.065","68.972","68.351","Off"
"15","13.57","Cruise Not Active","188.6","Engine Running","2181","64.962","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2181","Not Active","D","D","131","Off","No Gear Change","Normal","809","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","70.129","68.972","68.972","Off"
"9","13.46","Cruise Not Active","188.6","Engine Running","2182","23.622","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2175","Not Active","D","D","131","Off","No Gear Change","Normal","809","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","22.146","68.351","68.972","Off"
"6","13.59","Cruise Not Active","188.6","Engine Running","2157","28.79","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2154","Not Active","D","D","131","Off","No Gear Change","Normal","809","Off","On","3","Off","828","On","Off","0.6","0.88","1","377.22","377.22","30.266","67.73","68.351","Off"
"12","13.51","Cruise Not Active","188.6","Engine Running","2150","59.794","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2151","Not Active","D","D","131","Off","No Gear Change","Normal","809","Off","On","3","Off","823","On","Off","0.51","0.78","1","377.22","377.22","58.318","68.351","68.351","Off"
"18","13.57","Cruise Not Active","188.6","Engine Running","2171","118.85","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2184","Not Active","D","D","131","Off","No Gear Change","Normal","813","Off","On","3","Off","828","On","Off","0.57","0.79","1","377.22","377.22","123.279","69.594","68.972","Off"
"19","13.55","Cruise Not Active","188.6","Engine Running","2208","90.799","1.02","1.02","D","High","Low","Low","High","Ignition Is On","2210","Not Active","D","D","131","Off","No Gear Change","Normal","809","Off","On","3","Off","828","On","Off","0.6","0.87","1","377.22","377.22","87.846","69.594","70.215","Off"
