Row,Count Codes(Include History) [ACIS VSV],+BM Voltage [ACT VSV],2nd Air Monitor [Actuator Power Supply],2nd Air Monitor [AF Lambda (Bank1 Sensor1)],2nd Air Monitor CMPL [AF Lambda (Bank2 Sensor1)],2nd Air Monitor ENA [AFS Current (Bank1 Sensor1)],4WD Switch [AFS Current (Bank2 Sensor1)],AC Monitor [AFS Voltage (Bank1 Sensor1)],AC Monitor [AFS Voltage (Bank2 Sensor1)],AC Monitor CMPL [All Cylinders Misfire Count],AC Monitor ENA [Atmosphere Pressure],AC Signal [Av Engine Speed of All Cyl],Air/Fuel Heater Duty (Bank1 Sensor1) [Battery Voltage],Air/Fuel Heater Duty (Bank2 Sensor1) [Calculate Load],A/T Oil Temperature 1 [Cancel Switch],A/T Oil Temperature 2 [Catalyst Misfire CylinderCount1],Accel Fully Close Learn Count1 [Catalyst Misfire CylinderCount2],Accel Fully Close Learn Count2 [Catalyst Misfire CylinderCount3],Accel Sens. No.1 Volt % [Catalyst Misfire CylinderCount4],Accel Sens. No.2 Volt % [Catalyst Misfire CylinderCount5],Accel Sensor Out No.1 [Catalyst Misfire CylinderCount6],Accel Sensor Out No.2 [Catalyst Misfire History],Accelerator Idle Position [Catalyst Monitor],Accelerator Position [Catalyst Monitor]
141,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
142,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
143,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
144,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
145,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
146,OFF,ON,ON,0.996,0.988,-0.027,-0.027,3.283,3.254,0,97,51199.219,14.042,32.157,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
147,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
148,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
149,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
150,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
151,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
152,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
153,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
154,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
155,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.283,3.254,0,97,51199.219,14.042,32.157,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
156,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
157,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
158,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
159,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
160,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
161,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
162,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
163,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
164,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.254,0,97,51199.219,14.042,32.157,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
165,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
166,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
167,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
168,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
169,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
170,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
171,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
172,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
173,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,32.157,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
174,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
175,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
176,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
177,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
178,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
179,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
180,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
181,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
182,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,32.157,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
183,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
184,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
185,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
186,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
187,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
188,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
189,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
190,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
191,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,32.157,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
192,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
193,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
194,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
195,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
196,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
197,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
198,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
199,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
200,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,32.157,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
201,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
202,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
203,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
204,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
205,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
206,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
207,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
208,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
209,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,32.157,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
210,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
211,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
212,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
213,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
214,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
215,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
216,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
217,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
218,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,31.373,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
219,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
220,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
221,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
222,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
223,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
224,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
225,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
226,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
227,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,31.373,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
228,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
229,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
230,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
231,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
232,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
233,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
234,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
235,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
236,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,31.373,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
237,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
238,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
239,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
240,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
241,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
242,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
243,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
244,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
245,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,31.373,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
246,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
247,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
248,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
249,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
250,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
251,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
252,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
253,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
254,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,31.373,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
255,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
256,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
257,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
258,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
259,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
260,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
261,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
262,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
263,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,31.373,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
264,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
265,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
266,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
267,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
268,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
269,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
270,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
271,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
272,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,31.373,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
273,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
274,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
275,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
276,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
277,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
278,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
279,50.980,0,18.431,2,0,0,OFF,ECT 5th,NA,OFF,97.878,97.878,20.392,0,Not Avl,0,0,0,0,ON,ON,0,0,0
280,0,14.277,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,39.062,38.281,16.875,15,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
281,OFF,ON,ON,0.996,0.988,-0.027,-0.062,3.269,3.308,0,97,51199.219,14.042,31.373,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
282,Incmpl,Enable,Avail,364.200,44.200,364.200,44.200,ON,Avail,Compl,Enable,25,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
283,Incmpl,Enable,OFF,OFF,46,1421,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,0,Avail,Incmpl,Incmpl,Enable,0,OFF,OFF,OFF,OFF,ON
284,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Incmpl,Enable,OFF,0,21,384,ON,13.750,15,0.160,3207,13,21
285,-3,OFF,0,0,11.600,OFF,0,0,-3,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,Not Act,Not Act,0,0,0.015,0,21247.676
286,21247.676,Avail,Incmpl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,0,0,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,-6.250,-3.906
287,ON,OFF,1350,0,OFF,OFF,OFF,ON,Gasoline,1.055,OFF,OFF,0.684,ON,0.234,18.431,0,6,0.918,0.918,2.539,0.918,0.918,2.031
