severity,category,issue,details,recommendation,source
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 49 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260120112037_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±122 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20260120112037_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 2699 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20260120112037_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 34 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251201175840_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±87 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251201175840_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 465 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251201175840_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 48 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251022193104_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 6140 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251022193104_clean.csv
WARNING,Engine Performance,RPM Oscillation Pattern,RPM oscillating 3070 times during scan,"Check for misfires, ignition system, or engine control module issues",TOYOTA_989347712041_20251022193104_clean.csv
CRITICAL,Engine Performance,Misfires Causing RPM Instability,Strong correlation (0.79) between RPM fluctuation and misfires,"Address misfire issues - check spark plugs, coils, and fuel injectors",TOYOTA_989347712041_20251022193104_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 22 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251109121129_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 1960 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251109121129_clean.csv
WARNING,Engine Performance,RPM Oscillation Pattern,RPM oscillating 980 times during scan,"Check for misfires, ignition system, or engine control module issues",TOYOTA_989347712041_20251109121129_clean.csv
CRITICAL,Engine Performance,Misfires Causing RPM Instability,Strong correlation (0.68) between RPM fluctuation and misfires,"Address misfire issues - check spark plugs, coils, and fuel injectors",TOYOTA_989347712041_20251109121129_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 56 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251223214826_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±139 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251223214826_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 511 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251223214826_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 35 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003155_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±84 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251224003155_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 434 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251224003155_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 52 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±117 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 678 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251220141425_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 24 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251209204039_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±67 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251209204039_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 758 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251209204039_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 29 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260107134353 startup_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±73 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20260107134353 startup_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 336 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20260107134353 startup_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 46 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±132 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 1943 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251224000952_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 55 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103170557_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 1215 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251103170557_clean.csv
WARNING,Engine Performance,RPM Oscillation Pattern,RPM oscillating 607 times during scan,"Check for misfires, ignition system, or engine control module issues",TOYOTA_989347712041_20251103170557_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 50 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260120115005_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±123 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20260120115005_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 4156 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20260120115005_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 58 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103172406 ac_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 999 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251103172406 ac_clean.csv
WARNING,Engine Performance,RPM Oscillation Pattern,RPM oscillating 499 times during scan,"Check for misfires, ignition system, or engine control module issues",TOYOTA_989347712041_20251103172406 ac_clean.csv
CRITICAL,Engine Performance,Misfires Causing RPM Instability,Strong correlation (0.69) between RPM fluctuation and misfires,"Address misfire issues - check spark plugs, coils, and fuel injectors",TOYOTA_989347712041_20251103172406 ac_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 11 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103165921_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 1008 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251103165921_clean.csv
CRITICAL,Engine Performance,Misfires Causing RPM Instability,Strong correlation (0.68) between RPM fluctuation and misfires,"Address misfire issues - check spark plugs, coils, and fuel injectors",TOYOTA_989347712041_20251103165921_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 57 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103171123_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 967 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251103171123_clean.csv
WARNING,Engine Performance,RPM Oscillation Pattern,RPM oscillating 483 times during scan,"Check for misfires, ignition system, or engine control module issues",TOYOTA_989347712041_20251103171123_clean.csv
CRITICAL,Engine Performance,Misfires Causing RPM Instability,Strong correlation (0.69) between RPM fluctuation and misfires,"Address misfire issues - check spark plugs, coils, and fuel injectors",TOYOTA_989347712041_20251103171123_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 64 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251201204423_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±185 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251201204423_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 632 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251201204423_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 18 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103170104_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 1232 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251103170104_clean.csv
CRITICAL,Engine Performance,Misfires Causing RPM Instability,Strong correlation (0.69) between RPM fluctuation and misfires,"Address misfire issues - check spark plugs, coils, and fuel injectors",TOYOTA_989347712041_20251103170104_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 52 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251107210711_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 863 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251107210711_clean.csv
WARNING,Engine Performance,RPM Oscillation Pattern,RPM oscillating 431 times during scan,"Check for misfires, ignition system, or engine control module issues",TOYOTA_989347712041_20251107210711_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 11 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251201175704_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 352 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251201175704_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 58 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260126135141_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±136 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20260126135141_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 7887 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20260126135141_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 24 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251201202950_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±73 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251201202950_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 730 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251201202950_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 21 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251223213800_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±64 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251223213800_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 593 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251223213800_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 36 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251022181405_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 2296 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251022181405_clean.csv
WARNING,Engine Performance,RPM Oscillation Pattern,RPM oscillating 1148 times during scan,"Check for misfires, ignition system, or engine control module issues",TOYOTA_989347712041_20251022181405_clean.csv
CRITICAL,Engine Performance,Misfires Causing RPM Instability,Strong correlation (0.92) between RPM fluctuation and misfires,"Address misfire issues - check spark plugs, coils, and fuel injectors",TOYOTA_989347712041_20251022181405_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 7 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260126135122_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 124 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20260126135122_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 41 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251127121151_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±126 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251127121151_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 1229 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251127121151_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 53 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103170437_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 1339 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251103170437_clean.csv
WARNING,Engine Performance,RPM Oscillation Pattern,RPM oscillating 669 times during scan,"Check for misfires, ignition system, or engine control module issues",TOYOTA_989347712041_20251103170437_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 55 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251223215016_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±153 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251223215016_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 508 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251223215016_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 49 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 49 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251223214655_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±118 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251223214655_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 412 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251223214655_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 59 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251028162810_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 5464 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251028162810_clean.csv
WARNING,Engine Performance,RPM Oscillation Pattern,RPM oscillating 2732 times during scan,"Check for misfires, ignition system, or engine control module issues",TOYOTA_989347712041_20251028162810_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 12 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251124220315_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 194 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251124220315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 24 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251201180351_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±68 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251201180351_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 430 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251201180351_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 35 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±80 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 820 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 57 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103171753_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 887 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251103171753_clean.csv
WARNING,Engine Performance,RPM Oscillation Pattern,RPM oscillating 443 times during scan,"Check for misfires, ignition system, or engine control module issues",TOYOTA_989347712041_20251103171753_clean.csv
CRITICAL,Engine Performance,Misfires Causing RPM Instability,Strong correlation (0.69) between RPM fluctuation and misfires,"Address misfire issues - check spark plugs, coils, and fuel injectors",TOYOTA_989347712041_20251103171753_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 28 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251223215909_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±65 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251223215909_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 587 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251223215909_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 62 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251201181703_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±172 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251201181703_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 634 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251201181703_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 50 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 9120 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Engine Performance,RPM Oscillation Pattern,RPM oscillating 4560 times during scan,"Check for misfires, ignition system, or engine control module issues",TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 17 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251223194633_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±61 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251223194633_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 440 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251223194633_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 66 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260120122929_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±152 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20260120122929_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 4841 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20260120122929_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 58 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251028150616_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 44967 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251028150616_clean.csv
WARNING,Engine Performance,RPM Oscillation Pattern,RPM oscillating 22483 times during scan,"Check for misfires, ignition system, or engine control module issues",TOYOTA_989347712041_20251028150616_clean.csv
CRITICAL,Ignition/Fuel System,"Multiple Cylinder Misfire (Cylinders: 7, 2, 8, 3, 4, 6)","6 cylinders affected, 1066 total misfires","Multiple cylinders affected - Check:
  1. Fuel pressure (low pressure affects all cylinders)
  2. Air intake system (vacuum leaks, MAF sensor)
  3. Engine timing (timing chain/belt)
  4. Compression test on all cylinders
  5. Fuel quality (water in fuel, bad gas)",VIN: 1GKFK16368J144884
