Row,Accelerator Pedal Position (APP) Indicated Angle [%],Air Conditioning (AC) Relay Command,Air Flow Calculated [g/s],Calculated Three Way Catalyst (TWC) Temperature Bank 1 [degree C],Calculated Three Way Catalyst (TWC) Temperature Bank 2 [degree C],Camshaft Position (CMP) Sensor [rpm],Cycles Of Misfire Data,Cylinder 1 Injector Circuit Open Test Status,Cylinder 1 Injector Circuit Short Gnd Test Status,Cylinder 1 Injector Circuit Short Volts Test Status,Cylinder 1 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 1 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 1 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 2 Injector Circuit Open Test Status,Cylinder 2 Injector Circuit Short Gnd Test Status,Cylinder 2 Injector Circuit Short Volts Test Status,Cylinder 2 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 2 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 2 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 3 Injector Circuit Open Test Status,Cylinder 3 Injector Circuit Short Gnd Test Status,Cylinder 3 Injector Circuit Short Volts Test Status,Cylinder 3 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 3 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 3 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 4 Injector Circuit Open Test Status,Cylinder 4 Injector Circuit Short Gnd Test Status,Cylinder 4 Injector Circuit Short Volts Test Status,Cylinder 4 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 4 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 4 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 5 Injector Circuit Open Test Status,Cylinder 5 Injector Circuit Short Gnd Test Status,Cylinder 5 Injector Circuit Short Volts Test Status,Cylinder 5 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 5 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 5 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 6 Injector Circuit Open Test Status,Cylinder 6 Injector Circuit Short Gnd Test Status,Cylinder 6 Injector Circuit Short Volts Test Status,Cylinder 6 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 6 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 6 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 7 Injector Circuit Open Test Status,Cylinder 7 Injector Circuit Short Gnd Test Status,Cylinder 7 Injector Circuit Short Volts Test Status,Cylinder 7 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 7 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 7 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder 8 Injector Circuit Open Test Status,Cylinder 8 Injector Circuit Short Gnd Test Status,Cylinder 8 Injector Circuit Short Volts Test Status,Cylinder 8 Instrument Cluster (IC) Circuit Open Test Status,Cylinder 8 Instrument Cluster (IC) Circuit Short Gnd Test Status,Cylinder 8 Instrument Cluster (IC) Circuit Short Volts Test Status,Cylinder Deactivation Performance Test,Engine Coolant Temperature (ECT) Sensor [degree C],Engine Load [%],Engine Oil Pressure Sensor [kPa],Engine Run Time,Engine Speed [rpm],Fuel Tank Level Remaining [%],Ignition 1 Signal [V],Injector 1 Disabled Due To Misfire,Injector 2 Disabled Due To Misfire,Injector 3 Disabled Due To Misfire,Injector 4 Disabled Due To Misfire,Injector 5 Disabled Due To Misfire,Injector 6 Disabled Due To Misfire,Injector 7 Disabled Due To Misfire,Injector 8 Disabled Due To Misfire,Injector PWM Bank 1 [ms],Injector PWM Bank 2 [ms],Intake Air Temperature (IAT) Sensor [degree C],Malfunction Indicator Lamp (MIL) Requested By DTC,Manifold Absolute Pressure (MAP) Sensor [kPa],Mass Air Flow (MAF) Sensor [g/s],Misfire Current Cylinder 1,Misfire Current Cylinder 2,Misfire Current Cylinder 3,Misfire Current Cylinder 4,Misfire Current Cylinder 5,Misfire Current Cylinder 6,Misfire Current Cylinder 7,Misfire Current Cylinder 8,Misfire History Cylinder 1,Misfire History Cylinder 2,Misfire History Cylinder 3,Misfire History Cylinder 4,Misfire History Cylinder 5,Misfire History Cylinder 6,Misfire History Cylinder 7,Misfire History Cylinder 8,Power Enrichment,Spark [deg],Throttle Position (TP) Indicated Angle [%],Total Misfire [counts],Vehicle Speed Sensor [km/h]
35,0.500,Off,6.094,295,295,583,68,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,48,20,332,00:03:41,590.750,98.931,14.218,No,No,No,No,No,No,No,No,2.194,2.073,13,No,35,6.350,0,2,0,2,0,0,74,0,0,6,0,0,0,1,455,0,Inactive,27.500,18.117,102,0
36,0.500,Off,5.805,295,295,567,70,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,48,20,328,00:03:42,569,98.931,14.218,No,No,No,No,No,No,No,No,2.133,2.028,13,No,34,6.090,0,2,0,2,0,0,74,0,0,6,0,0,0,1,455,0,Inactive,29,17.980,102,0
37,0.500,Off,5.578,295,295,504,72,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,48,20.392,328,00:03:42,485.750,98.931,14.144,No,No,No,No,No,No,No,No,2.284,2.163,13,No,36,6.450,0,2,0,2,0,0,76,0,0,6,0,0,0,1,455,0,Inactive,31,18.117,102,0
38,0.500,Off,6.156,295,295,558,74,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,48,21.176,332,00:03:43,567,98.931,14.293,No,No,No,No,No,No,No,No,2.464,2.344,13,No,38,6.330,0,2,0,2,0,0,76,0,0,6,0,0,0,1,455,0,Inactive,32,18.117,102,0
39,0.500,Off,5.859,295,295,571,77,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,48,19.608,324,00:03:43,586,98.931,14.293,No,No,No,No,No,No,No,No,2.224,2.088,13,No,35,6.230,0,2,0,2,0,0,78,0,0,6,0,0,0,1,455,0,Inactive,29.500,17.980,102,0
40,0.500,Off,6.008,295,295,574,79,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,48,20.392,332,00:03:43,573.500,98.931,14.218,No,No,No,No,No,No,No,No,2.148,2.043,13,No,35,6.180,0,2,0,2,0,0,80,0,0,6,0,0,0,1,455,0,Inactive,29,18.117,102,0
41,0.500,Off,5.555,295,295,505,80,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,48,20.392,328,00:03:44,516.500,98.931,14.218,No,No,No,No,No,No,No,No,2.299,2.224,13,No,36,6.260,0,2,0,2,0,0,82,0,0,6,0,0,0,1,455,0,Inactive,31,18.117,102,0
42,0.500,Off,6.406,295,295,592,82,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,48,20.392,328,00:03:44,595,98.931,14.268,No,No,No,No,No,No,No,No,2.254,2.133,13,No,36,6.340,0,2,0,2,0,0,86,0,0,6,0,0,0,1,455,0,Inactive,25.500,18.117,102,0
43,0.500,Off,5.961,295,295,556,84,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,48,18.824,328,00:03:45,531.750,98.931,14.244,No,No,No,No,No,No,No,No,2.133,2.028,13,No,35,6.070,0,2,0,2,0,0,86,0,0,6,0,0,0,1,455,0,Inactive,30.500,17.824,102,0
44,0.500,Off,5.547,295,295,515,86,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,48,23.137,328,00:03:45,517,98.931,14.417,No,No,No,No,No,No,No,No,2.509,2.374,13,No,37,7.090,0,2,0,2,0,0,88,0,0,6,0,0,0,1,455,0,Inactive,32,18.957,102,0
45,0.500,Off,6.430,295,295,541,88,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,48,21.176,328,00:03:45,563.750,98.931,14.417,No,No,No,No,No,No,No,No,2.434,2.314,13,No,37,6.590,0,2,0,2,0,0,88,0,0,6,0,0,0,1,455,0,Inactive,32,18.254,102,0
46,0.500,Off,5.711,295,295,574,90,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,19.608,328,00:03:46,582,98.931,14.293,No,No,No,No,No,No,No,No,2.239,2.118,13,No,36,6.230,0,2,0,2,0,0,90,0,0,6,0,0,0,1,455,0,Inactive,29,17.980,102,0
47,0.500,Off,5.820,295,295,516,91,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20.784,328,00:03:46,523.500,98.931,14.218,No,No,No,No,No,No,No,No,2.419,2.284,13,No,36,6.520,0,2,0,2,0,0,94,0,0,6,0,0,0,1,455,0,Inactive,31,18.254,102,0
48,0.500,Off,6.562,295,295,602,94,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20,332,00:03:47,602.750,98.931,14.318,No,No,No,No,No,No,No,No,2.239,2.118,13,No,36,6.380,0,2,0,2,0,0,96,0,0,6,0,0,0,1,455,0,Inactive,23,18.117,102,0
49,0.500,Off,5.711,295,295,574,96,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,18.824,328,00:03:47,548,98.931,14.194,No,No,No,No,No,No,No,No,2.058,1.953,13,No,34,6.020,0,2,0,2,0,0,96,0,0,6,0,0,0,1,455,0,Inactive,30.500,17.824,102,0
50,0.500,Off,5.586,295,295,506,98,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,21.176,324,00:03:48,494,98.931,14.318,No,No,No,No,No,No,No,No,2.479,2.359,13,No,36,6.840,0,2,0,2,0,0,98,0,0,6,0,0,0,1,455,0,Inactive,31,18.684,102,0
51,0.500,Off,5.875,295,295,502,0,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,22.353,328,00:03:48,504,98.931,14.218,No,No,No,No,No,No,No,No,2.614,2.479,13,No,39,6.950,0,0,0,0,0,0,0,0,0,8,0,2,0,1,553,0,Inactive,32.500,18.547,102,0
52,0.500,Off,6.906,295,295,607,2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20.784,324,00:03:48,635.750,98.931,14.343,No,No,No,No,No,No,No,No,2.434,2.284,13,No,38,6.700,0,0,0,0,0,0,2,0,0,8,0,2,0,1,553,0,Inactive,20.500,18.391,102,0
53,0.500,Off,6.328,295,295,615,4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,19.608,332,00:03:49,616.750,98.931,14.194,No,No,No,No,No,No,No,No,2.073,1.998,13,No,34,6.150,0,0,0,0,0,0,2,0,0,8,0,2,0,1,553,0,Inactive,22.500,17.980,102,0
54,0.500,Off,5.438,295,295,518,6,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20,324,00:03:49,519.750,98.931,14.144,No,No,No,No,No,No,No,No,2.239,2.133,13,No,35,6.250,0,0,0,0,0,0,4,0,0,8,0,2,0,1,553,0,Inactive,31,18.117,102,0
55,0.500,Off,6.281,295,295,499,8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,23.922,324,00:03:50,483.750,98.931,14.194,No,No,No,No,No,No,No,No,2.644,2.494,13,No,39,7.020,0,0,0,0,0,0,8,0,0,8,0,2,0,1,553,0,Inactive,33,18.820,102,0
56,0.500,Off,6.625,295,295,623,11,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,19.216,324,00:03:50,623.250,98.931,14.268,No,No,No,No,No,No,No,No,2.178,2.058,13,No,35,6.060,0,0,0,0,0,0,8,0,0,8,0,2,0,1,553,0,Inactive,20,17.980,102,0
57,0.500,Off,5.961,295,295,593,13,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,19.608,332,00:03:51,589.250,98.931,14.218,No,No,No,No,No,No,No,No,2.043,1.923,13,No,34,6.050,0,0,0,0,0,0,10,0,0,8,0,2,0,1,553,0,Inactive,24.500,17.824,102,0
58,0.500,Off,5.102,295,295,496,15,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,21.569,324,00:03:51,499,98.931,14.168,No,No,No,No,No,No,No,No,2.374,2.209,13,No,36,6.660,0,0,0,0,0,0,12,0,0,8,0,2,0,1,553,0,Inactive,31.500,18.547,102,0
59,0.500,Off,7.281,295,295,502,16,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,25.882,320,00:03:52,530.750,98.931,14.318,No,No,No,No,No,No,No,No,2.494,2.374,13,No,41,6.380,0,0,0,0,0,0,12,0,0,8,0,2,0,1,553,0,Inactive,32.500,17.980,102,0
60,0.500,Off,6.734,295,295,637,18,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20,332,00:03:52,621.750,98.931,14.318,No,No,No,No,No,No,No,No,2.118,2.013,13,No,36,6.360,0,0,0,0,0,0,12,0,0,8,0,2,0,1,553,0,Inactive,19,18.117,102,0
61,0.500,Off,6.203,295,295,570,20,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20,328,00:03:52,569,98.931,14.368,No,No,No,No,No,No,No,No,2.118,2.013,13,No,35,6.310,0,0,0,0,0,0,12,0,0,8,0,2,0,1,553,0,Inactive,26.500,18.117,102,0
62,0.500,Off,5.742,294,294,560,22,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20.784,324,00:03:53,567,98.931,14.318,No,No,No,No,No,No,No,No,2.269,2.148,13,No,35,6.490,0,0,0,0,0,0,14,0,0,8,0,2,0,1,553,0,Inactive,31,18.254,102,0
63,0.500,Off,5.750,294,294,559,24,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20.392,332,00:03:53,557.750,98.931,14.318,No,No,No,No,No,No,No,No,2.194,2.073,13,No,35,6.240,0,0,0,0,0,0,14,0,0,8,0,2,0,1,553,0,Inactive,26.500,18.117,102,0
64,0.500,Off,5.727,294,294,530,27,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,21.176,328,00:03:54,540.750,98.931,14.318,No,No,No,No,No,No,No,No,2.449,2.329,13,No,37,6.600,0,0,0,0,0,0,16,0,0,8,0,2,0,1,553,0,Inactive,32,18.391,102,0
65,0.500,Off,6.086,294,294,564,29,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20.784,328,00:03:54,586,98.931,14.368,No,No,No,No,No,No,No,No,2.419,2.299,13,No,37,6.130,0,0,0,0,0,0,16,0,0,8,0,2,0,1,553,0,Inactive,28.500,18.117,102,0
66,0.500,Off,5.914,294,294,609,31,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20,332,00:03:55,616.750,98.931,14.343,No,No,No,No,No,No,No,No,2.178,2.058,13,No,35,6.120,0,0,0,0,0,0,18,0,0,8,0,2,0,1,553,0,Inactive,21.500,18.117,102,0
67,0.500,Off,5.586,294,294,510,33,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,19.608,328,00:03:55,493.250,98.931,14.218,No,No,No,No,No,No,No,No,2.284,2.194,13,No,36,6.250,0,0,0,0,0,0,20,0,0,8,0,2,0,1,553,0,Inactive,31,17.980,102,0
68,0.500,Off,5.797,294,294,507,35,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,23.137,324,00:03:56,517,98.931,14.417,No,No,No,No,No,No,No,No,2.704,2.569,13,No,39,7.270,0,0,0,0,0,0,24,0,0,8,0,2,0,1,553,0,Inactive,33,18.957,102,0
69,0.500,Off,6.648,294,294,631,37,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20.392,328,00:03:56,629,98.931,14.368,No,No,No,No,No,No,No,No,2.314,2.209,13,No,36,6.400,0,0,0,0,0,0,28,0,0,8,0,2,0,1,553,0,Inactive,18.500,18.117,102,0
70,0.500,Off,6.188,294,294,603,39,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,19.608,332,00:03:56,601.250,98.931,14.318,No,No,No,No,No,No,No,No,2.088,1.998,13,No,34,6.130,0,0,0,0,0,0,28,0,0,8,0,2,0,1,553,0,Inactive,23,17.980,102,0
71,0.500,Off,5.812,294,294,564,41,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,19.608,328,00:03:57,560.250,98.931,14.318,No,No,No,No,No,No,No,No,2.103,2.013,13,No,34,6.220,0,0,0,0,0,0,30,0,0,8,0,2,0,1,553,0,Inactive,30,18.117,102,0
72,0.500,Off,4.781,294,294,464,43,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,22.745,320,00:03:57,486.250,98.931,14.119,No,No,No,No,No,No,No,No,2.539,2.359,13,No,37,6.700,0,0,0,0,0,0,30,0,0,8,0,2,0,1,553,0,Inactive,31.500,18.391,102,0
73,0.500,Off,6.773,294,294,518,44,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20.784,324,00:03:58,518.750,98.931,14.244,No,No,No,No,No,No,No,No,2.434,2.314,13,No,39,6.640,0,0,0,0,0,0,32,0,0,8,0,2,0,1,553,0,Inactive,32.500,18.391,102,0
74,0.500,Off,6.547,294,294,607,47,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,19.608,332,00:03:58,592.250,98.931,14.318,No,No,No,No,No,No,No,No,2.163,2.043,13,No,35,6.200,0,0,0,0,0,0,32,0,0,8,0,2,0,1,553,0,Inactive,21.500,17.980,102,0
75,0.500,Off,5.656,294,294,545,49,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,20.392,324,00:03:59,519.500,98.931,14.268,No,No,No,No,No,No,No,No,2.299,2.178,13,No,35,6.530,0,0,0,0,0,0,36,0,0,8,0,2,0,1,553,0,Inactive,30.500,18.254,102,0
76,0.500,Off,5.805,294,294,540,51,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,49,21.176,324,00:03:59,549.750,98.931,14.268,No,No,No,No,No,No,No,No,2.389,2.254,13,No,36,6.610,0,0,0,0,0,0,38,0,0,8,0,2,0,1,553,0,Inactive,31.500,18.391,102,0
