Row,* Park/Neutral Position (PNP) Switch (If Equipped),Accelerator Pedal Position (APP) Indicated Angle [%],Air Conditioning (AC) Relay Command,Air Flow Calculated [g/s],Ambient Air Temperature [degree C],Barometric Pressure (BARO) [kPa],Brake Pedal Position (BPP) Signal,Cold Startup,Cruise Control Active,Deceleration Fuel Cutoff,Desired Idle Speed [rpm],Engine Control (EC) Ignition Relay Command,Engine Control (EC) Ignition Relay Feedback Signal [V],Engine Coolant Temperature (ECT) Sensor [degree C],Engine Load [%],Engine Oil Level Switch,Engine Oil Pressure Sensor [kPa],Engine Run Time,Engine Speed [rpm],Evaporative Emission (EVAP) Purge Solenoid Command [%],Evaporative Emission (EVAP) Vent Solenoid Command,Fuel Pump Relay Circuit Open Test Status,Fuel Pump Relay Circuit Short Gnd Test Status,Fuel Pump Relay Circuit Short Volts Test Status,Fuel Pump Relay Command,Fuel Tank Level Remaining [%],Fuel Tank Pressure Sensor [mmHg],Fuel Trim Cell,Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 [mV],Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 [mV],Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 [mV],Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 [mV],Ignition 1 Signal [V],Ignition Accessory Signal,Ignition Off Time [min],Injector PWM Bank 1 [ms],Injector PWM Bank 2 [ms],Intake Air Temperature (IAT) Sensor [degree C],Intake Manifold Pressure [kPa],Long Term Fuel Trim (FT) Bank 1 [%],Long Term Fuel Trim (FT) Bank 2 [%],Loop Status,Malfunction Indicator Lamp (MIL) Circuit Open Test Status,Malfunction Indicator Lamp (MIL) Circuit Short Gnd Test Status,Malfunction Indicator Lamp (MIL) Circuit Short Volts Test Status,Malfunction Indicator Lamp (MIL) Command,Malfunction Indicator Lamp (MIL) Requested By DTC,Manifold Absolute Pressure (MAP) Sensor [kPa],Mass Air Flow (MAF) Sensor [g/s],Power Enrichment,Short Term Fuel Trim (FT) Bank 1 [%],Short Term Fuel Trim (FT) Bank 2 [%],Spark [deg],Throttle Position (TP) Indicated Angle [%],Vehicle Speed Sensor [km/h],Warm-Ups Since DTC Cleared [counts],Warm-Ups w/o Emission Faults,Warm-Ups w/o Non-Emission Faults
143,In Gear,0.500,Off,18.469,5,98,Released,No,Inactive,Inactive,624,Off,13.800,84,27.451,OK,384,00:10:34,1359.750,71.765,Not Venting,Not Run,OK,Not Run,Off,17.755,-6.469,7,0,0,86.806,776.910,13.770,Off,50283,2.569,2.569,8,58,-12.500,-12.500,Open,Not Run,Not Run,OK,On,Yes,40,15.010,Inactive,-2.344,-3.125,38,23.801,71,3,0,0
144,In Gear,0.500,Off,16.086,5,98,Released,No,Inactive,Inactive,624,Off,13.800,84,27.059,OK,380,00:10:34,1335.250,67.059,Not Venting,Not Run,OK,Not Run,Off,17.755,-6.590,7,0,0,750.868,772.569,13.795,Off,50283,2.178,2.163,8,63,-12.500,-12.500,Open,Not Run,Not Run,OK,On,Yes,35,14.480,Inactive,-7.031,-1.562,32.500,23.801,71,3,0,0
145,In Gear,0.500,Off,14.531,5,98,Released,No,Inactive,Inactive,624,Off,13.800,84,25.098,OK,376,00:10:34,1318,62.353,Not Venting,Not Run,OK,Not Run,Off,17.363,-6.554,7,0,0,52.083,768.229,13.770,Off,50283,2.043,2.028,8,65,-13.281,-13.281,Open,Not Run,Not Run,OK,On,Yes,33,12.990,Inactive,-1.562,-2.344,35,22.512,71,3,0,0
146,In Gear,0.500,Off,12.680,5,98,Released,No,Inactive,Inactive,624,Off,13.700,84,20.392,OK,368,00:10:35,1302.500,56.471,Not Venting,Not Run,OK,Not Run,Off,16.578,-6.473,7,0,0,56.424,768.229,13.746,Off,50283,1.833,1.818,8,68,-13.281,-13.281,Open,Not Run,Not Run,OK,On,Yes,30,10.730,Inactive,0,-0.781,37,21.379,71,3,0,0
147,In Gear,0.500,Off,11.062,5,98,Released,No,Inactive,Inactive,624,Off,13.700,84,18.039,OK,380,00:10:35,1285,43.922,Not Venting,Not Run,OK,Not Run,Off,15.010,-6.262,7,0,0,125.868,763.889,13.746,Off,50283,1.683,1.668,8,71,-13.281,-13.281,Open,Not Run,Not Run,OK,On,Yes,27,9.260,Inactive,4.688,3.906,36,20.383,71,3,0,0
148,In Gear,0.500,Off,9.172,5,98,Released,No,Inactive,Inactive,624,Off,13.700,85,14.510,OK,384,00:10:36,1229.500,30.588,Not Venting,Not Run,OK,Not Run,Off,13.833,-5.971,7,0,0,785.590,763.889,13.746,Off,50283,1.262,1.247,8,74,-13.281,-13.281,Open,Not Run,Not Run,OK,On,Yes,24,7.150,Inactive,-3.906,-4.688,28,18.684,71,3,0,0
149,In Gear,0.500,Off,8.141,5,98,Released,No,Inactive,Inactive,624,Off,13.700,85,15.686,OK,380,00:10:36,1150,24.314,Not Venting,Not Run,OK,Not Run,Off,12.657,-5.531,7,0,0,56.424,763.889,13.746,Off,50283,1.217,1.277,8,75,-13.281,-13.281,Open,Not Run,Not Run,OK,On,Yes,22,7.170,Inactive,-4.688,-0.781,23,18.684,70,3,0,0
150,In Gear,0.500,Off,7.844,5,98,Released,No,Inactive,Inactive,624,Off,13.700,85,16.078,OK,360,00:10:36,1138.500,24.314,Not Venting,Not Run,OK,Not Run,Off,12.265,-4.986,7,0,0,203.993,759.549,13.746,Off,50283,1.232,1.292,8,76,-13.281,-13.281,Open,Not Run,Not Run,OK,On,Yes,22,7.160,Inactive,-4.688,0,23,18.547,70,3,0,0
151,In Gear,0.500,Off,7.562,5,98,Released,No,Inactive,Inactive,624,Off,13.700,85,15.686,OK,360,00:10:37,1104.750,24.314,Not Venting,Not Run,OK,Not Run,Off,11.873,-4.435,7,0,0,772.569,763.889,13.720,Off,50283,1.232,1.232,8,76,-13.281,-13.281,Open,Not Run,Not Run,OK,On,Yes,22,7,Inactive,-4.688,-4.688,22,18.391,69,3,0,0
152,In Gear,0.500,Off,7.266,5,98,Released,No,Inactive,Inactive,624,Off,13.700,85,15.686,OK,360,00:10:37,1066.500,23.922,Not Venting,Not Run,OK,Not Run,Off,11.873,-3.904,7,0,0,776.910,759.549,13.696,Off,50283,1.307,1.217,8,76,-13.281,-13.281,Open,Not Run,Not Run,OK,On,Yes,22,6.530,Inactive,0,-5.469,21,18.117,68,3,0,0
153,In Gear,0.500,Off,6.945,5,98,Released,No,Inactive,Inactive,624,Off,13.800,85,15.686,OK,356,00:10:38,1043.250,23.137,Not Venting,Not Run,OK,Not Run,Off,12.265,-3.386,7,0,0,703.125,759.549,13.770,Off,50283,1.202,1.127,8,76,-13.281,-13.281,Open,Not Run,Not Run,OK,On,Yes,22,6.430,Inactive,-4.688,-9.375,19.500,17.824,68,3,0,0
154,In Gear,0.500,Off,6.867,5,98,Released,No,Inactive,Inactive,624,Off,13.800,85,15.294,OK,364,00:10:38,1032,22.745,Not Venting,Not Run,OK,Not Run,Off,12.265,-2.941,7,0,0,134.549,759.549,13.646,Off,50283,1.187,1.202,8,76,-13.281,-14.062,Open,Not Run,Not Run,OK,On,Yes,22,6.250,Inactive,-5.469,-2.344,18.500,17.688,68,3,0,0
155,In Gear,0.500,Off,6.750,5,98,Released,No,Inactive,Inactive,624,Off,13.800,85,15.294,OK,348,00:10:38,1010,21.961,Not Venting,Not Run,OK,Not Run,Off,12.265,-2.556,7,0,0,759.549,759.549,13.795,Off,50283,1.127,1.157,8,76,-13.281,-14.062,Open,Not Run,Not Run,OK,On,Yes,22,6.090,Inactive,-9.375,-7.031,18,17.688,68,3,0,0
156,In Gear,2.727,Off,6.758,5,98,Released,No,Inactive,Inactive,624,Off,13.800,86,16.078,OK,352,00:10:39,1001.250,21.961,Not Venting,Not Run,OK,Not Run,Off,12.265,-2.205,7,0,0,625,755.208,13.795,Off,50283,1.337,1.217,8,76,-13.281,-15.625,Open,Not Run,Not Run,OK,On,Yes,22,6.340,Inactive,-1.562,-7.812,18.500,19.113,67,3,0,0
157,In Gear,0.500,Off,8.203,5,98,Released,No,Inactive,Inactive,624,Off,13.800,86,16.863,OK,364,00:10:39,1102,27.451,Not Venting,Not Run,OK,Not Run,Off,12.265,-1.912,7,0,0,772.569,759.549,13.795,Off,50283,1.307,1.172,8,73,-13.281,-16.406,Open,Not Run,Not Run,OK,On,Yes,25,7.350,Inactive,-6.250,-10.938,30.500,18.391,68,3,0,0
158,In Gear,0.500,Off,7.633,6,98,Released,No,Inactive,Inactive,624,Off,13.800,86,15.686,OK,352,00:10:40,1117.500,25.098,Not Venting,Not Run,OK,Not Run,Off,11.873,-1.688,7,0,0,39.062,759.549,13.845,Off,50283,1.172,1.202,8,76,-14.062,-16.406,Open,Not Run,Not Run,OK,On,Yes,22,6.880,Inactive,-7.031,-3.906,35.500,18.391,68,3,0,0
159,In Gear,0.500,Off,7.078,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,86,15.294,OK,348,00:10:40,1041.250,24.314,Not Venting,Not Run,OK,Not Run,Off,11.873,-1.532,7,0,0,43.403,759.549,13.820,Off,50283,1.262,1.217,8,76,-14.062,-16.406,Open,Not Run,Not Run,OK,On,Yes,22,6.500,Inactive,-2.344,-3.125,20.500,17.980,68,3,0,0
160,In Gear,0.500,Off,6.953,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,86,15.294,OK,348,00:10:40,1043.750,23.922,Not Venting,Not Run,OK,Not Run,Off,11.480,-1.431,7,0,0,69.444,755.208,13.845,Off,50283,1.247,1.247,8,76,-14.062,-16.406,Open,Not Run,Not Run,OK,On,Yes,22,6.300,Inactive,-1.562,0.781,19.500,17.824,68,3,0,0
161,In Gear,0.500,Off,6.633,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,86,15.294,OK,348,00:10:41,1000.750,23.137,Not Venting,Not Run,OK,Not Run,Off,11.480,-1.328,7,0,0,768.229,759.549,13.820,Off,50283,1.157,1.127,8,76,-14.062,-16.406,Open,Not Run,Not Run,OK,On,Yes,22,6.150,Inactive,-6.250,-6.250,18,17.395,67,3,0,0
162,In Gear,0.500,Off,6.508,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,86,15.294,OK,340,00:10:41,984,23.137,Not Venting,Not Run,OK,Not Run,Off,11.480,-1.186,7,0,0,273.438,759.549,13.845,Off,50283,1.172,1.112,8,76,-14.062,-17.188,Open,Not Run,Not Run,OK,On,Yes,22,5.950,Inactive,-6.250,-7.031,18,17.551,66,3,0,0
163,In Gear,0.500,Off,6.320,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,86,15.686,OK,344,00:10:42,955.750,23.137,Not Venting,Not Run,OK,Not Run,Off,11.480,-1.053,7,0,0,108.507,763.889,13.820,Off,50283,1.262,1.217,8,76,-15.625,-17.188,Open,Not Run,Not Run,OK,On,Yes,22,5.940,Inactive,-6.250,-2.344,19,17.395,65,3,0,0
164,In Gear,0.500,Off,6.273,6,98,Released,No,Inactive,Inactive,624,Off,13.800,86,15.686,OK,352,00:10:42,962.250,23.137,Not Venting,Not Run,OK,Not Run,Off,11.088,-0.931,7,0,0,794.271,759.549,13.845,Off,50283,1.277,1.157,8,76,-15.625,-17.188,Open,Not Run,Not Run,OK,On,Yes,22,6.050,Inactive,-1.562,-6.250,19,17.551,64,3,0,0
165,In Gear,0.500,Off,6.078,6,98,Released,No,Inactive,Inactive,624,Off,13.800,86,16.471,OK,340,00:10:42,929.750,23.137,Not Venting,Not Run,OK,Not Run,Off,11.088,-0.882,7,0,0,785.590,768.229,13.845,Off,50283,1.187,1.157,8,76,-15.625,-17.969,Open,Not Run,Not Run,OK,On,Yes,22,6.060,Inactive,-6.250,-6.250,19,17.395,63,3,0,0
166,In Gear,0.500,Off,6.047,6,98,Released,No,Inactive,Inactive,624,Off,13.900,86,16.471,OK,336,00:10:43,922,23.137,Not Venting,Not Run,OK,Not Run,Off,9.520,-0.806,7,0,0,668.403,768.229,13.895,Off,50283,1.202,1.127,8,75,-16.406,-17.969,Open,Not Run,Not Run,OK,On,Yes,22,5.970,Inactive,-6.250,-7.812,20,17.551,63,3,0,0
167,In Gear,11.242,Off,8.086,6,98,Released,No,Inactive,Inactive,624,Off,13.900,86,32.941,OK,348,00:10:43,958.500,25.490,Not Venting,Not Run,OK,Not Run,Off,7.951,-0.767,0,0,0,82.465,768.229,13.895,Off,50283,2.224,2.178,8,71,-10.156,-10.938,Open,Not Run,Not Run,OK,On,Yes,26,11.670,Inactive,-1.562,-2.344,25,23.938,62,3,0,0
168,In Gear,13.938,Off,21.844,6,98,Released,No,Inactive,Inactive,624,Off,13.900,86,57.255,OK,360,00:10:43,1263.500,86.667,Not Venting,Not Run,OK,Not Run,Off,7.951,-0.774,0,0,0,73.785,763.889,13.895,Off,50283,4.282,4.192,8,51,-10.156,-10.938,Open,Not Run,Not Run,OK,On,Yes,46,28.510,Inactive,0,-0.781,27.500,30.480,62,3,0,0
169,In Gear,18.664,Off,40.711,6,98,Released,No,Inactive,Inactive,624,Off,13.900,87,78.039,OK,368,00:10:44,1472.500,100,Not Venting,Not Run,OK,Not Run,Off,8.735,-1.143,1,0,0,73.785,746.528,13.870,Off,50283,7.482,7.482,8,28,-3.125,-3.125,Open,Not Run,Not Run,OK,On,Yes,69,44.750,Inactive,4.688,5.469,25,34.875,61,3,0,0
170,In Gear,17.883,Off,46.547,6,98,Released,No,Inactive,Inactive,624,Off,13.900,87,71.765,OK,380,00:10:44,1643.500,100,Not Venting,Not Run,OK,Not Run,Off,9.912,-1.739,1,0,0,828.993,746.528,13.895,Off,50283,7.557,7.091,8,24,-3.125,-3.125,Open,Not Run,Not Run,OK,On,Yes,74,47.420,Inactive,3.125,6.250,23.500,35.461,61,3,0,0
171,In Gear,15.090,Off,42.641,6,98,Released,No,Inactive,Inactive,624,Off,13.800,87,60.784,OK,388,00:10:45,1623.500,100,Not Venting,Not Run,OK,Not Run,Off,10.696,-2.358,1,0,0,694.444,742.188,13.820,Off,50283,6.776,6.671,8,29,-3.125,-3.125,Open,Not Run,Not Run,OK,On,Yes,70,40.550,Inactive,-1.562,2.344,26.500,33.312,61,3,0,0
172,In Gear,10.715,Off,34.547,6,98,Released,No,Inactive,Inactive,624,Off,13.800,87,54.510,OK,392,00:10:45,1522.750,100,Not Venting,Not Run,OK,Not Run,Off,11.873,-2.977,1,0,0,759.549,746.528,13.820,Off,50283,5.439,5.334,8,37,-3.125,-3.125,Open,Not Run,Not Run,OK,On,Yes,61,33.340,Inactive,-1.562,-3.125,28,30.910,60,3,0,0
173,In Gear,0.500,Off,17.547,6,98,Released,No,Inactive,Inactive,624,Off,13.800,87,29.020,OK,372,00:10:45,1267.750,91.765,Not Venting,Not Run,OK,Not Run,Off,12.657,-3.605,7,0,0,82.465,746.528,13.820,Off,50283,2.749,2.644,8,56,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,43,14.660,Inactive,2.344,0.781,37,23.801,61,3,0,0
174,In Gear,0.500,Off,14.086,6,98,Released,No,Inactive,Inactive,624,Off,13.800,87,27.843,OK,380,00:10:46,1182.250,78.431,Not Venting,Not Run,OK,Not Run,Off,13.441,-4.162,7,0,0,833.333,746.528,13.845,Off,50283,2.314,2.359,8,61,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,37,13.030,Inactive,-2.344,0.781,28.500,22.941,61,3,0,0
175,In Gear,0.500,Off,13.172,6,98,Released,No,Inactive,Inactive,624,Off,13.800,87,27.451,OK,360,00:10:46,1165.500,72.157,Not Venting,Not Run,OK,Not Run,Off,14.225,-4.592,7,0,0,846.354,750.868,13.845,Off,50283,2.178,2.103,8,63,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,35,12.890,Inactive,-2.344,-3.906,27.500,22.668,61,3,0,0
176,In Gear,0.500,Off,11.789,6,98,Released,No,Inactive,Inactive,624,Off,13.900,87,23.529,OK,368,00:10:47,1134,68.235,Not Venting,Not Run,OK,Not Run,Off,14.618,-4.869,7,0,0,746.528,750.868,13.820,Off,50283,1.803,1.773,8,65,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,33,10.600,Inactive,-7.031,-6.250,30,21.242,61,3,0,0
177,In Gear,0.500,Off,10.984,6,98,Released,No,Inactive,Inactive,624,Off,13.800,87,23.529,OK,360,00:10:47,1133.250,56.471,Not Venting,Not Run,OK,Not Run,Off,13.833,-4.972,7,0,0,78.125,750.868,13.845,Off,50283,1.893,1.833,8,67,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,31,10.580,Inactive,-8.594,-0.781,31,21.242,61,3,0,0
178,In Gear,0.500,Off,9.648,6,98,Released,No,Inactive,Inactive,624,Off,13.800,87,20.392,OK,356,00:10:47,1105.500,45.098,Not Venting,Not Run,OK,Not Run,Off,13.049,-4.948,7,0,0,802.951,750.868,13.820,Off,50283,1.593,1.517,8,70,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,29,8.770,Inactive,0.781,-5.469,32,20.109,60,3,0,0
179,In Gear,0.500,Off,7.898,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,87,16.863,OK,364,00:10:48,1047,30.196,Not Venting,Not Run,OK,Not Run,Off,12.265,-4.806,7,0,0,151.910,746.528,13.770,Off,50283,1.352,1.397,8,73,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,25,7.010,Inactive,-3.906,-0.781,26.500,18.684,61,3,0,0
180,In Gear,0.500,Off,7.266,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,87,17.255,OK,352,00:10:48,998.500,26.667,Not Venting,Not Run,OK,Not Run,Off,11.088,-4.516,7,0,0,794.271,746.528,13.795,Off,50283,1.352,1.307,8,74,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,24,6.740,Inactive,0.781,-0.781,22,18.117,61,3,0,0
181,In Gear,0.500,Off,6.172,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,87,16.471,OK,352,00:10:49,901.250,22.745,Not Venting,Not Run,OK,Not Run,Off,10.696,-4.147,7,0,0,60.764,755.208,13.770,Off,50283,1.322,1.262,8,75,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,23,5.900,Inactive,0.781,-0.781,20.500,17.395,60,3,0,0
182,In Gear,0.500,Off,5.984,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,87,16.471,OK,348,00:10:49,887.250,22.745,Not Venting,Not Run,OK,Not Run,Off,10.696,-3.699,7,0,0,125.868,755.208,13.746,Off,50283,1.322,1.292,8,75,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,23,5.930,Inactive,0.781,-0.781,20.500,17.395,60,3,0,0
183,In Gear,0.500,Off,6.109,6,98,Applied,No,Inactive,Inactive,624,Off,13.700,87,16.471,OK,352,00:10:49,906.500,22.745,Not Venting,Not Run,OK,Not Run,Off,10.304,-3.263,7,0,0,763.889,750.868,13.770,Off,50283,1.262,1.322,8,75,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,23,5.980,Inactive,-3.125,2.344,20.500,17.395,59,3,0,0
184,In Gear,0.500,Off,5.844,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,87,17.255,OK,344,00:10:50,859,21.961,Not Venting,Not Run,OK,Not Run,Off,9.520,-2.826,7,0,0,759.549,755.208,13.770,Off,50283,1.292,1.262,8,74,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,23,5.910,Inactive,-3.125,-4.688,21.500,17.395,58,3,0,0
185,In Gear,0.500,Off,5.906,6,98,Released,No,Inactive,Inactive,624,Off,13.800,87,16.863,OK,352,00:10:50,862.500,22.745,Not Venting,Not Run,OK,Not Run,Off,7.167,-2.414,7,0,0,737.847,755.208,13.770,Off,50283,1.307,1.247,8,74,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,24,5.850,Inactive,0.781,-5.469,22,17.395,57,3,0,0
186,In Gear,0.500,Off,5.922,6,98,Released,No,Inactive,Inactive,624,Off,13.700,87,17.255,OK,348,00:10:50,838.250,21.961,Not Venting,Not Run,OK,Not Run,Off,5.990,-2.239,7,0,0,716.146,759.549,13.770,Off,50283,1.322,1.202,8,74,-17.188,-19.531,Open,Not Run,Not Run,OK,On,Yes,24,5.860,Inactive,-3.906,-8.594,22,17.258,57,3,0,0
187,In Gear,0.500,Off,5.953,6,98,Released,No,Inactive,Inactive,624,Off,13.800,88,17.647,OK,344,00:10:51,824.500,21.961,Not Venting,Not Run,OK,Not Run,Off,4.029,-1.949,7,0,0,86.806,759.549,13.795,Off,50283,1.442,1.352,8,73,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,25,5.900,Inactive,0.781,-1.562,23.500,17.258,57,3,0,0
188,In Gear,0.500,Off,5.992,6,98,Released,No,Inactive,Inactive,624,Off,13.800,88,17.647,OK,336,00:10:51,831.500,21.961,Not Venting,Not Run,OK,Not Run,Off,3.637,-1.719,7,0,0,134.549,759.549,13.795,Off,50283,1.427,1.352,8,73,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,25,5.940,Inactive,0.781,-1.562,23.500,17.258,57,3,0,0
189,In Gear,0.500,Off,6.023,6,98,Released,No,Inactive,Inactive,624,Off,13.800,88,16.471,OK,348,00:10:52,854.250,22.745,Not Venting,Not Run,OK,Not Run,Off,5.206,-1.523,7,0,0,742.188,759.549,13.770,Off,50283,1.322,1.247,8,74,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,24,5.810,Inactive,-3.125,-5.469,22.500,17.258,57,3,0,0
190,In Gear,0.500,Off,5.727,6,98,Released,No,Inactive,Inactive,624,Off,13.800,88,18.039,OK,340,00:10:52,803.500,21.961,Not Venting,Not Run,OK,Not Run,Off,6.775,-1.339,7,0,0,177.951,763.889,13.795,Off,50283,1.397,1.382,8,73,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,25,5.880,Inactive,-3.125,-0.781,23.500,17.258,57,3,0,0
191,In Gear,0.500,Off,5.906,6,98,Released,No,Inactive,Inactive,624,Off,13.800,88,17.255,OK,344,00:10:52,842.500,22.745,Not Venting,Not Run,OK,Not Run,Off,8.343,-1.177,7,0,0,160.590,763.889,13.770,Off,50283,1.442,1.352,8,73,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,25,5.860,Inactive,1.562,-0.781,23.500,17.258,57,3,0,0
192,In Gear,0.500,Off,5.938,6,98,Released,No,Inactive,Inactive,624,Off,13.800,88,17.255,OK,332,00:10:53,846,22.745,Not Venting,Not Run,OK,Not Run,Off,9.520,-1.062,7,0,0,794.271,768.229,13.770,Off,50283,1.367,1.262,8,73,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,24,5.900,Inactive,-2.344,-5.469,23,17.258,58,3,0,0
193,In Gear,0.500,Off,5.945,6,98,Released,No,Inactive,Inactive,624,Off,13.800,88,17.647,OK,328,00:10:53,834.250,22.353,Not Venting,Not Run,OK,Not Run,Off,9.912,-0.997,7,0,0,82.465,763.889,13.795,Off,50283,1.382,1.352,8,73,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,25,5.900,Inactive,-2.344,-0.781,23.500,17.258,58,3,0,0
194,In Gear,0.500,Off,5.883,6,98,Released,No,Inactive,Inactive,624,Off,13.800,88,17.255,OK,336,00:10:54,830.750,22.353,Not Venting,Not Run,OK,Not Run,Off,10.304,-0.889,7,0,0,724.826,768.229,13.795,Off,50283,1.472,1.277,8,73,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,25,5.790,Inactive,2.344,-0.781,23.500,17.258,58,3,0,0
195,In Gear,0.695,Off,6.031,6,98,Released,No,Inactive,Inactive,624,Off,13.800,88,17.255,OK,336,00:10:54,869.250,22.745,Not Venting,Not Run,OK,Not Run,Off,10.304,-0.824,7,0,0,69.444,776.910,13.746,Off,50283,1.322,1.277,8,74,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,24,5.850,Inactive,-2.344,-0.781,22,17.258,58,3,0,0
196,In Gear,4.445,Off,7.703,6,98,Released,No,Inactive,Inactive,624,Off,13.800,88,27.059,OK,332,00:10:54,907,26.275,Not Venting,Not Run,OK,Not Run,Off,9.912,-0.758,7,0,0,590.278,772.569,13.770,Off,50283,1.788,1.743,8,70,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,28,9.710,Inactive,-2.344,-0.781,27,20.676,57,3,0,0
197,In Gear,5.793,Off,10.195,6,98,Released,No,Inactive,Inactive,624,Off,13.900,88,29.412,OK,348,00:10:55,1029.500,43.922,Not Venting,Not Run,OK,Not Run,Off,9.520,-0.740,7,0,0,43.403,768.229,13.845,Off,50283,2.043,2.043,8,66,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,31,11.930,Inactive,-3.125,0,35.500,22.375,57,3,0,0
198,In Gear,0.500,Off,8.414,6,98,Released,No,Inactive,Inactive,624,Off,13.800,88,16.863,OK,348,00:10:55,1039.500,38.824,Not Venting,Not Run,OK,Not Run,Off,9.127,-0.866,7,0,0,39.062,772.569,13.820,Off,50283,1.638,1.532,8,70,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,28,6.890,Inactive,1.562,0.781,47.500,18.684,57,3,0,0
199,In Gear,0.500,Off,7.695,6,98,Released,No,Inactive,Inactive,624,Off,13.900,88,18.431,OK,348,00:10:56,996.250,28.627,Not Venting,Not Run,OK,Not Run,Off,9.127,-1.075,7,0,0,47.743,768.229,13.845,Off,50283,1.562,1.517,8,72,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,26,7.340,Inactive,3.125,3.906,31.500,18.820,57,3,0,0
200,In Gear,0.500,Off,7.133,6,98,Released,No,Inactive,Inactive,624,Off,13.800,88,17.647,OK,344,00:10:56,978.500,27.843,Not Venting,Not Run,OK,Not Run,Off,9.520,-1.193,7,0,0,629.340,772.569,13.845,Off,50283,1.578,1.517,8,73,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,25,6.780,Inactive,7.031,6.250,25,18.254,57,3,0,0
201,In Gear,0.500,Off,6.195,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,88,16.863,OK,332,00:10:56,898,24.314,Not Venting,Not Run,OK,Not Run,Off,10.304,-1.226,7,0,0,707.465,768.229,13.795,Off,50283,1.337,1.262,8,74,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,24,6.010,Inactive,-0.781,-2.344,22.500,17.395,57,3,0,0
202,In Gear,0.500,Off,5.953,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,88,17.647,OK,332,00:10:57,848.750,23.137,Not Venting,Not Run,OK,Not Run,Off,11.088,-1.193,7,0,0,82.465,772.569,13.795,Off,50283,1.367,1.382,8,74,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,24,5.940,Inactive,-1.562,2.344,22.500,17.258,57,3,0,0
203,In Gear,0.500,Off,5.750,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,88,17.647,OK,332,00:10:57,818.750,22.745,Not Venting,Not Run,OK,Not Run,Off,11.088,-1.125,7,0,0,772.569,772.569,13.845,Off,50283,1.472,1.322,8,74,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,24,5.820,Inactive,3.125,-2.344,23.500,17.258,57,3,0,0
204,In Gear,0.500,Off,5.766,6,98,Applied,No,Inactive,Inactive,624,Off,13.800,88,17.647,OK,332,00:10:58,825.750,22.745,Not Venting,Not Run,OK,Not Run,Off,11.480,-1.042,7,0,0,759.549,772.569,13.820,Off,50283,1.397,1.307,8,73,-17.188,-20.312,Open,Not Run,Not Run,OK,On,Yes,25,5.880,Inactive,-1.562,-3.125,23,17.258,56,3,0,0
