Num,1. * Park/Neutral Position (PNP) Switch (If Equipped),2. Accelerator Pedal Position (APP) Indicated Angle (%),3. Air Conditioning (A/C) Relay Command,4. Air Flow Calculated (g/s),5. Ambient Air Temperature (degree C),6. Barometric Pressure (BARO) (kPa),7. Brake Pedal Position (BPP) Signal,8. Cold Startup,9. Cruise Control Active,10. Deceleration Fuel Cutoff,11. Desired Idle Speed (rpm),12. Engine Control (EC) Ignition Relay Command,13. Engine Control (EC) Ignition Relay Feedback Signal (V),14. Engine Coolant Temperature (ECT) Sensor (degree C),15. Engine Load (%),16. Engine Oil Level Switch,17. Engine Oil Pressure Sensor (kPa),18. Engine Run Time,19. Engine Speed (rpm),20. Evaporative Emission (EVAP) Purge Solenoid Command (%),21. Evaporative Emission (EVAP) Vent Solenoid Command,22. Fuel Pump Relay Circuit Open Test Status,23. Fuel Pump Relay Circuit Short Gnd Test Status,24. Fuel Pump Relay Circuit Short Volts Test Status,25. Fuel Pump Relay Command,26. Fuel Tank Level Remaining (%),27. Fuel Tank Pressure Sensor (mmHg),28. Fuel Trim Cell (   ),29. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 (mV),30. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 (mV),31. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 (mV),32. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 (mV),33. Ignition 1 Signal (V),34. Ignition Accessory Signal,35. Ignition Off Time (min),36. Injector PWM Bank 1 (ms),37. Injector PWM Bank 2 (ms),38. Intake Air Temperature (IAT) Sensor (degree C),39. Intake Manifold Pressure (kPa),40. Long Term Fuel Trim (FT) Bank 1 (%),41. Long Term Fuel Trim (FT) Bank 2 (%),42. Loop Status,43. Malfunction Indicator Lamp (MIL) Circuit Open Test Status,44. Malfunction Indicator Lamp (MIL) Circuit Short Gnd Test Status,45. Malfunction Indicator Lamp (MIL) Circuit Short Volts Test Status,46. Malfunction Indicator Lamp (MIL) Command,47. Malfunction Indicator Lamp (MIL) Requested By DTC,48. Manifold Absolute Pressure (MAP) Sensor (kPa),49. Mass Air Flow (MAF) Sensor (g/s),50. Power Enrichment,51. Short Term Fuel Trim (FT) Bank 1 (%),52. Short Term Fuel Trim (FT) Bank 2 (%),53. Spark (deg),54. Throttle Position (TP) Indicated Angle (%),55. Vehicle Speed Sensor (km/h),56. Warm-Ups Since DTC Cleared (counts),57. Warm-Ups w/o Emission Faults (   ),58. Warm-Ups w/o Non-Emission Faults (   )
60,Park/Neutral,0.500,Off,16.336,13,98,Released,No,Inactive,Inactive,1112,On,14.400,23,43.922,OK,352,00:00:18,1067.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.591,14,134.549,416.667,217.014,434.028,14.617,On,0,3.335,3.290,13,55,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,43,18.320,Inactive,4.688,4.688,8,25.930,0,0,0,0
61,Park/Neutral,0.500,Off,15.586,13,98,Released,No,Inactive,Inactive,1112,On,14.300,23,44.706,OK,360,00:00:18,1029,0,Venting,Not Run,OK,Not Run,On,98.931,1.620,14,125.868,421.007,199.653,429.688,14.617,On,0,3.425,3.365,13,55,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,43,17.920,Inactive,5.469,5.469,11.500,25.793,0,0,0,0
62,Park/Neutral,0.500,Off,16.172,13,98,Released,No,Inactive,Inactive,1104,On,14.400,23,42.353,OK,364,00:00:19,1079,0,Venting,Not Run,OK,Not Run,On,98.931,1.647,14,117.188,421.007,186.632,429.688,14.617,On,0,3.320,3.275,13,55,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,43,17.860,Inactive,6.250,6.250,8.500,25.793,0,0,0,0
63,Park/Neutral,0.500,Off,15.922,13,98,Released,No,Inactive,Inactive,1104,On,14.400,23,42.745,OK,364,00:00:19,1068.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.607,14,117.188,416.667,177.951,425.347,14.617,On,0,3.350,3.350,13,56,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,42,17.720,Inactive,7.812,7.812,8,25.637,0,0,0,0
64,Park/Neutral,0.500,Off,15.727,13,98,Released,No,Inactive,Inactive,1104,On,14.400,23,42.745,OK,360,00:00:19,1064.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.642,14,117.188,421.007,164.931,421.007,14.617,On,0,3.471,3.441,13,56,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,42,17.800,Inactive,7.812,7.812,7.500,25.637,0,0,0,0
65,Park/Neutral,0.500,Off,15.938,13,98,Released,No,Inactive,Inactive,1096,On,14.400,23,41.961,OK,376,00:00:20,1078,0,Venting,Not Run,OK,Not Run,On,98.931,1.609,14,117.188,421.007,156.250,421.007,14.617,On,0,3.275,3.245,13,56,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,42,17.550,Inactive,8.594,8.594,7,25.637,0,0,0,0
66,Park/Neutral,0.500,Off,15.156,13,98,Released,No,Inactive,Inactive,1096,On,14.400,23,41.569,OK,360,00:00:20,1054.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.636,14,108.507,421.007,143.229,416.667,14.567,On,0,3.230,3.185,13,57,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,42,17.130,Inactive,8.594,8.594,7,25.363,0,0,0,0
67,Park/Neutral,0.500,Off,15.219,13,98,Released,No,Inactive,Inactive,1096,On,14.400,23,41.176,OK,356,00:00:21,1056.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,104.167,421.007,143.229,416.667,14.592,On,0,3.260,3.260,13,57,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,42,16.900,Inactive,9.375,9.375,8,25.363,0,0,0,0
68,Park/Neutral,0.500,Off,15.023,13,98,Released,No,Inactive,Inactive,1088,On,14.400,23,41.569,OK,360,00:00:21,1046,0,Venting,Not Run,OK,Not Run,On,98.931,1.636,14,104.167,421.007,138.889,407.986,14.617,On,0,3.290,3.275,13,57,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,41,17.020,Inactive,9.375,9.375,7.500,25.363,0,0,0,0
69,Park/Neutral,0.500,Off,15.141,13,98,Released,No,Inactive,Inactive,1088,On,14.400,23,41.176,OK,360,00:00:21,1056.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.615,14,108.507,416.667,138.889,403.646,14.617,On,0,3.350,3.335,13,57,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,41,16.970,Inactive,10.156,10.156,7.500,25.363,0,0,0,0
70,Park/Neutral,0.500,Off,15.242,13,98,Released,No,Inactive,Inactive,1088,On,14.400,23,41.176,OK,368,00:00:22,1060.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.598,14,108.507,421.007,138.889,399.306,14.642,On,0,3.305,3.290,13,57,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,41,16.970,Inactive,10.938,10.938,5,25.363,0,0,0,0
71,Park/Neutral,0.500,Off,15.188,13,98,Released,No,Inactive,Inactive,1080,On,14.400,23,41.176,OK,360,00:00:22,1062,0,Venting,Not Run,OK,Not Run,On,98.931,1.604,14,108.507,421.007,134.549,390.625,14.642,On,0,3.365,3.320,13,57,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,41,17.020,Inactive,10.938,10.938,5,25.363,0,0,0,0
72,Park/Neutral,0.500,Off,15.391,13,98,Released,No,Inactive,Inactive,1080,On,14.400,24,40.392,OK,352,00:00:23,1072.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.624,14,112.847,416.667,138.889,386.285,14.617,On,0,3.335,3.275,13,57,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,41,16.870,Inactive,11.719,11.719,4.500,25.363,0,0,0,0
73,Park/Neutral,0.500,Off,14.734,13,98,Released,No,Inactive,Inactive,1072,On,14.400,24,40.392,OK,364,00:00:23,1048.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.633,14,117.188,421.007,147.569,377.604,14.592,On,0,3.260,3.245,13,58,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,41,16.580,Inactive,11.719,11.719,6,25.227,0,0,0,0
74,Park/Neutral,0.500,Off,14.734,13,98,Released,No,Inactive,Inactive,1072,On,14.400,24,40.392,OK,356,00:00:23,1052.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.629,14,112.847,416.667,134.549,368.924,14.592,On,0,3.350,3.335,13,58,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,41,16.530,Inactive,12.500,12.500,5,25.227,0,0,0,0
75,Park/Neutral,0.500,Off,14.703,13,98,Released,No,Inactive,Inactive,1064,On,14.400,24,40.392,OK,360,00:00:24,1049.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.642,14,138.889,421.007,316.840,368.924,14.617,On,0,3.365,3.350,13,58,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,41,16.530,Inactive,12.500,12.500,5.500,25.227,0,0,0,0
76,Park/Neutral,0.500,Off,14.719,13,98,Released,No,Inactive,Inactive,1064,On,14.300,24,40.392,OK,368,00:00:24,1043.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.598,14,156.250,416.667,815.972,368.924,14.617,On,0,3.441,3.200,13,58,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,41,16.380,Inactive,13.281,7.031,5,25.070,0,0,0,0
77,Park/Neutral,0.500,Off,14.625,13,98,Released,No,Inactive,Inactive,1064,On,14.400,24,40.392,OK,364,00:00:25,1033,0,Venting,Not Run,OK,Not Run,On,98.931,1.618,14,859.375,416.667,251.736,347.222,14.642,On,0,3.185,3.215,13,57,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,41,16.330,Inactive,7.031,8.594,5.500,24.934,0,0,0,0
78,Park/Neutral,0.500,Off,14.359,13,98,Released,No,Inactive,Inactive,1056,On,14.400,24,40.392,OK,360,00:00:25,1021,0,Venting,Not Run,OK,Not Run,On,98.931,1.624,14,169.271,412.326,173.611,334.201,14.592,On,0,3.200,3.185,13,58,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,40,16.040,Inactive,8.594,8.594,8.500,24.797,0,0,0,0
79,Park/Neutral,0.500,Off,14.320,13,98,Released,No,Inactive,Inactive,1056,On,14.400,24,40,OK,356,00:00:25,1026.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.618,14,121.528,412.326,147.569,329.861,14.617,On,0,3.185,3.170,13,58,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,40,15.920,Inactive,8.594,8.594,6.500,24.797,0,0,0,0
80,Park/Neutral,0.500,Off,14.375,13,98,Released,No,Inactive,Inactive,1048,On,14.400,24,40,OK,360,00:00:26,1027.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.604,14,108.507,407.986,143.229,316.840,14.617,On,0,3.215,3.215,13,58,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,41,16.040,Inactive,8.594,9.375,5,24.797,0,0,0,0
81,Park/Neutral,0.500,Off,14.281,13,98,Released,No,Inactive,Inactive,1048,On,14.400,24,40,OK,352,00:00:26,1019,0,Venting,Not Run,OK,Not Run,On,98.931,1.615,14,112.847,407.986,273.438,316.840,14.617,On,0,3.245,3.245,13,58,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,40,15.830,Inactive,9.375,10.156,6,24.797,0,0,0,0
82,Park/Neutral,0.500,Off,13.914,13,98,Released,No,Inactive,Inactive,1040,On,14.400,24,39.216,OK,364,00:00:27,1015.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.580,14,112.847,407.986,776.910,308.160,14.617,On,0,3.140,3.140,13,58,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,40,15.450,Inactive,10.156,11.719,7,24.660,0,0,0,0
83,Park/Neutral,0.500,Off,13.633,13,98,Released,No,Inactive,Inactive,1032,On,14.400,24,37.255,OK,360,00:00:27,1012,0,Venting,Not Run,OK,Not Run,On,98.931,1.580,14,104.167,399.306,863.715,321.181,14.617,On,0,3.050,2.945,13,59,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,39,14.770,Inactive,12.500,11.719,6,24.367,0,0,0,0
84,Park/Neutral,0.500,Off,13.039,13,98,Released,No,Inactive,Inactive,1024,On,14.400,24,36.471,OK,368,00:00:27,991.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.602,14,238.715,403.646,837.674,312.500,14.592,On,0,2.960,2.885,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,39,14.140,Inactive,13.281,11.719,7,23.801,0,0,0,0
85,Park/Neutral,0.500,Off,12.750,13,98,Released,No,Inactive,Inactive,1016,On,14.400,24,37.255,OK,348,00:00:28,978.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.620,14,737.847,399.306,876.736,277.778,14.617,On,0,2.960,2.915,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,14.240,Inactive,8.594,7.812,8.500,23.801,0,0,0,0
86,Park/Neutral,0.500,Off,12.797,13,98,Released,No,Inactive,Inactive,1008,On,14.400,24,36.078,OK,368,00:00:28,985.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.613,14,772.569,399.306,907.118,269.097,14.592,On,0,2.870,2.825,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,13.960,Inactive,8.594,7.812,6,23.664,0,0,0,0
87,Park/Neutral,0.500,Off,12.227,13,98,Released,No,Inactive,Inactive,1000,On,14.300,24,36.863,OK,348,00:00:29,951.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.616,14,815.972,394.965,811.632,286.458,14.592,On,0,2.915,2.840,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,13.700,Inactive,8.594,7.812,8,23.664,0,0,0,0
88,Park/Neutral,0.500,Off,12.094,13,98,Released,No,Inactive,Inactive,992,On,14.400,24,36.863,OK,348,00:00:29,951,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,811.632,386.285,759.549,251.736,14.617,On,0,2.885,2.809,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,13.670,Inactive,7.812,7.031,7.500,23.234,0,0,0,0
89,Park/Neutral,0.500,Off,11.453,13,98,Released,No,Inactive,Inactive,984,On,14.400,24,36.471,OK,360,00:00:29,922.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.606,14,520.833,386.285,668.403,238.715,14.617,On,0,2.825,2.749,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,13.200,Inactive,7.031,6.250,11.500,23.098,0,0,0,0
90,Park/Neutral,0.500,Off,11.711,13,98,Released,No,Inactive,Inactive,976,On,14.400,25,36.078,OK,356,00:00:30,935.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.636,14,785.590,377.604,260.417,221.354,14.617,On,0,2.870,2.870,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,13.230,Inactive,9.375,8.594,11.500,23.234,0,0,0,0
91,Park/Neutral,0.500,Off,11.602,13,98,Released,No,Inactive,Inactive,968,On,14.400,25,35.294,OK,360,00:00:30,932.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.643,14,902.778,386.285,902.778,225.694,14.617,On,0,2.840,2.809,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,12.990,Inactive,7.812,8.594,10,23.098,0,0,0,0
92,Park/Neutral,0.500,Off,11.438,13,98,Released,No,Inactive,Inactive,960,On,14.400,25,36.078,OK,360,00:00:31,922.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.629,14,859.375,464.410,907.118,503.472,14.567,On,0,2.840,2.825,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,13.030,Inactive,7.812,8.594,8.500,22.941,0,0,0,0
93,Park/Neutral,0.500,Off,11.070,13,98,Released,No,Inactive,Inactive,952,On,14.400,25,34.902,OK,356,00:00:31,910.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.584,14,876.736,451.389,920.139,638.021,14.592,On,0,2.704,2.749,13,62,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,12.620,Inactive,7.031,8.594,8,22.805,0,0,0,0
94,Park/Neutral,0.500,Off,10.961,13,98,Released,No,Inactive,Inactive,944,On,14.400,25,34.902,OK,356,00:00:31,897.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.658,14,842.014,438.368,911.458,698.785,14.617,On,0,2.825,2.809,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,12.450,Inactive,7.031,7.031,10,22.668,0,0,0,0
95,Park/Neutral,0.500,Off,10.891,13,98,Released,No,Inactive,Inactive,936,On,14.400,25,34.510,OK,352,00:00:32,895,0,Venting,Not Run,OK,Not Run,On,98.931,1.690,14,828.993,399.306,907.118,681.424,14.617,On,0,2.614,2.689,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,12.250,Inactive,5.469,7.031,9,22.512,0,0,0,0
96,Park/Neutral,0.500,Off,10.766,13,98,Released,No,Inactive,Inactive,928,On,14.400,25,34.902,OK,348,00:00:32,878.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.665,14,442.708,368.924,885.417,651.042,14.567,On,0,2.840,2.749,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,12.280,Inactive,3.906,7.031,11,22.512,0,0,0,0
97,Park/Neutral,0.500,Off,10.945,13,98,Released,No,Inactive,Inactive,928,On,14.400,25,34.510,OK,356,00:00:33,891.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.631,14,91.146,334.201,850.694,577.257,14.567,On,0,2.794,2.719,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,12.230,Inactive,7.812,6.250,8.500,22.512,0,0,0,0
98,Park/Neutral,0.500,Off,10.797,13,98,Released,No,Inactive,Inactive,920,On,14.400,25,34.902,OK,360,00:00:33,881.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.634,14,177.951,325.521,768.229,434.028,14.592,On,0,2.825,2.689,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,12.130,Inactive,7.812,5.469,10,22.375,0,0,0,0
99,Park/Neutral,0.500,Off,10.820,13,98,Released,No,Inactive,Inactive,920,On,14.400,25,35.294,OK,352,00:00:33,877.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.615,14,828.993,321.181,533.854,208.333,14.592,On,0,2.764,2.644,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,12.120,Inactive,6.250,3.125,10.500,22.375,0,0,0,0
100,Park/Neutral,0.500,Off,10.875,13,98,Released,No,Inactive,Inactive,912,On,14.400,26,34.902,OK,348,00:00:34,877.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.584,14,815.972,316.840,199.653,164.931,14.567,On,0,2.764,2.764,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,12.170,Inactive,6.250,7.031,9.500,22.512,0,0,0,0
101,Park/Neutral,0.500,Off,10.422,13,98,Released,No,Inactive,Inactive,904,On,14.400,26,34.118,OK,344,00:00:34,856.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.618,14,677.083,316.840,833.333,151.910,14.567,On,0,2.689,2.674,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,11.670,Inactive,6.250,7.031,12.500,22.238,0,0,0,0
102,Park/Neutral,0.500,Off,10.383,13,98,Released,No,Inactive,Inactive,904,On,14.400,26,34.510,OK,348,00:00:35,853.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.618,14,104.167,303.819,815.972,164.931,14.567,On,0,2.779,2.689,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,11.700,Inactive,7.812,7.031,10,22.238,0,0,0,0
103,Park/Neutral,0.500,Off,10.188,13,98,Released,No,Inactive,Inactive,896,On,14.400,26,34.510,OK,348,00:00:35,844.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.604,14,108.507,295.139,837.674,151.910,14.567,On,0,2.719,2.644,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,11.560,Inactive,7.812,7.031,7.500,22.102,0,0,0,0
104,Park/Neutral,0.500,Off,10.289,13,98,Released,No,Inactive,Inactive,896,On,14.400,26,34.118,OK,340,00:00:35,847,0,Venting,Not Run,OK,Not Run,On,98.931,1.627,14,199.653,282.118,811.632,151.910,14.567,On,0,2.825,2.704,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,11.520,Inactive,7.812,7.031,11,22.102,0,0,0,0
105,Park/Neutral,0.500,Off,10.352,13,98,Released,No,Inactive,Inactive,888,On,14.400,26,34.118,OK,348,00:00:36,844.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.633,14,837.674,282.118,846.354,143.229,14.567,On,0,2.809,2.704,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,11.480,Inactive,8.594,7.031,11.500,22.102,0,0,0,0
106,Park/Neutral,0.500,Off,10.328,13,98,Released,No,Inactive,Inactive,888,On,14.400,26,34.510,OK,356,00:00:36,843.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.638,14,846.354,286.458,859.375,151.910,14.592,On,0,2.809,2.674,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,11.560,Inactive,8.594,5.469,10.500,22.102,0,0,0,0
107,Park/Neutral,0.500,Off,10.305,13,98,Released,No,Inactive,Inactive,880,On,14.400,26,34.510,OK,348,00:00:37,839.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.625,14,863.715,360.243,763.889,143.229,14.567,On,0,2.825,2.689,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,11.550,Inactive,8.594,5.469,9.500,22.102,0,0,0,0
108,Park/Neutral,0.500,Off,10.062,13,98,Released,No,Inactive,Inactive,872,On,14.400,26,33.725,OK,348,00:00:37,833.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.652,14,846.354,455.729,820.312,130.208,14.567,On,0,2.719,2.599,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,11.330,Inactive,8.594,5.469,7,21.809,0,0,0,0
109,Park/Neutral,0.500,Off,10,13,98,Released,No,Inactive,Inactive,872,On,14.400,26,34.118,OK,348,00:00:37,822.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.631,14,798.611,477.431,525.174,125.868,14.592,On,0,2.734,2.629,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,11.180,Inactive,7.031,4.688,10.500,21.809,0,0,0,0
110,Park/Neutral,0.500,Off,10.016,13,98,Released,No,Inactive,Inactive,864,On,14.400,26,33.725,OK,348,00:00:38,823.500,0,Venting,Not Run,OK,Not Run,On,98.931,1.622,14,698.785,421.007,729.167,112.847,14.567,On,0,2.704,2.659,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,11.160,Inactive,7.031,6.250,11.500,21.809,0,0,0,0
111,Park/Neutral,0.500,Off,10,13,98,Released,No,Inactive,Inactive,864,On,14.400,26,34.118,OK,344,00:00:38,814.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.640,14,143.229,303.819,447.049,108.507,14.567,On,0,2.764,2.674,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,11.130,Inactive,8.594,6.250,11.500,21.809,0,0,0,0
112,Park/Neutral,0.500,Off,9.977,13,98,Released,No,Inactive,Inactive,856,On,14.500,27,33.333,OK,356,00:00:39,821,0,Venting,Not Run,OK,Not Run,On,98.931,1.640,14,143.229,238.715,794.271,104.167,14.542,On,0,2.734,2.644,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,10.940,Inactive,8.594,6.250,8,21.672,0,0,0,0
113,Park/Neutral,0.500,Off,9.820,13,98,Released,No,Inactive,Inactive,856,On,14.400,27,34.118,OK,348,00:00:39,805,0,Venting,Not Run,OK,Not Run,On,98.931,1.618,14,633.681,234.375,785.590,112.847,14.592,On,0,2.840,2.749,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,37,11.080,Inactive,8.594,6.250,11,21.672,0,0,0,0
114,Park/Neutral,0.500,Off,10.008,13,98,Released,No,Inactive,Inactive,848,On,14.500,27,33.725,OK,344,00:00:39,818.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.640,14,859.375,221.354,846.354,104.167,14.567,On,0,2.764,2.674,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,11.020,Inactive,8.594,6.250,7.500,21.672,0,0,0,0
115,Park/Neutral,0.500,Off,9.891,13,98,Released,No,Inactive,Inactive,840,On,14.400,27,34.118,OK,344,00:00:40,807.750,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,842.014,234.375,837.674,117.188,14.592,On,0,2.840,2.734,13,61,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,11.090,Inactive,8.594,6.250,8,21.809,0,0,0,0
116,Park/Neutral,0.500,Off,9.945,13,98,Released,No,Inactive,Inactive,840,On,14.500,27,34.510,OK,344,00:00:40,803,0,Venting,Not Run,OK,Not Run,On,98.931,1.638,14,842.014,264.757,872.396,117.188,14.542,On,0,2.915,2.809,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,11.080,Inactive,8.594,6.250,9.500,21.809,0,0,0,0
117,Park/Neutral,0.500,Off,9.906,13,98,Released,No,Inactive,Inactive,832,On,14.500,27,34.510,OK,352,00:00:41,798,0,Venting,Not Run,OK,Not Run,On,98.931,1.649,14,855.035,325.521,876.736,138.889,14.567,On,0,2.885,2.779,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,11.130,Inactive,8.594,6.250,9.500,21.672,0,0,0,0
118,Park/Neutral,0.500,Off,9.766,13,98,Released,No,Inactive,Inactive,832,On,14.500,27,34.510,OK,348,00:00:41,786,0,Venting,Not Run,OK,Not Run,On,98.931,1.622,14,833.333,607.639,785.590,555.556,14.567,On,0,2.900,2.734,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,11.090,Inactive,8.594,4.688,8.500,21.809,0,0,0,0
119,Park/Neutral,0.500,Off,9.992,13,98,Released,No,Inactive,Inactive,824,On,14.500,27,34.510,OK,344,00:00:41,798,0,Venting,Not Run,OK,Not Run,On,98.931,1.636,14,828.993,655.382,416.667,203.993,14.542,On,0,2.855,2.794,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,11.080,Inactive,7.031,4.688,8.500,21.672,0,0,0,0
120,Park/Neutral,0.500,Off,9.953,13,98,Released,No,Inactive,Inactive,824,On,14.500,27,34.510,OK,356,00:00:42,795,0,Venting,Not Run,OK,Not Run,On,98.931,1.622,14,664.062,577.257,295.139,95.486,14.567,On,0,2.809,2.749,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,11.060,Inactive,7.031,6.250,9,21.809,0,0,0,0
121,Park/Neutral,0.500,Off,10.039,13,98,Released,No,Inactive,Inactive,816,On,14.500,27,34.118,OK,340,00:00:42,803.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.652,14,121.528,421.007,512.153,91.146,14.567,On,0,2.779,2.704,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,10.990,Inactive,8.594,6.250,6.500,21.672,0,0,0,0
122,Park/Neutral,0.500,Off,9.836,13,98,Released,No,Inactive,Inactive,816,On,14.400,27,33.725,OK,344,00:00:43,791.250,0,Venting,Not Run,OK,Not Run,On,98.931,1.672,14,104.167,208.333,546.875,86.806,14.592,On,0,2.794,2.704,13,60,-17.188,-18.750,Closed,OK,OK,Not Run,Off,No,38,10.840,Inactive,8.594,6.250,9,21.672,0,0,0,0
