Row,+BM Voltage [V],Atmosphere Pressure [kPa],Av Engine Speed of All Cyl [rpm],Battery Voltage [V],Calculate Load [%],Coolant Temp [degree C],Engine Speed [rpm],Engine Speed of Cyl Count1 [rpm],Engine Speed of Cyl Count2 [rpm],IGN Advance [deg],Injection Volum (Cylinder1) [ml],Knock Correct Learn Value [degree CA],Short FT (Bank1 Sensor1) [%],Short FT (Bank2 Sensor1) [%]
1254,13.690,97,51199.219,13.437,23.922,78,706.250,51199.219,51199.219,15,0.100,21,0,1.562
1255,13.690,96,51199.219,13.437,23.922,78,709.250,51199.219,51199.219,15,0.100,21,0,1.562
1256,13.690,97,51199.219,13.417,23.922,78,705.250,51199.219,51199.219,15,0.100,21,0.781,1.562
1257,13.690,97,51199.219,13.437,23.922,78,703,51199.219,51199.219,15,0.100,21,0.781,1.562
1258,13.693,97,51199.219,13.437,23.922,78,705.250,51199.219,51199.219,15,0.100,21,0.781,1.562
1259,13.729,97,51199.219,13.437,23.922,78,707.750,51199.219,51199.219,15,0.100,21,0,1.562
1260,13.729,96,51199.219,13.457,24.706,78,725.750,51199.219,51199.219,18,0.100,21,0.781,0.781
1261,13.732,96,51199.219,13.476,27.451,78,781.250,51199.219,51199.219,18.500,0.100,21,0.781,0.781
1262,13.768,96,51199.219,13.476,28.627,78,858.500,51199.219,51199.219,19.500,0.100,21,0.781,0.781
1263,13.711,97,51199.219,13.496,29.412,78,969.500,51199.219,51199.219,21.500,0.115,21,1.562,1.562
1264,13.730,97,51199.219,13.515,26.667,78,1079.500,51199.219,51199.219,23.500,0.115,21,1.562,2.344
1265,13.729,97,51199.219,13.496,23.922,78,1121,51199.219,51199.219,25.500,0.115,21,1.562,2.344
1266,13.783,97,51199.219,13.496,21.569,78,1094.500,51199.219,51199.219,11.500,0.115,21,0,1.562
1267,13.752,97,51199.219,13.496,20.784,78,1021.750,51199.219,51199.219,11,0.115,21,-2.344,0
1268,13.749,97,51199.219,13.496,21.961,78,982.750,51199.219,51199.219,10.500,0.115,21,-3.125,-0.781
1269,13.768,97,51199.219,13.476,22.745,78,942,51199.219,51199.219,11.500,0.115,21,-3.125,-1.562
1270,13.727,97,51199.219,13.496,23.922,78,946,51199.219,51199.219,20,0.108,21,-3.125,-2.344
1271,13.770,97,51199.219,13.496,24.314,78,959.250,51199.219,51199.219,21.500,0.108,21,-3.125,-3.125
1272,13.770,97,51199.219,13.496,24.706,78,982,51199.219,51199.219,22,0.108,21,-2.344,-3.125
1273,13.771,97,51199.219,13.515,25.098,78,1017,51199.219,51199.219,23,0.108,21,-2.344,-3.125
1274,13.788,97,51199.219,13.515,25.098,78,1061.500,51199.219,51199.219,24,0.108,21,-1.562,-3.125
1275,13.789,97,51199.219,13.515,25.098,78,1094.500,51199.219,51199.219,24.500,0.108,21,0,-2.344
1276,13.789,97,51199.219,13.515,25.490,78,1125,51199.219,51199.219,25.500,0.108,21,0.781,-1.562
1277,13.754,97,51199.219,13.515,25.490,78,1159.250,51199.219,51199.219,26,0.108,21,0.781,-0.781
1278,13.749,97,51199.219,13.515,25.098,78,1188.250,51199.219,51199.219,27,0.119,21,0.781,0
1279,13.760,97,51199.219,13.535,24.706,78,1214,51199.219,51199.219,27,0.119,21,0.781,0.781
1280,13.787,97,51199.219,13.515,24.314,78,1228.750,51199.219,51199.219,27,0.119,21,0,0.781
1281,13.787,97,51199.219,13.515,23.922,78,1234.250,51199.219,51199.219,27,0.119,21,-0.781,0.781
1282,13.793,97,51199.219,13.535,23.529,78,1233.500,51199.219,51199.219,27,0.119,21,-0.781,0
1283,13.807,97,51199.219,13.515,23.529,78,1236.500,51199.219,51199.219,27,0.119,21,-0.781,0
1284,13.807,97,51199.219,13.535,23.922,78,1237.500,51199.219,51199.219,27,0.108,21,-0.781,0
1285,13.807,97,51199.219,13.535,24.314,78,1241.250,51199.219,51199.219,27,0.108,21,0,0
1286,13.807,97,51199.219,13.535,23.922,78,1248.250,51199.219,51199.219,27,0.108,21,0,-0.781
1287,13.809,97,51199.219,13.535,24.314,78,1255.250,51199.219,51199.219,27,0.108,21,0.781,0
1288,13.810,97,51199.219,13.535,24.706,78,1271,51199.219,51199.219,27,0.108,21,0.781,0
1289,13.809,97,51199.219,13.535,25.098,78,1299,51199.219,51199.219,27,0.108,21,1.562,0
1290,13.789,97,51199.219,13.535,25.098,78,1323.250,51199.219,51199.219,27.500,0.108,21,2.344,0
1291,13.755,97,51199.219,13.535,24.314,78,1344.500,51199.219,51199.219,27.500,0.113,21,2.344,0
1292,13.768,97,51199.219,13.535,23.922,78,1357,51199.219,51199.219,27.500,0.113,21,3.125,0
1293,13.798,97,51199.219,13.535,23.922,78,1364.750,51199.219,51199.219,27.500,0.113,21,3.125,0
1294,13.800,97,51199.219,13.554,23.922,78,1371.750,51199.219,51199.219,27.500,0.113,21,2.344,-0.781
1295,13.798,97,51199.219,13.535,23.529,78,1370.250,51199.219,51199.219,27.500,0.113,21,2.344,-0.781
1296,13.806,97,51199.219,13.535,23.529,78,1367.750,51199.219,51199.219,27.500,0.113,21,0.781,-1.562
1297,13.750,97,51199.219,13.554,22.745,78,1342.750,51199.219,51199.219,27.500,0.108,21,1.562,-1.562
1298,13.770,97,51199.219,13.535,19.608,78,1274,51199.219,51199.219,27,0.108,21,0.781,-2.344
1299,13.807,97,51199.219,13.515,19.216,78,1138.250,51199.219,51199.219,21,0.108,21,0.781,-1.562
1300,13.730,97,51199.219,13.535,20.392,78,1096,51199.219,51199.219,21,0.108,21,1.562,-0.781
1301,13.788,97,51199.219,13.515,20.392,78,1051.500,51199.219,51199.219,21,0.108,21,0.781,-0.781
1302,13.789,97,51199.219,13.515,20,78,998.250,51199.219,51199.219,20.500,0.108,21,0,-1.562
1303,13.779,97,51199.219,13.515,20.392,78,953.750,51199.219,51199.219,20,0.108,21,-1.562,-2.344
1304,13.773,97,51199.219,13.515,20.784,78,896.750,51199.219,51199.219,19.500,0.087,21,-2.344,-3.125
1305,13.750,97,51199.219,13.496,21.961,78,869.500,51199.219,51199.219,19,0.087,21,-3.125,-3.906
1306,13.749,97,51199.219,13.496,22.353,78,838.250,51199.219,51199.219,18.500,0.087,21,-3.906,-3.906
1307,13.713,97,51199.219,13.476,23.137,78,814,51199.219,51199.219,18,0.087,21,-3.906,-3.906
1308,13.708,97,51199.219,13.476,23.529,78,796.750,51199.219,51199.219,17.500,0.087,21,-3.906,-3.906
1309,13.729,97,51199.219,13.476,23.922,78,770.250,51199.219,51199.219,17,0.087,21,-3.906,-3.906
1310,13.721,97,51199.219,13.476,24.314,78,771.750,51199.219,51199.219,17,0.087,21,-3.125,-3.125
1311,13.710,96,51199.219,13.476,24.314,78,771.750,51199.219,51199.219,17,0.087,21,-2.344,-3.125
1312,13.711,96,51199.219,13.476,23.922,78,774,51199.219,51199.219,17,0.087,21,-2.344,-3.125
1313,13.715,96,51199.219,13.476,23.922,78,773.250,51199.219,51199.219,17,0.087,21,-1.562,-3.125
1314,13.726,97,51199.219,13.476,23.529,78,775.750,51199.219,51199.219,17,0.099,21,-1.562,-2.344
1315,13.726,97,51199.219,13.496,23.529,78,775.750,51199.219,51199.219,17,0.099,21,-1.562,-2.344
1316,13.711,97,51199.219,13.476,23.529,78,776.500,51199.219,51199.219,17,0.099,21,-1.562,-1.562
1317,13.726,96,51199.219,13.476,23.529,78,765.500,51199.219,51199.219,17,0.099,21,-1.562,-1.562
1318,13.711,96,51199.219,13.476,23.137,78,764,51199.219,51199.219,17,0.099,21,-1.562,-1.562
1319,13.719,96,51199.219,13.476,23.529,78,760.750,51199.219,51199.219,17,0.099,21,-1.562,-1.562
1320,13.729,97,51199.219,13.476,23.529,78,760,51199.219,51199.219,17,0.099,21,-1.562,-0.781
1321,13.722,97,51199.219,13.496,23.529,78,758.500,51199.219,51199.219,17,0.099,21,-1.562,-0.781
1322,13.729,96,51199.219,13.476,23.529,78,767,51199.219,51199.219,17,0.099,21,-1.562,-0.781
1323,13.710,96,51199.219,13.476,23.529,78,771.750,51199.219,51199.219,17,0.099,21,-1.562,0
1324,13.691,96,51199.219,13.476,23.529,78,770.250,51199.219,51199.219,17,0.098,21,-1.562,0
1325,13.710,97,51199.219,13.476,23.529,78,767,51199.219,51199.219,17,0.098,21,-1.562,0
1326,13.721,97,51199.219,13.476,23.137,78,761.500,51199.219,51199.219,17,0.098,21,-1.562,0.781
1327,13.711,97,51199.219,13.476,23.137,78,757.750,51199.219,51199.219,17,0.098,21,-1.562,0.781
1328,13.711,96,51199.219,13.476,23.137,78,751.500,51199.219,51199.219,17,0.098,21,-1.562,0.781
1329,13.710,97,51199.219,13.476,23.137,78,745.250,51199.219,51199.219,17,0.098,21,-1.562,0.781
1330,13.690,96,51199.219,13.476,23.137,78,737.500,51199.219,51199.219,17,0.098,21,-1.562,0.781
1331,13.680,97,51199.219,13.457,23.529,78,740.500,51199.219,51199.219,17,0.098,21,-1.562,0.781
1332,13.705,97,51199.219,13.476,23.529,78,735,51199.219,51199.219,17,0.098,21,-1.562,0.781
1333,13.711,97,51199.219,13.476,23.137,78,735,51199.219,51199.219,17,0.098,21,-1.562,0.781
1334,13.715,96,51199.219,13.476,23.137,78,727.250,51199.219,51199.219,17,0.098,21,-1.562,0.781
1335,13.729,96,51199.219,13.476,23.137,79,723.250,51199.219,51199.219,17,0.096,21,-1.562,0.781
1336,13.711,96,51199.219,13.476,23.529,79,724,51199.219,51199.219,17,0.096,21,-1.562,0.781
1337,13.712,97,51199.219,13.476,23.529,79,720.250,51199.219,51199.219,17,0.096,21,-1.562,0.781
1338,13.721,97,51199.219,13.457,23.529,79,718.750,51199.219,51199.219,17,0.096,21,-1.562,0.781
1339,13.711,96,51199.219,13.476,23.529,79,713.250,51199.219,51199.219,17,0.096,21,-1.562,0.781
1340,13.712,97,51199.219,13.457,23.529,79,717,51199.219,51199.219,17,0.096,21,-1.562,1.562
1341,13.728,96,51199.219,13.457,23.529,79,713.250,51199.219,51199.219,17,0.096,21,-1.562,1.562
1342,13.711,97,51199.219,13.476,23.529,79,711.500,51199.219,51199.219,17,0.096,21,-0.781,1.562
1343,13.729,97,51199.219,13.476,23.529,79,720.250,51199.219,51199.219,17,0.096,21,-0.781,1.562
1344,13.729,97,51199.219,13.476,23.529,79,723.250,51199.219,51199.219,16.500,0.096,21,-0.781,1.562
1345,13.711,96,51199.219,13.457,23.529,79,717.750,51199.219,51199.219,16,0.096,21,-0.781,2.344
1346,13.729,96,51199.219,13.457,23.529,79,718.750,51199.219,51199.219,15,0.097,21,-0.781,2.344
1347,13.728,96,51199.219,13.476,23.529,79,716.250,51199.219,51199.219,15,0.097,21,-0.781,2.344
1348,13.712,97,51199.219,13.476,23.922,79,717.750,51199.219,51199.219,15,0.097,21,-0.781,2.344
1349,13.711,97,51199.219,13.457,23.529,79,707,51199.219,51199.219,15,0.097,21,-0.781,2.344
1350,13.711,97,51199.219,13.476,23.529,79,709.250,51199.219,51199.219,15.500,0.097,21,-0.781,2.344
1351,13.722,97,51199.219,13.476,23.529,79,710.750,51199.219,51199.219,15,0.097,21,-0.781,2.344
1352,13.729,96,51199.219,13.476,23.922,79,714,51199.219,51199.219,15,0.097,21,-0.781,2.344
1353,13.729,96,51199.219,13.457,23.922,79,714.750,51199.219,51199.219,15,0.097,21,-0.781,2.344
1354,13.721,97,51199.219,13.476,23.922,79,714.750,51199.219,51199.219,15,0.097,21,-0.781,2.344
1355,13.729,97,51199.219,13.476,23.922,79,716.250,51199.219,51199.219,15,0.097,21,-0.781,2.344
1356,13.729,96,51199.219,13.476,23.529,79,714.750,51199.219,51199.219,15,0.097,21,-0.781,2.344
1357,13.711,97,51199.219,13.457,23.922,79,709.250,51199.219,51199.219,15,0.098,21,-0.781,2.344
1358,13.715,96,51199.219,13.476,23.922,79,706.250,51199.219,51199.219,15,0.098,21,-0.781,2.344
1359,13.721,97,51199.219,13.457,23.922,79,703.750,51199.219,51199.219,15,0.098,21,-0.781,2.344
1360,13.711,97,51199.219,13.457,23.922,79,700,51199.219,51199.219,15,0.098,21,-0.781,1.562
1361,13.719,97,51199.219,13.457,23.922,79,699,51199.219,51199.219,15,0.098,21,-0.781,1.562
1362,13.729,97,51199.219,13.476,23.922,79,703.750,51199.219,51199.219,15,0.098,21,-0.781,1.562
1363,13.712,96,51199.219,13.476,23.922,79,706.250,51199.219,51199.219,15,0.098,21,-0.781,1.562
1364,13.729,96,51199.219,13.476,23.922,79,713.250,51199.219,51199.219,15,0.098,21,-0.781,1.562
1365,13.729,97,51199.219,13.476,23.922,79,710,51199.219,51199.219,15,0.098,21,-0.781,1.562
1366,13.722,97,51199.219,13.476,23.922,79,714.750,51199.219,51199.219,15,0.098,21,-0.781,1.562
1367,13.729,97,51199.219,13.476,23.922,79,714.750,51199.219,51199.219,15,0.098,21,0,1.562
1368,13.729,97,51199.219,13.457,23.922,79,712.500,51199.219,51199.219,15,0.100,21,0,1.562
1369,13.729,96,51199.219,13.476,23.922,79,715.500,51199.219,51199.219,15,0.100,21,-0.781,1.562
1370,13.732,97,51199.219,13.457,23.529,79,715.500,51199.219,51199.219,15,0.100,21,-0.781,1.562
1371,13.729,97,51199.219,13.476,23.529,79,717.750,51199.219,51199.219,15,0.100,21,-0.781,1.562
1372,13.721,97,51199.219,13.476,23.922,79,706.250,51199.219,51199.219,15,0.100,21,-0.781,1.562
1373,13.730,97,51199.219,13.476,23.922,79,714,51199.219,51199.219,15,0.100,21,-0.781,0.781
1374,13.729,97,51199.219,13.457,23.922,79,708.500,51199.219,51199.219,15,0.100,21,-0.781,0.781
1375,13.721,96,51199.219,13.476,23.922,79,701.500,51199.219,51199.219,15,0.100,21,-0.781,0.781
1376,13.713,97,51199.219,13.457,23.922,79,703.750,51199.219,51199.219,15,0.100,21,-0.781,0.781
1377,13.721,97,51199.219,13.476,23.922,79,702.250,51199.219,51199.219,15,0.100,21,-0.781,0.781
1378,13.729,97,51199.219,13.476,23.922,79,703.750,51199.219,51199.219,15,0.100,21,-0.781,1.562
1379,13.729,97,51199.219,13.476,23.922,79,706.250,51199.219,51199.219,15,0.100,21,-0.781,1.562
1380,13.728,96,51199.219,13.476,23.922,79,702.250,51199.219,51199.219,15,0.099,21,-0.781,1.562
1381,13.711,96,51199.219,13.476,23.922,79,708.500,51199.219,51199.219,15,0.099,21,-0.781,1.562
1382,13.729,97,51199.219,13.476,23.922,79,707.750,51199.219,51199.219,15,0.099,21,0,1.562
1383,13.729,97,51199.219,13.457,23.922,79,704.500,51199.219,51199.219,15,0.099,21,0,1.562
1384,13.729,97,51199.219,13.476,23.922,79,713.250,51199.219,51199.219,15,0.099,21,0,1.562
1385,13.711,97,51199.219,13.457,23.922,79,700,51199.219,51199.219,15,0.099,21,0,1.562
1386,13.729,96,51199.219,13.476,23.922,79,706.250,51199.219,51199.219,15,0.099,21,0.781,1.562
1387,13.750,97,51199.219,13.476,23.922,79,710.750,51199.219,51199.219,15,0.099,21,0.781,1.562
1388,13.768,96,51199.219,13.476,24.706,79,725,51199.219,51199.219,14.500,0.099,21,0.781,1.562
1389,13.770,97,51199.219,13.476,24.706,79,743.750,51199.219,51199.219,12,0.099,21,1.562,1.562
1390,13.767,97,51199.219,13.496,25.098,79,749,51199.219,51199.219,12.500,0.099,21,1.562,1.562
1391,13.771,97,51199.219,13.496,25.882,79,781.250,51199.219,51199.219,18,0.104,21,1.562,1.562
1392,13.788,96,51199.219,13.515,26.275,79,834.250,51199.219,51199.219,19,0.104,21,1.562,1.562
1393,13.789,96,51199.219,13.535,26.667,79,904.500,51199.219,51199.219,20.500,0.104,21,1.562,2.344
1394,13.807,97,51199.219,13.535,26.275,79,985.750,51199.219,51199.219,22,0.104,21,1.562,2.344
1395,13.827,97,51199.219,13.535,25.490,80,1068.750,51199.219,51199.219,23,0.104,21,1.562,2.344
1396,13.809,97,51199.219,13.554,25.098,80,1146.750,51199.219,51199.219,25.500,0.104,21,1.562,2.344
1397,13.770,96,51199.219,13.535,24.706,80,1198.250,51199.219,51199.219,26.500,0.104,21,0.781,2.344
1398,13.784,96,51199.219,13.535,23.137,80,1231.250,51199.219,51199.219,27,0.104,21,0,2.344
1399,13.788,96,51199.219,13.554,22.353,80,1247.500,51199.219,51199.219,27,0.121,21,-1.562,2.344
1400,13.807,97,51199.219,13.554,21.961,80,1240.500,51199.219,51199.219,27,0.121,21,-2.344,1.562
1401,13.827,97,51199.219,13.535,21.569,80,1225,51199.219,51199.219,27,0.121,21,-2.344,0.781
1402,13.828,97,51199.219,13.554,21.961,80,1215.500,51199.219,51199.219,27,0.121,21,-2.344,0
1403,13.828,96,51199.219,13.554,22.353,80,1210,51199.219,51199.219,27,0.121,21,-2.344,0
1404,13.843,96,51199.219,13.554,22.745,80,1212.500,51199.219,51199.219,27,0.121,21,-1.562,0.781
1405,13.828,96,51199.219,13.554,23.137,80,1229.500,51199.219,51199.219,27,0.096,21,-0.781,0.781
1406,13.832,97,51199.219,13.554,23.529,80,1246,51199.219,51199.219,27,0.096,21,0,1.562
1407,13.845,97,51199.219,13.554,23.529,80,1263.250,51199.219,51199.219,27,0.096,21,0,2.344
1408,13.837,97,51199.219,13.574,23.922,80,1294.500,51199.219,51199.219,27,0.096,21,0,2.344
1409,13.812,97,51199.219,13.574,24.706,80,1332,51199.219,51199.219,27.500,0.096,21,0.781,3.125
1410,13.837,97,51199.219,13.554,25.490,80,1376.500,51199.219,51199.219,27.500,0.096,21,0.781,3.125
1411,13.848,97,51199.219,13.574,26.275,80,1424,51199.219,51199.219,27.500,0.115,21,1.562,3.125
1412,13.851,97,51199.219,13.574,26.275,80,1467.750,51199.219,51199.219,27.500,0.115,21,1.562,3.906
1413,13.862,97,51199.219,13.574,26.275,80,1515.500,51199.219,51199.219,28,0.115,21,3.125,3.906
1414,13.813,97,51199.219,13.574,25.882,80,1552.250,51199.219,51199.219,28,0.115,21,3.125,3.906
1415,13.817,97,51199.219,13.574,25.098,80,1578.750,51199.219,51199.219,28,0.115,21,1.562,3.125
1416,13.809,97,51199.219,13.574,24.706,80,1603.750,51199.219,51199.219,28,0.122,21,0,2.344
1417,13.809,97,51199.219,13.593,24.314,80,1611.500,51199.219,51199.219,28,0.122,21,-0.781,1.562
1418,13.817,97,51199.219,13.574,23.529,80,1614.750,51199.219,51199.219,28,0.122,21,-1.562,0.781
1419,13.837,97,51199.219,13.574,23.137,79,1603.750,51199.219,51199.219,28,0.122,21,-1.562,0
1420,13.828,97,51199.219,13.593,23.137,79,1590.500,51199.219,51199.219,28,0.122,21,-1.562,0
1421,13.832,97,51199.219,13.593,23.137,80,1573.250,51199.219,51199.219,28,0.104,21,-1.562,0
1422,13.843,97,51199.219,13.574,23.529,79,1558.500,51199.219,51199.219,28,0.104,21,-0.781,0
1423,13.828,97,51199.219,13.593,23.529,79,1550.750,51199.219,51199.219,28,0.104,21,0,0
1424,13.837,97,51199.219,13.593,23.529,79,1539,51199.219,51199.219,28,0.104,21,0,0.781
1425,13.846,97,51199.219,13.574,23.922,79,1531.250,51199.219,51199.219,28,0.104,21,0,1.562
1426,13.809,97,51199.219,13.593,23.922,79,1530.250,51199.219,51199.219,28,0.104,21,0,1.562
1427,13.810,97,51199.219,13.593,23.529,79,1526.500,51199.219,51199.219,28,0.106,21,0.781,2.344
1428,13.846,97,51199.219,13.593,23.529,79,1518.750,51199.219,51199.219,28,0.106,21,0.781,2.344
1429,13.846,97,51199.219,13.593,23.529,79,1509.250,51199.219,51199.219,28,0.106,21,0,2.344
1430,13.849,97,51199.219,13.593,23.529,79,1503.750,51199.219,51199.219,28,0.106,21,-0.781,1.562
1431,13.848,97,51199.219,13.574,23.529,79,1494.500,51199.219,51199.219,28,0.106,21,-0.781,1.562
1432,13.829,97,51199.219,13.593,23.529,79,1490.500,51199.219,51199.219,28,0.104,21,-0.781,1.562
1433,13.817,97,51199.219,13.593,23.529,79,1482,51199.219,51199.219,27.500,0.104,21,-0.781,1.562
1434,13.826,97,51199.219,13.593,23.529,79,1482.750,51199.219,51199.219,27.500,0.104,21,-0.781,0.781
1435,13.827,97,51199.219,13.593,23.529,79,1473.250,51199.219,51199.219,27.500,0.104,21,-1.562,1.562
1436,13.832,97,51199.219,13.574,23.529,79,1464.750,51199.219,51199.219,27.500,0.104,21,-1.562,0.781
1437,13.809,97,51199.219,13.574,23.529,79,1455.250,51199.219,51199.219,27.500,0.104,21,-1.562,0.781
1438,13.807,97,51199.219,13.593,23.529,79,1446.750,51199.219,51199.219,27.500,0.104,21,-1.562,0.781
1439,13.807,97,51199.219,13.574,23.137,79,1439,51199.219,51199.219,27.500,0.104,21,-2.344,0
1440,13.809,97,51199.219,13.574,23.137,79,1427.250,51199.219,51199.219,27.500,0.104,21,-2.344,0
1441,13.807,97,51199.219,13.593,22.745,79,1411.500,51199.219,51199.219,27.500,0.104,21,-2.344,-0.781
1442,13.809,97,51199.219,13.574,22.745,79,1385,51199.219,51199.219,27.500,0.104,21,-2.344,-1.562
1443,13.799,97,51199.219,13.574,22.745,79,1350,51199.219,51199.219,27.500,0.099,21,-3.125,-1.562
1444,13.789,97,51199.219,13.593,22.353,79,1317.750,51199.219,51199.219,27.500,0.099,21,-2.344,-1.562
1445,13.807,97,51199.219,13.574,21.961,79,1267.750,51199.219,51199.219,27,0.099,21,-2.344,-1.562
1446,13.818,97,51199.219,13.574,21.569,79,1225.750,51199.219,51199.219,27,0.099,21,-2.344,-1.562
1447,13.809,97,51199.219,13.574,21.961,79,1179.500,51199.219,51199.219,27,0.099,21,-1.562,-1.562
1448,13.828,97,51199.219,13.574,21.961,79,1157,51199.219,51199.219,26,0.099,21,-0.781,-1.562
1449,13.845,97,51199.219,13.554,22.353,79,1137.500,51199.219,51199.219,26,0.094,21,-0.781,-1.562
1450,13.828,97,51199.219,13.574,23.137,79,1126.500,51199.219,51199.219,25.500,0.094,21,-0.781,-1.562
1451,13.846,97,51199.219,13.554,23.529,79,1132.750,51199.219,51199.219,25.500,0.094,21,0,-0.781
1452,13.846,97,51199.219,13.574,23.922,79,1148.250,51199.219,51199.219,25.500,0.094,21,0,0
1453,13.842,97,51199.219,13.574,24.314,79,1157.750,51199.219,51199.219,26,0.094,21,0.781,0.781
1454,13.846,97,51199.219,13.574,24.314,79,1184.250,51199.219,51199.219,26.500,0.094,21,0.781,0.781
1455,13.846,97,51199.219,13.574,24.314,79,1203,51199.219,51199.219,27,0.094,21,0.781,1.562
1456,13.846,97,51199.219,13.574,24.314,79,1225,51199.219,51199.219,27,0.111,21,0,1.562
1457,13.846,97,51199.219,13.574,23.922,79,1239.750,51199.219,51199.219,27,0.111,21,0,1.562
1458,13.828,97,51199.219,13.574,23.922,79,1256.250,51199.219,51199.219,27,0.111,21,-0.781,1.562
1459,13.802,97,51199.219,13.574,23.529,79,1256.250,51199.219,51199.219,27,0.111,21,-0.781,0.781
1460,13.810,97,51199.219,13.574,23.137,79,1250.750,51199.219,51199.219,27,0.111,21,-1.562,0
1461,13.826,97,51199.219,13.574,23.137,79,1240.500,51199.219,51199.219,27,0.111,21,-0.781,-0.781
1462,13.817,97,51199.219,13.574,23.137,79,1231.250,51199.219,51199.219,27,0.111,21,-0.781,-1.562
1463,13.831,97,51199.219,13.574,23.137,79,1213.250,51199.219,51199.219,27,0.104,21,-0.781,-1.562
1464,13.843,97,51199.219,13.574,23.137,79,1210,51199.219,51199.219,27,0.104,21,-0.781,-1.562
1465,13.829,97,51199.219,13.574,23.137,79,1203.750,51199.219,51199.219,27,0.104,21,0,-1.562
1466,13.846,97,51199.219,13.574,23.137,79,1193.750,51199.219,51199.219,27,0.104,21,0,-1.562
1467,13.843,97,51199.219,13.574,23.529,79,1188.250,51199.219,51199.219,27,0.104,21,0,-0.781
1468,13.828,97,51199.219,13.574,23.529,79,1193.750,51199.219,51199.219,27,0.104,21,0,-0.781
1469,13.837,97,51199.219,13.574,23.529,79,1196.750,51199.219,51199.219,27,0.104,21,0,0
1470,13.843,97,51199.219,13.574,23.529,79,1197.500,51199.219,51199.219,27,0.104,21,0,0
1471,13.828,97,51199.219,13.574,23.529,79,1199,51199.219,51199.219,27,0.104,21,-0.781,0
1472,13.828,97,51199.219,13.574,23.529,79,1198.250,51199.219,51199.219,27,0.104,21,-0.781,0
1473,13.809,97,51199.219,13.574,23.529,79,1203.750,51199.219,51199.219,27,0.104,21,-0.781,0
1474,13.809,97,51199.219,13.574,23.529,79,1195.250,51199.219,51199.219,27,0.104,21,-0.781,0
1475,13.827,97,51199.219,13.574,23.529,79,1193.750,51199.219,51199.219,27,0.104,21,-1.562,0
1476,13.827,97,51199.219,13.574,23.529,79,1193.750,51199.219,51199.219,27,0.105,21,-1.562,0
1477,13.827,97,51199.219,13.574,23.137,79,1189,51199.219,51199.219,26.500,0.105,21,-1.562,0
1478,13.827,97,51199.219,13.574,23.137,79,1185.750,51199.219,51199.219,26.500,0.105,21,-1.562,0
1479,13.827,97,51199.219,13.574,23.529,79,1185.750,51199.219,51199.219,26.500,0.105,21,-1.562,0
1480,13.827,97,51199.219,13.574,23.529,79,1188.250,51199.219,51199.219,26.500,0.105,21,-1.562,0
1481,13.827,97,51199.219,13.574,23.137,79,1187.500,51199.219,51199.219,26.500,0.105,21,-1.562,0
1482,13.826,97,51199.219,13.574,23.137,79,1185,51199.219,51199.219,26.500,0.105,21,-0.781,0
1483,13.827,97,51199.219,13.574,23.137,79,1185.750,51199.219,51199.219,26.500,0.103,21,-0.781,0
1484,13.827,97,51199.219,13.574,23.529,79,1185.750,51199.219,51199.219,26.500,0.103,21,-0.781,0
1485,13.827,97,51199.219,13.574,23.529,79,1184.250,51199.219,51199.219,26.500,0.103,21,-1.562,0
1486,13.827,97,51199.219,13.574,23.529,79,1185.750,51199.219,51199.219,26.500,0.103,21,-1.562,0
1487,13.827,97,51199.219,13.574,23.529,79,1185,51199.219,51199.219,26.500,0.103,21,-1.562,0
1488,13.827,97,51199.219,13.574,23.529,79,1189,51199.219,51199.219,26.500,0.103,21,-1.562,0
1489,13.827,97,51199.219,13.574,23.529,79,1191.250,51199.219,51199.219,27,0.104,21,-1.562,0
1490,13.827,97,51199.219,13.574,23.529,79,1192,51199.219,51199.219,27,0.104,21,-2.344,0
1491,13.827,97,51199.219,13.574,23.529,79,1185,51199.219,51199.219,26.500,0.104,21,-2.344,-0.781
1492,13.827,97,51199.219,13.574,23.529,79,1183.500,51199.219,51199.219,26.500,0.104,21,-2.344,-0.781
1493,13.827,97,51199.219,13.574,23.529,79,1185.750,51199.219,51199.219,26.500,0.104,21,-2.344,-0.781
1494,13.827,97,51199.219,13.574,23.529,79,1184.250,51199.219,51199.219,26.500,0.104,21,-2.344,-0.781
1495,13.846,97,51199.219,13.574,23.529,79,1185.750,51199.219,51199.219,26.500,0.104,21,-3.125,-0.781
1496,13.866,97,51199.219,13.574,23.529,79,1187.500,51199.219,51199.219,26.500,0.104,21,-2.344,-0.781
1497,13.862,97,51199.219,13.574,24.706,79,1204.500,51199.219,51199.219,27,0.104,21,-2.344,-0.781
1498,13.848,97,51199.219,13.593,25.882,79,1233.500,51199.219,51199.219,27,0.104,21,-1.562,-0.781
1499,13.866,97,51199.219,13.593,26.667,79,1278.750,51199.219,51199.219,27,0.104,21,-1.562,0
1500,13.866,97,51199.219,13.574,26.667,79,1342,51199.219,51199.219,27.500,0.104,21,-0.781,1.562
1501,13.856,97,51199.219,13.593,27.059,79,1402.250,51199.219,51199.219,27.500,0.104,21,0,2.344
1502,13.827,97,51199.219,13.593,26.667,79,1457.750,51199.219,51199.219,27.500,0.124,21,0.781,2.344
1503,13.809,97,51199.219,13.593,25.882,79,1493.750,51199.219,51199.219,28,0.124,21,2.344,2.344
1504,13.827,97,51199.219,13.593,23.529,79,1504.500,51199.219,51199.219,28,0.124,21,1.562,1.562
