Row,5 Volt Reference 1 [V],5 Volt Reference 2 [V],Accelerator Pedal Position (APP) Indicated Angle [%],Barometric Pressure (BARO) [kPa],Camshaft Position (CMP) Active Counter [counts],Camshaft Position (CMP) Sensor [rpm],Crankshaft Position (CKP) Active Counter [counts],Crankshaft Position (CKP) Resync Counter [counts],Crankshaft Position (CKP) Sensor [rpm],Engine Coolant Temperature (ECT) Sensor [degree C],Engine Load [%],Engine Run Time,Engine Speed [rpm],Ignition 1 Signal [V],Intake Air Temperature (IAT) Sensor [degree C],Knock Detected Cylinder 1,Knock Detected Cylinder 2,Knock Detected Cylinder 3,Knock Detected Cylinder 4,Knock Detected Cylinder 5,Knock Detected Cylinder 6,Knock Detected Cylinder 7,Knock Detected Cylinder 8,Knock Retard [deg],Malfunction Indicator Lamp (MIL) Requested By DTC,Manifold Absolute Pressure (MAP) Sensor [kPa],Mass Air Flow (MAF) Sensor [g/s],Spark [deg],Throttle Position (TP) Indicated Angle [%],Torque Management Spark Retard [deg],Total Knock Retard [deg],Vehicle Speed Sensor [km/h]
145,5.043,5.043,0.500,98,171,584,106,0,586,85,21.961,00:03:50,582.250,13.746,24,No,No,No,No,No,No,No,No,0,Yes,34,6.550,15.500,17.980,0,0,6
146,5.043,5.065,0.500,98,182,506,160,0,514,85,21.569,00:03:51,522,13.820,24,No,No,No,No,No,No,No,No,0,Yes,37,6.550,20,17.980,0,0,5
147,5.043,5.065,0.500,98,193,545,222,0,547,85,21.961,00:03:51,550.500,13.746,24,No,No,No,No,No,No,No,No,0,Yes,38,6.750,17.500,18.117,0,0,4
148,5.043,5.065,8.508,98,205,663,57,0,696,85,36.863,00:03:52,703.250,13.795,24,No,No,No,No,No,No,No,No,0,Yes,46,11.590,19.500,21.945,0,0,5
149,5.043,5.065,2.219,98,221,900,22,0,902,85,34.510,00:03:53,915.500,13.820,24,No,No,No,No,No,No,No,No,0,Yes,44,11.050,27.500,21.379,0,0,6
150,5.043,5.065,0.500,98,238,829,14,0,821,85,29.020,00:03:53,826.750,13.845,24,No,No,No,No,No,No,No,No,0,Yes,37,9.500,29.500,20.383,0,0,8
151,5.043,5.065,0.500,98,255,830,236,0,827,85,27.059,00:03:54,833.250,13.870,24,No,No,No,No,No,No,No,No,0,Yes,36,8.820,25.500,19.953,0,0,9
152,5.043,5.043,0.500,98,15,826,203,0,828,85,23.529,00:03:54,817.750,13.820,24,No,No,No,No,No,No,No,No,0,Yes,32,7,28,18.547,0,0,10
153,5.043,5.065,0.500,98,32,808,165,0,811,86,20.784,00:03:55,802.750,13.820,24,No,No,No,No,No,No,No,No,0,Yes,30,6.970,28.500,18.117,0,0,11
154,5.043,5.065,0.500,98,47,778,107,0,779,86,21.961,00:03:56,779,13.845,24,No,No,No,No,No,No,No,No,0,Yes,29,6.610,26.500,18.254,0,0,11
155,5.043,5.043,0.500,98,62,708,25,0,698,86,21.176,00:03:56,704.750,13.820,24,No,No,No,No,No,No,No,No,0,Yes,30,6.780,20,18.117,0,0,12
156,5.043,5.043,0.500,98,76,632,155,0,626,86,21.176,00:03:57,626.750,13.795,24,No,No,No,No,No,No,No,No,0,Yes,32,6.840,16,18.117,0,0,12
157,5.043,5.065,0.500,98,88,605,251,0,605,86,21.569,00:03:57,605.500,13.820,24,No,No,No,No,No,No,No,No,0,Yes,34,6.480,15.500,17.980,0,0,12
158,5.043,5.065,0.500,98,100,603,81,0,605,86,21.961,00:03:58,603.500,13.795,24,No,No,No,No,No,No,No,No,0,Yes,35,6.650,15.500,17.980,0,0,12
159,5.043,5.065,0.500,98,112,640,183,0,639,86,20.392,00:03:59,643.500,13.795,24,No,No,No,No,No,No,No,No,0,Yes,35,6.750,16.500,17.980,0,0,13
160,5.043,5.065,0.500,98,125,622,42,0,613,86,21.176,00:03:59,618.250,13.820,24,No,No,No,No,No,No,No,No,0,Yes,34,6.480,17,17.980,0,0,13
161,5.043,5.065,0.500,98,137,651,158,0,661,86,20.392,00:04:00,663.250,13.820,24,No,No,No,No,No,No,No,No,0,Yes,34,6.700,17.500,17.980,0,0,12
162,5.043,5.043,0.500,98,150,610,12,0,618,86,21.176,00:04:00,621.500,13.820,24,No,No,No,No,No,No,No,No,0,Yes,34,6.510,16.500,17.980,0,0,12
163,5.043,5.065,0.500,98,162,622,112,0,629,86,21.569,00:04:01,629.500,13.820,24,No,No,No,No,No,No,No,No,0,Yes,34,6.530,16.500,17.980,0,0,12
164,5.043,5.065,0.500,98,175,628,222,0,628,86,21.569,00:04:02,624.250,13.795,24,No,No,No,No,No,No,No,No,0,Yes,34,6.450,15.500,17.980,0,0,11
165,5.043,5.065,0.500,98,188,643,73,0,644,86,21.176,00:04:02,653.250,13.720,24,No,No,No,No,No,No,No,No,0,Yes,34,6.480,17.500,17.980,0,0,13
166,5.043,5.065,0.500,98,201,696,210,0,701,86,21.176,00:04:03,704,13.646,24,No,No,No,No,No,No,No,No,0,Yes,33,6.420,20,17.980,0,0,15
167,5.043,5.043,0.500,98,215,675,92,0,682,86,20.784,00:04:03,676.500,13.746,24,No,No,No,No,No,No,No,No,0,Yes,33,6.500,18,17.980,0,0,16
168,5.043,5.065,0.500,98,228,691,234,0,682,86,21.176,00:04:04,685.500,13.746,24,No,No,No,No,No,No,No,No,0,Yes,32,6.450,18.500,17.980,0,0,16
169,5.043,5.065,0.500,98,242,642,106,0,658,86,20.784,00:04:05,658.250,13.720,24,No,No,No,No,No,No,No,No,0,Yes,32,6.530,18.500,17.980,0,0,16
170,5.043,5.065,0.500,98,255,703,245,0,709,86,20.392,00:04:05,693.250,13.746,24,No,No,No,No,No,No,No,No,0,Yes,32,6.570,19,17.980,0,0,16
171,5.043,5.043,0.500,98,13,657,128,0,654,87,21.176,00:04:06,656.750,13.795,24,No,No,No,No,No,No,No,No,0,Yes,32,6.460,18,17.980,0,0,16
172,5.043,5.043,0.500,98,25,611,233,0,612,87,20,00:04:06,627.250,13.845,24,No,No,No,No,No,No,No,No,0,Yes,33,6.780,18,17.980,0,0,16
173,5.043,5.065,0.500,98,38,660,101,0,661,87,20.784,00:04:07,663.500,13.795,24,No,No,No,No,No,No,No,No,0,Yes,33,6.530,17.500,17.980,0,0,15
174,5.043,5.065,0.500,98,51,652,221,0,651,87,21.176,00:04:08,641.750,13.746,24,No,No,No,No,No,No,No,No,0,Yes,33,6.600,16.500,17.980,0,0,15
175,5.043,5.065,0.500,98,64,650,89,0,642,87,21.176,00:04:08,643.250,13.820,24,No,No,No,No,No,No,No,No,0,Yes,33,6.370,17.500,17.980,0,0,16
176,5.043,5.043,0.500,98,78,662,215,0,671,87,20.784,00:04:09,668,13.795,24,No,No,No,No,No,No,No,No,0,Yes,33,6.460,18,17.980,0,0,16
177,5.043,5.065,0.500,98,91,684,94,0,691,87,20.784,00:04:09,695.250,13.770,24,No,No,No,No,No,No,No,No,0,Yes,32,6.460,19.500,17.980,0,0,16
178,5.043,5.065,0.500,98,105,670,247,0,670,87,21.176,00:04:10,668.250,13.795,24,No,No,No,No,No,No,No,No,0,Yes,31,6.460,18,17.980,0,0,16
179,5.043,5.043,0.500,98,118,621,99,0,633,87,21.961,00:04:11,638.500,13.820,24,No,No,No,No,No,No,No,No,0,Yes,33,6.430,18,17.980,0,0,16
180,5.043,5.065,0.500,98,131,702,237,0,700,87,20.784,00:04:11,701.250,13.845,24,No,No,No,No,No,No,No,No,0,Yes,32,6.500,20,17.980,0,0,16
181,5.043,5.065,0.500,98,144,609,107,0,590,87,21.176,00:04:12,587.250,13.696,24,No,No,No,No,No,No,No,No,0,Yes,33,6.650,16.500,17.980,0,0,15
182,5.043,5.043,0.500,98,157,632,203,0,632,87,21.569,00:04:12,637.500,13.795,24,No,No,No,No,No,No,No,No,0,Yes,34,6.410,17.500,17.980,0,0,14
183,5.043,5.065,0.500,98,169,581,41,0,563,87,21.961,00:04:13,574.750,13.845,24,No,No,No,No,No,No,No,No,0,Yes,35,6.610,18,17.980,0,0,13
184,5.043,5.065,0.500,98,181,591,136,0,586,87,20.784,00:04:14,592.500,13.820,24,No,No,No,No,No,No,No,No,0,Yes,35,6.440,17,17.980,0,0,13
185,5.043,5.065,0.500,98,193,622,231,0,624,87,20.784,00:04:14,622.250,13.795,24,No,No,No,No,No,No,No,No,0,Yes,35,6.280,16.500,17.980,0,0,13
186,5.043,5.065,0.500,98,205,585,66,0,595,87,21.176,00:04:15,596.750,13.845,24,No,No,No,No,No,No,No,No,0,Yes,35,6.570,17,17.980,0,0,13
187,5.043,5.065,0.500,98,217,626,163,0,632,87,20.784,00:04:15,632.250,13.795,24,No,No,No,No,No,No,No,No,0,Yes,35,6.680,17,17.980,0,0,13
188,5.043,5.043,0.500,98,229,568,246,0,576,87,21.176,00:04:16,589.250,13.845,24,No,No,No,No,No,No,No,No,0,Yes,35,6.310,17.500,17.980,0,0,13
189,5.043,5.043,0.500,98,241,596,87,0,600,87,21.569,00:04:17,597.500,13.820,24,No,No,No,No,No,No,No,No,0,Yes,35,6.300,16,17.824,0,0,13
190,5.043,5.065,0.500,98,253,594,175,0,589,87,20.392,00:04:17,592.750,13.770,24,No,No,No,No,No,No,No,No,0,Yes,35,6.300,16,17.980,0,0,13
191,5.043,5.065,0.500,98,8,573,251,0,569,87,21.176,00:04:18,575.250,13.795,24,No,No,No,No,No,No,No,No,0,Yes,36,6.220,17.500,17.824,0,0,13
192,5.043,5.043,0.500,98,20,640,91,0,646,87,20.392,00:04:18,649,13.770,24,No,No,No,No,No,No,No,No,0,Yes,35,6.520,17.500,17.980,0,0,15
193,5.043,5.043,0.500,98,34,710,237,0,706,87,21.176,00:04:19,709.250,13.845,24,No,No,No,No,No,No,No,No,0,Yes,32,6.480,20.500,17.980,0,0,16
194,5.043,5.065,0.500,98,48,716,137,0,721,87,21.176,00:04:20,722.500,13.845,24,No,No,No,No,No,No,No,No,0,Yes,31,6.410,21.500,17.980,0,0,18
195,5.043,5.065,0.500,98,64,779,66,0,770,87,21.569,00:04:20,754.500,13.795,24,No,No,No,No,No,No,No,No,0,Yes,29,6.030,24.500,17.980,0,0,19
196,5.043,5.043,0.500,98,78,667,222,0,665,87,20.784,00:04:21,665.250,13.845,24,No,No,No,No,No,No,No,No,0,Yes,30,6.590,19,17.980,0,0,20
197,5.043,5.065,0.500,98,91,641,82,0,648,87,21.961,00:04:21,643.750,13.820,24,No,No,No,No,No,No,No,No,0,Yes,32,6.380,18,17.980,0,0,20
198,5.043,5.065,7.824,98,104,834,225,0,854,88,40.784,00:04:22,896,13.870,24,No,No,No,No,No,No,No,No,0,Yes,44,14.100,21.500,23.508,0,0,19
199,5.043,5.065,11.574,98,125,1099,54,0,1104,88,51.373,00:04:23,1120.500,13.845,24,No,No,No,No,No,No,No,No,0,Yes,51,21.360,26.500,27.199,0,0,19
200,5.043,5.065,9.367,98,148,1163,223,0,1166,88,43.922,00:04:23,1161.750,13.845,24,No,No,No,No,No,No,No,No,0,Yes,49,20.530,32,26.359,0,0,20
201,5.043,5.065,7.316,98,172,1147,127,0,1145,88,39.216,00:04:24,1143.750,13.870,24,No,No,No,No,No,No,No,No,0,Yes,45,17.380,34,25.227,0,0,21
202,5.043,5.065,6.633,98,194,1094,6,0,1086,88,36.863,00:04:24,1089.250,13.845,24,No,No,No,No,No,No,No,No,0,Yes,43,15.410,35,24.367,0,0,21
203,5.043,5.065,11.203,98,216,1093,120,0,1090,88,46.667,00:04:25,1103,13.845,24,No,No,No,No,No,No,No,No,0,Yes,47,20.870,31,26.789,0,0,21
204,5.043,5.043,11.574,98,239,1209,34,0,1202,88,48.235,00:04:26,1211.750,13.845,24,No,No,No,No,No,No,No,No,0,Yes,52,22.410,29.500,27.492,0,0,21
205,5.043,5.065,14.934,98,8,1260,232,0,1260,88,59.216,00:04:26,1270.500,13.820,24,No,No,No,No,No,No,No,No,0,Yes,58,28.100,27.500,29.777,0,0,20
206,5.043,5.065,17.688,98,35,1444,251,0,1444,88,65.098,00:04:27,1450.750,13.845,24,No,No,No,No,Yes,No,Yes,No,0.791,Yes,67,36.320,26,32.746,0,0.703,19
207,5.043,5.065,17.160,98,64,1464,75,0,1466,88,66.275,00:04:27,1471,13.870,24,No,No,No,No,No,No,No,No,1.846,Yes,68,37.500,24.500,33.039,0,1.758,19
208,5.043,5.043,16.457,98,93,1438,153,0,1439,88,61.961,00:04:28,1435.250,13.770,24,No,No,No,No,No,No,No,No,1.582,Yes,65,35.040,25,32.180,0,1.582,19
209,5.043,5.065,15.949,98,121,1395,203,0,1395,88,61.961,00:04:29,1390,13.770,24,No,No,No,No,No,No,No,No,1.231,Yes,64,33.160,25.500,31.613,0,1.230,19
210,5.043,5.043,15.793,98,149,1405,247,0,1408,88,60.784,00:04:29,1405.500,13.795,23,No,No,No,No,No,No,No,No,1.055,Yes,64,33.100,26,31.613,0,1.055,20
211,5.043,5.065,15.461,98,177,1387,31,0,1387,88,60,00:04:30,1388.500,13.795,23,No,No,No,No,No,No,No,No,0.791,Yes,62,31.770,26.500,31.047,0,0.703,21
212,5.043,5.043,15.461,98,205,1383,70,0,1384,88,60,00:04:30,1383.250,13.795,23,No,No,No,No,No,No,No,No,0.440,Yes,62,31.600,26.500,31.184,0,0.352,21
213,5.043,5.043,16.633,98,233,1394,107,0,1393,88,65.098,00:04:31,1402.500,13.770,23,No,No,No,No,No,No,No,No,0.264,Yes,65,34.580,26.500,32.043,0,0.176,21
214,5.043,5.043,19.660,98,6,1499,178,0,1502,88,70.980,00:04:32,1506.750,13.770,23,No,No,Yes,No,Yes,No,No,Yes,3.780,Yes,71,41.790,21.500,34.172,0,3.691,20
215,5.043,5.043,24.348,98,36,1570,45,0,1575,88,79.216,00:04:32,1582.750,13.770,23,No,No,No,No,No,No,No,No,3.604,Yes,78,50.050,18.500,36.457,0,3.516,19
216,5.043,5.065,24.270,98,69,1620,212,0,1620,88,77.255,00:04:33,1627.250,13.770,23,No,No,No,No,No,No,No,No,3.340,Yes,79,49.730,18.500,36.457,0,3.340,19
217,5.043,5.065,23.586,98,101,1637,138,0,1636,88,74.902,00:04:33,1633.500,13.770,23,No,No,No,No,No,No,Yes,No,2.989,Yes,77,48.030,20,36.164,0,2.988,19
218,5.043,5.043,21.926,98,134,1593,48,0,1592,88,72.549,00:04:34,1595,13.770,23,No,No,No,No,No,No,Yes,No,2.725,Yes,74,45.630,21.500,35.168,0,2.637,17
219,5.043,5.065,22.902,98,166,1594,203,0,1593,88,71.765,00:04:35,1593.250,13.795,23,No,No,No,No,Yes,No,Yes,No,2.373,Yes,75,45.630,21.500,35.305,0,2.285,17
220,5.043,5.043,23.078,98,197,1595,106,0,1591,88,73.333,00:04:35,1589.750,13.795,23,No,No,No,No,Yes,Yes,No,No,2.110,Yes,74,46.020,22,35.168,0,2.109,17
221,5.043,5.065,23.078,98,229,1587,3,0,1586,88,72.157,00:04:36,1582.500,13.795,23,No,No,No,No,Yes,Yes,Yes,No,1.934,Yes,74,45.430,22.500,35.031,0,1.934,16
222,5.043,5.065,23.430,98,5,1575,151,0,1576,88,70.588,00:04:36,1573.250,13.795,22,No,No,No,No,No,Yes,No,Yes,1.758,Yes,73,44.110,23.500,34.465,0,1.934,14
223,5.043,5.065,28,98,37,1667,55,0,1667,88,79.608,00:04:37,1670.750,13.820,22,No,No,Yes,No,Yes,Yes,No,Yes,2.373,Yes,81,52.860,19.500,37.453,0,2.285,15
224,5.043,5.065,24.934,98,70,1659,4,0,1655,88,70.980,00:04:38,1648.250,13.845,22,No,No,No,No,No,No,Yes,No,1.934,Yes,76,46.820,22.500,35.598,0,1.934,15
225,5.043,5.065,21.242,98,103,1589,175,0,1587,88,65.882,00:04:38,1578.250,13.845,22,No,No,Yes,No,No,No,Yes,No,1.670,Yes,72,41.520,24,34.035,0,1.582,17
226,5.043,5.043,10.363,98,133,1420,25,0,1418,88,55.294,00:04:39,1405,13.845,22,No,No,No,No,No,No,No,No,1.319,Yes,60,27.070,26.500,28.781,0,1.230,17
227,5.043,5.043,0.500,98,158,1121,234,0,1118,88,32.157,00:04:39,1107.500,13.845,22,No,No,No,No,No,No,No,No,0.352,Yes,43,12.970,35,22.941,0,0.352,19
228,5.043,5.065,0.500,98,179,1008,69,0,998,88,34.902,00:04:40,1001.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,41,13.520,17,23.098,0,0,19
229,5.043,5.043,0.500,98,198,970,125,0,968,88,36.471,00:04:41,966.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,42,13.200,16,23.098,0,0,19
230,5.043,5.065,0.500,98,218,962,175,0,957,88,32.157,00:04:41,959.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,11.780,19.500,21.809,0,0,20
231,5.043,5.065,0.500,98,236,914,207,0,917,89,29.804,00:04:42,913.250,13.770,22,No,No,No,No,No,No,No,No,0,Yes,37,10.660,23.500,21.242,0,0,19
232,5.043,5.065,0.500,98,254,880,215,0,879,89,27.451,00:04:42,873.750,13.746,22,No,No,No,No,No,No,No,No,0,Yes,35,9.540,26,20.383,0,0,19
233,5.043,5.065,0.500,98,15,815,189,0,808,89,21.569,00:04:43,810,13.770,22,No,No,No,No,No,No,No,No,0,Yes,32,7.490,27.500,18.547,0,0,18
234,5.043,5.065,0.500,98,31,774,130,0,767,89,21.176,00:04:44,760,13.770,22,No,No,No,No,No,No,No,No,0,Yes,31,6.660,25,18.117,0,0,17
235,5.043,5.065,0.500,98,45,676,30,0,668,89,21.569,00:04:44,675.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,31,6.280,18.500,17.824,0,0,16
236,5.043,5.065,0.500,98,58,675,167,0,672,89,20,00:04:45,680.750,13.845,22,No,No,No,No,No,No,No,No,0,Yes,31,6.510,18.500,17.824,0,0,16
237,5.043,5.065,0.500,98,72,683,52,0,684,89,21.176,00:04:45,681,13.795,22,No,No,No,No,No,No,No,No,0,Yes,31,6.190,18,17.824,0,0,16
238,5.043,5.043,0.500,98,85,619,163,0,610,89,20.392,00:04:46,606.750,13.770,22,No,No,No,No,No,No,No,No,0,Yes,33,6.340,16.500,17.824,0,0,16
239,5.043,5.043,0.500,98,97,636,15,0,640,89,20.784,00:04:47,649.750,13.795,22,No,No,No,No,No,No,No,No,0,Yes,33,6.210,18,17.824,0,0,16
240,5.043,5.065,0.500,98,111,671,147,0,671,89,20.784,00:04:47,667.500,13.795,22,No,No,No,No,No,No,No,No,0,Yes,32,6.380,17.500,17.824,0,0,15
241,5.043,5.065,0.500,98,123,636,2,0,630,90,21.176,00:04:48,623.500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,33,6.380,16,17.824,0,0,16
242,5.043,5.043,0.500,98,136,633,117,0,630,90,21.176,00:04:48,629.500,13.795,22,No,No,No,No,No,No,No,No,0,Yes,33,6.290,16.500,17.688,0,0,15
243,5.043,5.043,0.500,98,149,626,223,0,623,90,21.569,00:04:49,620,13.720,22,No,No,No,No,No,No,No,No,0,Yes,34,6.400,16.500,17.824,0,0,14
244,5.043,5.043,0.500,98,161,583,65,0,579,90,20.392,00:04:50,582.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,34,6.350,17,17.688,0,0,13
245,5.043,5.043,0.500,98,172,568,149,0,553,90,21.176,00:04:50,551.250,13.670,22,No,No,No,No,No,No,No,No,0,Yes,35,6.300,18,17.688,0,0,12
246,5.043,5.043,0.500,98,184,568,231,0,561,90,18.824,00:04:51,568,13.820,22,No,No,No,No,No,No,No,No,0,Yes,36,6.340,17.500,17.688,0,0,12
247,5.043,5.043,0.500,98,196,599,52,0,580,90,20.784,00:04:51,569.250,13.670,22,No,No,No,No,No,No,No,No,0,Yes,36,6.460,17,17.824,0,0,13
248,5.043,5.065,0.500,98,207,605,138,0,618,90,20.392,00:04:52,620.750,13.820,22,No,No,No,No,No,No,No,No,0,Yes,36,6.230,17,17.824,0,0,13
249,5.043,5.043,0.500,98,219,605,231,0,601,91,20.784,00:04:53,591.750,13.696,22,No,No,No,No,No,No,No,No,0,Yes,36,6.680,15.500,17.824,0,0,13
250,5.043,5.065,0.500,98,232,602,74,0,561,91,20.784,00:04:53,567,13.795,22,No,No,No,No,No,No,No,No,0,Yes,36,6.490,17,17.824,0,0,13
251,5.043,5.065,0.500,98,243,607,161,0,589,91,20.784,00:04:54,589.500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,36,6.710,15.500,17.824,0,0,12
252,5.043,5.065,0.500,98,255,575,243,0,575,91,21.569,00:04:54,568.750,13.746,22,No,No,No,No,No,No,No,No,0,Yes,36,6.320,17,17.824,0,0,11
253,5.043,5.043,0.500,98,10,553,60,0,553,91,20.784,00:04:55,551.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,37,6.420,18,17.824,0,0,10
254,5.043,5.065,0.500,98,21,539,120,0,550,91,21.176,00:04:56,549,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.500,18,17.824,0,0,9
255,5.043,5.065,0.500,98,33,592,190,0,596,91,21.961,00:04:56,601.250,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,6.660,15,17.980,0,0,8
256,5.043,5.043,0.500,98,45,624,42,0,624,91,21.176,00:04:57,626.500,13.795,22,No,No,No,No,No,No,No,No,0,Yes,36,6.790,15,18.117,0,0,7
257,5.043,5.065,0.500,98,57,575,124,0,573,91,20.392,00:04:57,581.250,13.820,22,No,No,No,No,No,No,No,No,0,Yes,36,6.480,16,17.824,0,0,6
258,5.043,5.065,0.500,98,68,566,202,0,568,91,20.392,00:04:58,565.500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,38,6.420,16.500,17.824,0,0,5
259,5.043,5.065,0.500,98,79,529,5,0,524,91,21.176,00:04:59,522.500,13.770,22,No,No,No,No,No,No,No,No,0,Yes,39,6.380,18,17.824,0,0,3
260,5.043,5.043,17.004,98,92,827,111,0,878,91,58.824,00:04:59,893.750,13.820,22,No,No,No,No,No,No,No,No,0,Yes,58,19.080,18.500,26.359,0,2.109,3
261,5.043,5.065,16.516,98,114,1204,249,0,1203,91,52.157,00:05:00,1212,13.795,22,No,No,No,No,No,No,No,No,0,Yes,56,24.050,27,28.195,0,0,6
262,5.043,5.065,12.062,98,138,1156,176,0,1144,91,42.745,00:05:00,1147,13.795,22,No,No,No,No,No,No,No,No,0,Yes,49,18.790,31.500,26.066,0,0,9
263,5.043,5.065,8.840,98,161,1131,67,0,1131,92,32.549,00:05:01,1127.750,13.795,22,No,No,No,No,No,No,No,No,0,Yes,44,14.360,34.500,23.508,0,0,11
264,5.043,5.065,5.617,98,183,1081,188,0,1071,92,32.549,00:05:02,1079.250,13.795,22,No,No,No,No,No,No,No,No,0,Yes,40,13.220,37.500,22.941,0,0,11
265,5.043,5.043,0.500,98,204,1030,30,0,1030,92,25.098,00:05:02,1024.750,13.795,22,No,No,No,No,No,No,No,No,0,Yes,36,10.050,41.500,20.812,0,0,12
266,5.043,5.065,0.500,98,224,985,98,0,982,92,29.020,00:05:03,973,13.720,22,No,No,No,No,No,No,No,No,0,Yes,35,10.740,26,21.242,0,0,11
267,5.043,5.065,0.500,98,242,867,115,0,856,92,26.275,00:05:03,858.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,34,9.030,27,20.109,0,0,9
268,5.043,5.065,0.500,98,1,698,52,0,688,92,23.922,00:05:04,686,13.720,22,No,No,No,No,No,No,No,No,0,Yes,34,7.200,18.500,18.684,0,0,6
269,5.043,5.065,0.500,98,14,575,149,0,581,92,22.353,00:05:05,578.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,37,6.800,16,18.254,0,0,4
270,5.043,5.065,15.305,98,26,697,250,0,740,92,56.471,00:05:05,761,13.746,22,No,No,No,No,No,No,No,No,0,Yes,54,17.920,18,25.637,0,0,3
271,5.043,5.065,14.445,98,46,1140,76,0,1144,92,47.451,00:05:06,1143.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,53,20.840,27,26.926,0,0,5
272,5.043,5.065,0.500,98,68,973,188,0,960,92,25.882,00:05:06,948.250,13.746,22,No,No,No,No,No,No,No,No,0,Yes,38,9.990,38.500,20.812,0,0,7
273,5.043,5.065,0.500,98,84,770,137,0,768,92,33.725,00:05:07,772.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,41,10.630,21.500,21.105,0,0,6
274,5.043,5.065,0.500,98,99,728,60,0,730,92,34.118,00:05:08,731.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,43,10.620,14,21.105,0,0,4
275,5.043,5.065,0.500,98,114,813,249,0,815,92,33.333,00:05:08,814.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,42,10.430,16.500,21.105,0,0,2
276,5.043,5.065,0.500,98,130,702,184,0,694,92,22.745,00:05:09,686.250,13.720,22,No,No,No,No,No,No,No,No,0,Yes,37,7.130,12.500,18.391,0,0,0
277,5.043,5.065,0.500,98,142,585,28,0,581,92,23.529,00:05:09,584.250,13.696,22,No,No,No,No,No,No,No,No,0,Yes,38,7.090,13,18.547,0,0,0
278,5.043,5.043,0.500,98,154,643,122,0,666,92,22.745,00:05:10,676.750,13.746,22,No,No,No,No,No,No,No,No,0,Yes,37,6.910,12,18.391,0,0,0
279,5.043,5.043,0.500,98,168,681,10,0,676,92,21.569,00:05:11,669.250,13.770,22,No,No,No,No,No,No,No,No,0,Yes,35,6.660,4.500,18.117,0,0,0
280,5.043,5.065,14.250,98,180,539,103,0,540,92,30.196,00:05:11,538.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,41,9.360,9,20.812,0,0,0
281,5.043,5.065,12.766,98,193,850,243,0,862,92,45.490,00:05:12,879.750,13.795,22,No,No,No,No,No,No,No,No,0,Yes,50,14.990,15,24.074,0,0,1
282,5.043,5.065,0.500,98,213,974,51,0,972,92,28.235,00:05:12,962,13.746,22,No,No,No,No,No,No,No,No,0,Yes,41,10.070,33,20.949,0,0,3
283,5.043,5.043,0.500,98,230,779,25,0,776,92,33.725,00:05:13,770,13.795,22,No,No,No,No,No,No,No,No,0,Yes,41,10.660,16.500,21.242,0,0,5
284,5.043,5.065,0.500,98,245,771,214,0,769,93,34.510,00:05:14,779,13.820,22,No,No,No,No,No,No,No,No,0,Yes,42,11.020,15,21.379,0,0,5
285,5.043,5.065,0.500,98,5,774,155,0,769,93,34.902,00:05:14,775.250,13.795,22,No,No,No,No,No,No,No,No,0,Yes,43,10.940,15,21.379,0,0,5
286,5.043,5.065,0.500,98,20,689,69,0,683,93,34.118,00:05:15,682.750,13.795,22,No,No,No,No,No,No,No,No,0,Yes,44,10.520,12.500,21.105,0,0,6
287,5.043,5.065,0.500,98,34,740,227,0,736,93,31.373,00:05:15,740.500,13.795,22,No,No,No,No,No,No,No,No,0,Yes,43,9.670,14.500,20.676,0,0,6
288,5.043,5.065,0.500,98,49,737,146,0,745,93,28.627,00:05:16,738,13.720,22,No,No,No,No,No,No,No,No,0,Yes,40,8.870,17.500,20.109,0,0,6
289,5.043,5.043,0.500,98,63,662,41,0,646,93,23.922,00:05:17,646.500,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,7.330,14.500,18.820,0,0,5
290,5.043,5.065,0.500,98,75,606,142,0,607,93,22.353,00:05:17,601.750,13.720,22,No,No,No,No,No,No,No,No,0,Yes,38,6.680,14,18.117,0,0,5
291,5.043,5.065,0.500,98,87,575,224,0,567,93,20.392,00:05:18,573.500,13.746,22,No,No,No,No,No,No,No,No,0,Yes,37,6.260,16,17.688,0,0,5
292,5.043,5.065,0.500,98,97,511,19,0,521,93,20.784,00:05:18,520.500,13.670,22,No,No,No,No,No,No,No,No,0,Yes,39,6.280,20,17.688,0,0,5
293,5.043,5.065,0.500,98,108,540,71,0,542,93,20.392,00:05:19,540.500,13.696,22,No,No,No,No,No,No,No,No,0,Yes,39,6.170,18,17.688,0,0,4
